,condition,sketchLabel,Target,Distractor1,Distractor2,Distractor3
532,closer,3fac34c1563f_6,trial_21_woven,trial_11_waiting,trial_22_leather,trial_8_knob
533,closer,3fac34c1563f_7,trial_25_goldenretriever,trial_18_pug,trial_28_chihuahua,trial_30_doberman
534,further,3fac34c1563f_8,trial_1_bluesport,trial_14_robin,trial_23_weimaraner,trial_4_straight
535,closer,3fac34c1563f_11,trial_22_leather,trial_11_waiting,trial_21_woven,trial_8_knob
536,further,3fac34c1563f_13,trial_23_weimaraner,trial_14_robin,trial_1_bluesport,trial_4_straight
537,closer,3fac34c1563f_15,trial_11_waiting,trial_21_woven,trial_22_leather,trial_8_knob
538,further,3fac34c1563f_16,trial_17_redsport,trial_13_tomtit,trial_27_sling,trial_7_basset
539,further,3fac34c1563f_19,trial_13_tomtit,trial_17_redsport,trial_27_sling,trial_7_basset
540,further,3fac34c1563f_21,trial_7_basset,trial_13_tomtit,trial_17_redsport,trial_27_sling
541,closer,3fac34c1563f_22,trial_18_pug,trial_25_goldenretriever,trial_28_chihuahua,trial_30_doberman
542,closer,3fac34c1563f_27,trial_8_knob,trial_11_waiting,trial_21_woven,trial_22_leather
543,further,3fac34c1563f_28,trial_4_straight,trial_14_robin,trial_1_bluesport,trial_23_weimaraner
544,closer,3fac34c1563f_29,trial_30_doberman,trial_18_pug,trial_25_goldenretriever,trial_28_chihuahua
545,further,af88c375d43a_21,trial_24_white,trial_15_nightingale,trial_2_bullmastiff,trial_5_inlay
546,further,af88c375d43a_25,trial_1_bluesport,trial_14_robin,trial_22_leather,trial_23_weimaraner
547,further,af88c375d43a_27,trial_15_nightingale,trial_24_white,trial_2_bullmastiff,trial_5_inlay
548,further,af88c375d43a_28,trial_23_weimaraner,trial_14_robin,trial_1_bluesport,trial_22_leather
549,further,af88c375d43a_29,trial_14_robin,trial_1_bluesport,trial_22_leather,trial_23_weimaraner
550,further,af88c375d43a_30,trial_2_bullmastiff,trial_15_nightingale,trial_24_white,trial_5_inlay
551,further,af88c375d43a_31,trial_22_leather,trial_14_robin,trial_1_bluesport,trial_23_weimaraner
552,further,af88c375d43a_32,trial_5_inlay,trial_15_nightingale,trial_24_white,trial_2_bullmastiff
553,further,0f3dadf71345_11,trial_32_squat,trial_20_cuckoo,trial_2_bullmastiff,trial_9_brown
554,closer,0f3dadf71345_16,trial_11_waiting,trial_4_straight,trial_5_inlay,trial_8_knob
555,closer,0f3dadf71345_18,trial_25_goldenretriever,trial_16_bloodhound,trial_23_weimaraner,trial_7_basset
556,closer,0f3dadf71345_20,trial_7_basset,trial_16_bloodhound,trial_23_weimaraner,trial_25_goldenretriever
557,further,0f3dadf71345_21,trial_20_cuckoo,trial_2_bullmastiff,trial_32_squat,trial_9_brown
558,further,0f3dadf71345_23,trial_9_brown,trial_20_cuckoo,trial_2_bullmastiff,trial_32_squat
559,closer,0f3dadf71345_24,trial_23_weimaraner,trial_16_bloodhound,trial_25_goldenretriever,trial_7_basset
560,closer,0f3dadf71345_26,trial_8_knob,trial_11_waiting,trial_4_straight,trial_5_inlay
561,further,0f3dadf71345_27,trial_2_bullmastiff,trial_20_cuckoo,trial_32_squat,trial_9_brown
562,closer,0f3dadf71345_28,trial_4_straight,trial_11_waiting,trial_5_inlay,trial_8_knob
563,closer,0f3dadf71345_30,trial_5_inlay,trial_11_waiting,trial_4_straight,trial_8_knob
564,further,fbb1a309c5d9_4,trial_17_redsport,trial_15_nightingale,trial_2_bullmastiff,trial_4_straight
565,closer,fbb1a309c5d9_12,trial_28_chihuahua,trial_16_bloodhound,trial_18_pug,trial_30_doberman
566,closer,fbb1a309c5d9_16,trial_26_crow,trial_12_bluejay,trial_14_robin,trial_29_sparrow
567,closer,fbb1a309c5d9_20,trial_30_doberman,trial_16_bloodhound,trial_18_pug,trial_28_chihuahua
568,further,fbb1a309c5d9_22,trial_4_straight,trial_15_nightingale,trial_17_redsport,trial_2_bullmastiff
569,further,fbb1a309c5d9_24,trial_2_bullmastiff,trial_15_nightingale,trial_17_redsport,trial_4_straight
570,closer,fbb1a309c5d9_25,trial_29_sparrow,trial_12_bluejay,trial_14_robin,trial_26_crow
571,closer,fbb1a309c5d9_27,trial_16_bloodhound,trial_18_pug,trial_28_chihuahua,trial_30_doberman
572,closer,fbb1a309c5d9_29,trial_12_bluejay,trial_14_robin,trial_26_crow,trial_29_sparrow
573,closer,fbb1a309c5d9_31,trial_18_pug,trial_16_bloodhound,trial_28_chihuahua,trial_30_doberman
574,closer,8ba38329569d_3,trial_20_cuckoo,trial_12_bluejay,trial_26_crow,trial_29_sparrow
575,closer,8ba38329569d_5,trial_12_bluejay,trial_20_cuckoo,trial_26_crow,trial_29_sparrow
576,further,8ba38329569d_6,trial_2_bullmastiff,trial_13_tomtit,trial_1_bluesport,trial_22_leather
577,further,8ba38329569d_7,trial_1_bluesport,trial_13_tomtit,trial_22_leather,trial_2_bullmastiff
578,further,8ba38329569d_11,trial_3_redantique,trial_14_robin,trial_21_woven,trial_23_weimaraner
579,closer,8ba38329569d_13,trial_26_crow,trial_12_bluejay,trial_20_cuckoo,trial_29_sparrow
580,further,8ba38329569d_15,trial_22_leather,trial_13_tomtit,trial_1_bluesport,trial_2_bullmastiff
581,further,8ba38329569d_19,trial_6_hatchback,trial_19_pigeon,trial_7_basset,trial_8_knob
582,further,8ba38329569d_20,trial_8_knob,trial_19_pigeon,trial_6_hatchback,trial_7_basset
583,further,8ba38329569d_21,trial_13_tomtit,trial_1_bluesport,trial_22_leather,trial_2_bullmastiff
584,further,8ba38329569d_22,trial_23_weimaraner,trial_14_robin,trial_21_woven,trial_3_redantique
585,further,8ba38329569d_30,trial_7_basset,trial_19_pigeon,trial_6_hatchback,trial_8_knob
586,further,8ba38329569d_31,trial_21_woven,trial_14_robin,trial_23_weimaraner,trial_3_redantique
587,further,8ba38329569d_32,trial_19_pigeon,trial_6_hatchback,trial_7_basset,trial_8_knob
588,further,7bf13a56bbb7_1,trial_17_redsport,trial_12_bluejay,trial_27_sling,trial_28_chihuahua
589,closer,7bf13a56bbb7_2,trial_4_straight,trial_21_woven,trial_5_inlay,trial_8_knob
590,further,7bf13a56bbb7_7,trial_6_hatchback,trial_11_waiting,trial_15_nightingale,trial_30_doberman
591,further,7bf13a56bbb7_11,trial_15_nightingale,trial_11_waiting,trial_30_doberman,trial_6_hatchback
592,closer,7bf13a56bbb7_13,trial_8_knob,trial_21_woven,trial_4_straight,trial_5_inlay
593,closer,7bf13a56bbb7_17,trial_21_woven,trial_4_straight,trial_5_inlay,trial_8_knob
594,further,7bf13a56bbb7_18,trial_27_sling,trial_12_bluejay,trial_17_redsport,trial_28_chihuahua
595,further,7bf13a56bbb7_19,trial_30_doberman,trial_11_waiting,trial_15_nightingale,trial_6_hatchback
596,closer,7bf13a56bbb7_20,trial_25_goldenretriever,trial_16_bloodhound,trial_23_weimaraner,trial_7_basset
597,further,7bf13a56bbb7_23,trial_11_waiting,trial_15_nightingale,trial_30_doberman,trial_6_hatchback
598,closer,7bf13a56bbb7_24,trial_5_inlay,trial_21_woven,trial_4_straight,trial_8_knob
599,further,7bf13a56bbb7_25,trial_28_chihuahua,trial_12_bluejay,trial_17_redsport,trial_27_sling
600,further,7bf13a56bbb7_29,trial_12_bluejay,trial_17_redsport,trial_27_sling,trial_28_chihuahua
601,closer,7bf13a56bbb7_30,trial_7_basset,trial_16_bloodhound,trial_23_weimaraner,trial_25_goldenretriever
602,further,9fe236623033_6,trial_12_bluejay,trial_17_redsport,trial_23_weimaraner,trial_27_sling
603,further,9fe236623033_7,trial_17_redsport,trial_12_bluejay,trial_23_weimaraner,trial_27_sling
604,further,9fe236623033_13,trial_16_bloodhound,trial_26_crow,trial_5_inlay,trial_9_brown
605,further,9fe236623033_18,trial_5_inlay,trial_16_bloodhound,trial_26_crow,trial_9_brown
606,further,9fe236623033_24,trial_26_crow,trial_16_bloodhound,trial_5_inlay,trial_9_brown
607,further,9fe236623033_25,trial_27_sling,trial_12_bluejay,trial_17_redsport,trial_23_weimaraner
608,further,9fe236623033_28,trial_9_brown,trial_16_bloodhound,trial_26_crow,trial_5_inlay
609,further,9fe236623033_30,trial_23_weimaraner,trial_12_bluejay,trial_17_redsport,trial_27_sling
610,closer,9fe236623033_31,trial_4_straight,trial_22_leather,trial_32_squat,trial_8_knob
611,closer,4ba89ccde7dd_1,trial_7_basset,trial_16_bloodhound,trial_28_chihuahua,trial_2_bullmastiff
612,closer,4ba89ccde7dd_3,trial_8_knob,trial_11_waiting,trial_21_woven,trial_22_leather
613,further,4ba89ccde7dd_4,trial_30_doberman,trial_10_beetle,trial_15_nightingale,trial_27_sling
614,further,4ba89ccde7dd_6,trial_27_sling,trial_10_beetle,trial_15_nightingale,trial_30_doberman
615,closer,4ba89ccde7dd_10,trial_28_chihuahua,trial_16_bloodhound,trial_2_bullmastiff,trial_7_basset
616,closer,4ba89ccde7dd_11,trial_21_woven,trial_11_waiting,trial_22_leather,trial_8_knob
617,further,4ba89ccde7dd_12,trial_15_nightingale,trial_10_beetle,trial_27_sling,trial_30_doberman
618,further,4ba89ccde7dd_15,trial_19_pigeon,trial_23_weimaraner,trial_32_squat,trial_3_redantique
619,closer,4ba89ccde7dd_20,trial_22_leather,trial_11_waiting,trial_21_woven,trial_8_knob
620,closer,4ba89ccde7dd_21,trial_11_waiting,trial_21_woven,trial_22_leather,trial_8_knob
621,further,4ba89ccde7dd_22,trial_32_squat,trial_19_pigeon,trial_23_weimaraner,trial_3_redantique
622,further,4ba89ccde7dd_25,trial_3_redantique,trial_19_pigeon,trial_23_weimaraner,trial_32_squat
623,further,4ba89ccde7dd_26,trial_10_beetle,trial_15_nightingale,trial_27_sling,trial_30_doberman
624,closer,4ba89ccde7dd_29,trial_2_bullmastiff,trial_16_bloodhound,trial_28_chihuahua,trial_7_basset
625,further,4ba89ccde7dd_32,trial_23_weimaraner,trial_19_pigeon,trial_32_squat,trial_3_redantique
626,further,5c0803980807_4,trial_3_redantique,trial_20_cuckoo,trial_22_leather,trial_7_basset
627,further,5c0803980807_5,trial_6_hatchback,trial_13_tomtit,trial_21_woven,trial_23_weimaraner
628,further,5c0803980807_11,trial_13_tomtit,trial_21_woven,trial_23_weimaraner,trial_6_hatchback
629,closer,5c0803980807_13,trial_14_robin,trial_12_bluejay,trial_26_crow,trial_29_sparrow
630,further,5c0803980807_16,trial_22_leather,trial_20_cuckoo,trial_3_redantique,trial_7_basset
631,further,5c0803980807_17,trial_23_weimaraner,trial_13_tomtit,trial_21_woven,trial_6_hatchback
632,closer,5c0803980807_18,trial_26_crow,trial_12_bluejay,trial_14_robin,trial_29_sparrow
633,further,5c0803980807_22,trial_21_woven,trial_13_tomtit,trial_23_weimaraner,trial_6_hatchback
634,closer,5c0803980807_23,trial_12_bluejay,trial_14_robin,trial_26_crow,trial_29_sparrow
635,further,5c0803980807_25,trial_7_basset,trial_20_cuckoo,trial_22_leather,trial_3_redantique
636,closer,5c0803980807_28,trial_29_sparrow,trial_12_bluejay,trial_14_robin,trial_26_crow
637,further,5c0803980807_32,trial_20_cuckoo,trial_22_leather,trial_3_redantique,trial_7_basset
638,further,8a631b1fa894_4,trial_1_bluesport,trial_14_robin,trial_5_inlay,trial_7_basset
639,closer,8a631b1fa894_5,trial_18_pug,trial_28_chihuahua,trial_2_bullmastiff,trial_30_doberman
640,further,8a631b1fa894_7,trial_5_inlay,trial_14_robin,trial_1_bluesport,trial_7_basset
641,further,8a631b1fa894_8,trial_12_bluejay,trial_11_waiting,trial_25_goldenretriever,trial_31_bluesedan
642,further,8a631b1fa894_9,trial_7_basset,trial_14_robin,trial_1_bluesport,trial_5_inlay
643,further,8a631b1fa894_10,trial_25_goldenretriever,trial_11_waiting,trial_12_bluejay,trial_31_bluesedan
644,further,8a631b1fa894_11,trial_14_robin,trial_1_bluesport,trial_5_inlay,trial_7_basset
645,further,8a631b1fa894_12,trial_31_bluesedan,trial_11_waiting,trial_12_bluejay,trial_25_goldenretriever
646,further,8a631b1fa894_14,trial_11_waiting,trial_12_bluejay,trial_25_goldenretriever,trial_31_bluesedan
647,closer,8a631b1fa894_23,trial_30_doberman,trial_18_pug,trial_28_chihuahua,trial_2_bullmastiff
648,closer,8a631b1fa894_24,trial_2_bullmastiff,trial_18_pug,trial_28_chihuahua,trial_30_doberman
649,closer,8a631b1fa894_28,trial_28_chihuahua,trial_18_pug,trial_2_bullmastiff,trial_30_doberman
650,further,f6a80bd05fc3_1,trial_14_robin,trial_10_beetle,trial_25_goldenretriever,trial_32_squat
651,closer,f6a80bd05fc3_2,trial_26_crow,trial_12_bluejay,trial_15_nightingale,trial_19_pigeon
652,further,f6a80bd05fc3_4,trial_10_beetle,trial_14_robin,trial_25_goldenretriever,trial_32_squat
653,further,f6a80bd05fc3_14,trial_32_squat,trial_10_beetle,trial_14_robin,trial_25_goldenretriever
654,closer,f6a80bd05fc3_18,trial_12_bluejay,trial_15_nightingale,trial_19_pigeon,trial_26_crow
655,further,f6a80bd05fc3_22,trial_20_cuckoo,trial_27_sling,trial_3_redantique,trial_7_basset
656,closer,f6a80bd05fc3_26,trial_19_pigeon,trial_12_bluejay,trial_15_nightingale,trial_26_crow
657,further,f6a80bd05fc3_28,trial_27_sling,trial_20_cuckoo,trial_3_redantique,trial_7_basset
658,closer,f6a80bd05fc3_29,trial_15_nightingale,trial_12_bluejay,trial_19_pigeon,trial_26_crow
659,further,f6a80bd05fc3_31,trial_7_basset,trial_20_cuckoo,trial_27_sling,trial_3_redantique
660,closer,500ec1c2d3aa_2,trial_30_doberman,trial_16_bloodhound,trial_23_weimaraner,trial_28_chihuahua
661,closer,c9edf26da2a1_4,trial_13_tomtit,trial_12_bluejay,trial_15_nightingale,trial_20_cuckoo
662,closer,c9edf26da2a1_29,trial_4_straight,trial_22_leather,trial_27_sling,trial_8_knob
663,closer,c9edf26da2a1_30,trial_12_bluejay,trial_13_tomtit,trial_15_nightingale,trial_20_cuckoo
664,closer,c9edf26da2a1_32,trial_8_knob,trial_22_leather,trial_27_sling,trial_4_straight
665,closer,9d29240651d1_1,trial_15_nightingale,trial_12_bluejay,trial_14_robin,trial_20_cuckoo
666,closer,9d29240651d1_2,trial_21_woven,trial_11_waiting,trial_4_straight,trial_8_knob
667,closer,9d29240651d1_4,trial_16_bloodhound,trial_18_pug,trial_23_weimaraner,trial_7_basset
668,closer,9d29240651d1_8,trial_14_robin,trial_12_bluejay,trial_15_nightingale,trial_20_cuckoo
669,closer,9d29240651d1_9,trial_4_straight,trial_11_waiting,trial_21_woven,trial_8_knob
670,further,9d29240651d1_10,trial_19_pigeon,trial_22_leather,trial_30_doberman,trial_31_bluesedan
671,further,9d29240651d1_11,trial_26_crow,trial_28_chihuahua,trial_32_squat,trial_3_redantique
672,closer,9d29240651d1_12,trial_7_basset,trial_16_bloodhound,trial_18_pug,trial_23_weimaraner
673,closer,9d29240651d1_13,trial_11_waiting,trial_21_woven,trial_4_straight,trial_8_knob
674,further,9d29240651d1_15,trial_32_squat,trial_26_crow,trial_28_chihuahua,trial_3_redantique
675,further,9d29240651d1_16,trial_3_redantique,trial_26_crow,trial_28_chihuahua,trial_32_squat
676,further,9d29240651d1_19,trial_22_leather,trial_19_pigeon,trial_30_doberman,trial_31_bluesedan
677,closer,9d29240651d1_20,trial_12_bluejay,trial_14_robin,trial_15_nightingale,trial_20_cuckoo
678,closer,9d29240651d1_21,trial_20_cuckoo,trial_12_bluejay,trial_14_robin,trial_15_nightingale
679,further,9d29240651d1_22,trial_28_chihuahua,trial_26_crow,trial_32_squat,trial_3_redantique
680,closer,9d29240651d1_23,trial_8_knob,trial_11_waiting,trial_21_woven,trial_4_straight
681,further,9d29240651d1_28,trial_31_bluesedan,trial_19_pigeon,trial_22_leather,trial_30_doberman
682,further,9d29240651d1_31,trial_30_doberman,trial_19_pigeon,trial_22_leather,trial_31_bluesedan
683,closer,46bb3145880a_9,trial_5_inlay,trial_21_woven,trial_22_leather,trial_27_sling
684,further,46bb3145880a_17,trial_4_straight,trial_19_pigeon,trial_24_white,trial_2_bullmastiff
685,further,46bb3145880a_20,trial_11_waiting,trial_12_bluejay,trial_30_doberman,trial_6_hatchback
686,further,46bb3145880a_22,trial_30_doberman,trial_11_waiting,trial_12_bluejay,trial_6_hatchback
687,further,46bb3145880a_26,trial_12_bluejay,trial_11_waiting,trial_30_doberman,trial_6_hatchback
688,further,46bb3145880a_29,trial_6_hatchback,trial_11_waiting,trial_12_bluejay,trial_30_doberman
689,closer,46bb3145880a_32,trial_27_sling,trial_21_woven,trial_22_leather,trial_5_inlay
690,closer,00eb4945ac70_1,trial_18_pug,trial_16_bloodhound,trial_28_chihuahua,trial_30_doberman
691,closer,00eb4945ac70_2,trial_14_robin,trial_12_bluejay,trial_19_pigeon,trial_26_crow
692,further,00eb4945ac70_3,trial_31_bluesedan,trial_11_waiting,trial_20_cuckoo,trial_23_weimaraner
693,closer,00eb4945ac70_7,trial_17_redsport,trial_1_bluesport,trial_24_white,trial_9_brown
694,closer,00eb4945ac70_10,trial_16_bloodhound,trial_18_pug,trial_28_chihuahua,trial_30_doberman
695,further,00eb4945ac70_11,trial_23_weimaraner,trial_11_waiting,trial_20_cuckoo,trial_31_bluesedan
696,closer,00eb4945ac70_12,trial_1_bluesport,trial_17_redsport,trial_24_white,trial_9_brown
697,closer,00eb4945ac70_15,trial_19_pigeon,trial_12_bluejay,trial_14_robin,trial_26_crow
698,closer,00eb4945ac70_16,trial_26_crow,trial_12_bluejay,trial_14_robin,trial_19_pigeon
699,closer,00eb4945ac70_18,trial_28_chihuahua,trial_16_bloodhound,trial_18_pug,trial_30_doberman
700,further,00eb4945ac70_20,trial_20_cuckoo,trial_11_waiting,trial_23_weimaraner,trial_31_bluesedan
701,closer,00eb4945ac70_21,trial_9_brown,trial_17_redsport,trial_1_bluesport,trial_24_white
702,closer,00eb4945ac70_23,trial_30_doberman,trial_16_bloodhound,trial_18_pug,trial_28_chihuahua
703,closer,00eb4945ac70_26,trial_12_bluejay,trial_14_robin,trial_19_pigeon,trial_26_crow
704,further,00eb4945ac70_30,trial_11_waiting,trial_20_cuckoo,trial_23_weimaraner,trial_31_bluesedan
705,further,e890cdbb4ffb_1,trial_7_basset,trial_15_nightingale,trial_3_redantique,trial_8_knob
706,further,e890cdbb4ffb_4,trial_20_cuckoo,trial_17_redsport,trial_22_leather,trial_2_bullmastiff
707,further,e890cdbb4ffb_5,trial_15_nightingale,trial_3_redantique,trial_7_basset,trial_8_knob
708,further,e890cdbb4ffb_7,trial_17_redsport,trial_20_cuckoo,trial_22_leather,trial_2_bullmastiff
709,further,e890cdbb4ffb_10,trial_10_beetle,trial_25_goldenretriever,trial_29_sparrow,trial_32_squat
710,further,e890cdbb4ffb_14,trial_3_redantique,trial_15_nightingale,trial_7_basset,trial_8_knob
711,further,e890cdbb4ffb_18,trial_29_sparrow,trial_10_beetle,trial_25_goldenretriever,trial_32_squat
712,further,e890cdbb4ffb_19,trial_25_goldenretriever,trial_10_beetle,trial_29_sparrow,trial_32_squat
713,further,e890cdbb4ffb_20,trial_32_squat,trial_10_beetle,trial_25_goldenretriever,trial_29_sparrow
714,further,e890cdbb4ffb_22,trial_22_leather,trial_17_redsport,trial_20_cuckoo,trial_2_bullmastiff
715,further,e890cdbb4ffb_24,trial_2_bullmastiff,trial_17_redsport,trial_20_cuckoo,trial_22_leather
716,further,e890cdbb4ffb_26,trial_8_knob,trial_15_nightingale,trial_3_redantique,trial_7_basset
717,further,7ebf49ba594f_8,trial_9_brown,trial_14_robin,trial_21_woven,trial_2_bullmastiff
718,further,7ebf49ba594f_9,trial_17_redsport,trial_18_pug,trial_19_pigeon,trial_22_leather
719,further,7ebf49ba594f_10,trial_18_pug,trial_17_redsport,trial_19_pigeon,trial_22_leather
720,further,7ebf49ba594f_13,trial_19_pigeon,trial_17_redsport,trial_18_pug,trial_22_leather
721,closer,7ebf49ba594f_14,trial_15_nightingale,trial_13_tomtit,trial_26_crow,trial_29_sparrow
722,further,7ebf49ba594f_15,trial_14_robin,trial_21_woven,trial_2_bullmastiff,trial_9_brown
723,further,7ebf49ba594f_18,trial_2_bullmastiff,trial_14_robin,trial_21_woven,trial_9_brown
724,further,7ebf49ba594f_19,trial_22_leather,trial_17_redsport,trial_18_pug,trial_19_pigeon
725,closer,7ebf49ba594f_22,trial_26_crow,trial_13_tomtit,trial_15_nightingale,trial_29_sparrow
726,closer,7ebf49ba594f_23,trial_13_tomtit,trial_15_nightingale,trial_26_crow,trial_29_sparrow
727,closer,7ebf49ba594f_24,trial_29_sparrow,trial_13_tomtit,trial_15_nightingale,trial_26_crow
728,further,7ebf49ba594f_29,trial_21_woven,trial_14_robin,trial_2_bullmastiff,trial_9_brown
729,closer,7d7f0b9a0af8_1,trial_32_squat,trial_21_woven,trial_27_sling,trial_5_inlay
730,further,7d7f0b9a0af8_2,trial_18_pug,trial_14_robin,trial_6_hatchback,trial_8_knob
731,closer,7d7f0b9a0af8_4,trial_21_woven,trial_27_sling,trial_32_squat,trial_5_inlay
732,further,7d7f0b9a0af8_5,trial_4_straight,trial_12_bluejay,trial_1_bluesport,trial_25_goldenretriever
733,further,7d7f0b9a0af8_6,trial_8_knob,trial_14_robin,trial_18_pug,trial_6_hatchback
734,further,7d7f0b9a0af8_11,trial_31_bluesedan,trial_11_waiting,trial_19_pigeon,trial_2_bullmastiff
735,further,7d7f0b9a0af8_12,trial_19_pigeon,trial_11_waiting,trial_2_bullmastiff,trial_31_bluesedan
736,closer,7d7f0b9a0af8_15,trial_27_sling,trial_21_woven,trial_32_squat,trial_5_inlay
737,further,7d7f0b9a0af8_17,trial_12_bluejay,trial_1_bluesport,trial_25_goldenretriever,trial_4_straight
738,further,7d7f0b9a0af8_19,trial_14_robin,trial_18_pug,trial_6_hatchback,trial_8_knob
739,further,7d7f0b9a0af8_20,trial_25_goldenretriever,trial_12_bluejay,trial_1_bluesport,trial_4_straight
740,closer,7d7f0b9a0af8_21,trial_5_inlay,trial_21_woven,trial_27_sling,trial_32_squat
741,further,7d7f0b9a0af8_22,trial_11_waiting,trial_19_pigeon,trial_2_bullmastiff,trial_31_bluesedan
742,further,7d7f0b9a0af8_23,trial_1_bluesport,trial_12_bluejay,trial_25_goldenretriever,trial_4_straight
743,further,7d7f0b9a0af8_27,trial_2_bullmastiff,trial_11_waiting,trial_19_pigeon,trial_31_bluesedan
744,further,7d7f0b9a0af8_29,trial_6_hatchback,trial_14_robin,trial_18_pug,trial_8_knob
745,closer,895bcb3d54b9_4,trial_27_sling,trial_11_waiting,trial_5_inlay,trial_8_knob
746,further,895bcb3d54b9_5,trial_3_redantique,trial_12_bluejay,trial_25_goldenretriever,trial_4_straight
747,closer,895bcb3d54b9_9,trial_13_tomtit,trial_14_robin,trial_15_nightingale,trial_26_crow
748,further,895bcb3d54b9_17,trial_25_goldenretriever,trial_12_bluejay,trial_3_redantique,trial_4_straight
749,closer,895bcb3d54b9_22,trial_26_crow,trial_13_tomtit,trial_14_robin,trial_15_nightingale
750,further,895bcb3d54b9_23,trial_12_bluejay,trial_25_goldenretriever,trial_3_redantique,trial_4_straight
751,closer,895bcb3d54b9_26,trial_5_inlay,trial_11_waiting,trial_27_sling,trial_8_knob
752,closer,895bcb3d54b9_27,trial_11_waiting,trial_27_sling,trial_5_inlay,trial_8_knob
753,further,895bcb3d54b9_28,trial_4_straight,trial_12_bluejay,trial_25_goldenretriever,trial_3_redantique
754,closer,895bcb3d54b9_29,trial_14_robin,trial_13_tomtit,trial_15_nightingale,trial_26_crow
755,closer,895bcb3d54b9_31,trial_8_knob,trial_11_waiting,trial_27_sling,trial_5_inlay
756,closer,76ac0d817ede_3,trial_13_tomtit,trial_15_nightingale,trial_20_cuckoo,trial_26_crow
757,closer,76ac0d817ede_6,trial_15_nightingale,trial_13_tomtit,trial_20_cuckoo,trial_26_crow
758,further,76ac0d817ede_14,trial_17_redsport,trial_11_waiting,trial_14_robin,trial_25_goldenretriever
759,further,76ac0d817ede_18,trial_11_waiting,trial_14_robin,trial_17_redsport,trial_25_goldenretriever
760,closer,76ac0d817ede_19,trial_9_brown,trial_10_beetle,trial_24_white,trial_31_bluesedan
761,closer,76ac0d817ede_21,trial_20_cuckoo,trial_13_tomtit,trial_15_nightingale,trial_26_crow
762,closer,76ac0d817ede_22,trial_24_white,trial_10_beetle,trial_31_bluesedan,trial_9_brown
763,closer,76ac0d817ede_23,trial_31_bluesedan,trial_10_beetle,trial_24_white,trial_9_brown
764,further,76ac0d817ede_24,trial_25_goldenretriever,trial_11_waiting,trial_14_robin,trial_17_redsport
765,closer,76ac0d817ede_26,trial_10_beetle,trial_24_white,trial_31_bluesedan,trial_9_brown
766,closer,76ac0d817ede_29,trial_26_crow,trial_13_tomtit,trial_15_nightingale,trial_20_cuckoo
767,further,76ac0d817ede_32,trial_14_robin,trial_11_waiting,trial_17_redsport,trial_25_goldenretriever
768,closer,e201d15bc528_1,trial_32_squat,trial_11_waiting,trial_4_straight,trial_5_inlay
769,further,e201d15bc528_3,trial_15_nightingale,trial_1_bluesport,trial_22_leather,trial_23_weimaraner
770,closer,e201d15bc528_4,trial_5_inlay,trial_11_waiting,trial_32_squat,trial_4_straight
771,further,e201d15bc528_5,trial_12_bluejay,trial_21_woven,trial_30_doberman,trial_31_bluesedan
772,closer,e201d15bc528_7,trial_24_white,trial_10_beetle,trial_17_redsport,trial_6_hatchback
773,closer,e201d15bc528_8,trial_11_waiting,trial_32_squat,trial_4_straight,trial_5_inlay
774,closer,e201d15bc528_11,trial_4_straight,trial_11_waiting,trial_32_squat,trial_5_inlay
775,further,e201d15bc528_12,trial_18_pug,trial_20_cuckoo,trial_27_sling,trial_3_redantique
776,further,e201d15bc528_13,trial_3_redantique,trial_18_pug,trial_20_cuckoo,trial_27_sling
777,closer,e201d15bc528_14,trial_19_pigeon,trial_14_robin,trial_26_crow,trial_29_sparrow
778,closer,e201d15bc528_15,trial_26_crow,trial_14_robin,trial_19_pigeon,trial_29_sparrow
779,further,e201d15bc528_16,trial_30_doberman,trial_12_bluejay,trial_21_woven,trial_31_bluesedan
780,further,e201d15bc528_17,trial_13_tomtit,trial_28_chihuahua,trial_8_knob,trial_9_brown
781,further,e201d15bc528_19,trial_1_bluesport,trial_15_nightingale,trial_22_leather,trial_23_weimaraner
782,closer,e201d15bc528_20,trial_6_hatchback,trial_10_beetle,trial_17_redsport,trial_24_white
783,further,e201d15bc528_21,trial_31_bluesedan,trial_12_bluejay,trial_21_woven,trial_30_doberman
784,further,e201d15bc528_22,trial_22_leather,trial_15_nightingale,trial_1_bluesport,trial_23_weimaraner
785,further,e201d15bc528_24,trial_9_brown,trial_13_tomtit,trial_28_chihuahua,trial_8_knob
786,further,e201d15bc528_27,trial_28_chihuahua,trial_13_tomtit,trial_8_knob,trial_9_brown
787,further,e201d15bc528_28,trial_21_woven,trial_12_bluejay,trial_30_doberman,trial_31_bluesedan
788,further,e201d15bc528_29,trial_23_weimaraner,trial_15_nightingale,trial_1_bluesport,trial_22_leather
789,further,e201d15bc528_30,trial_27_sling,trial_18_pug,trial_20_cuckoo,trial_3_redantique
790,further,e201d15bc528_31,trial_8_knob,trial_13_tomtit,trial_28_chihuahua,trial_9_brown
791,further,e201d15bc528_32,trial_20_cuckoo,trial_18_pug,trial_27_sling,trial_3_redantique
792,further,f3a9ac597eb6_4,trial_20_cuckoo,trial_24_white,trial_27_sling,trial_30_doberman
793,further,f3a9ac597eb6_5,trial_6_hatchback,trial_21_woven,trial_29_sparrow,trial_7_basset
794,further,f3a9ac597eb6_14,trial_27_sling,trial_20_cuckoo,trial_24_white,trial_30_doberman
