condition,sketchLabel,Target,Distractor1,Distractor2,Distractor3
further,9da282521a06_8,waiting_0027,cuckoo_0027,redantique_0027,weimaraner_0027
closer,9da282521a06_9,basset_0016,bloodhound_0016,doberman_0016,pug_0016
further,9da282521a06_10,redantique_0036,cuckoo_0036,waiting_0036,weimaraner_0036
closer,9da282521a06_11,robin_0029,bluejay_0029,nightingale_0029,sparrow_0029
closer,9da282521a06_12,sparrow_0037,bluejay_0037,nightingale_0037,robin_0037
closer,9da282521a06_13,pug_0011,basset_0011,bloodhound_0011,doberman_0011
further,9da282521a06_14,tomtit_0012,bullmastiff_0012,inlay_0012,white_0012
closer,9da282521a06_15,knob_0009,squat_0009,straight_0009,woven_0009
further,9da282521a06_16,cuckoo_0017,redantique_0017,waiting_0017,weimaraner_0017
further,9da282521a06_17,pigeon_0030,beetle_0030,goldenretriever_0030,sling_0030
further,9da282521a06_18,inlay_0019,bullmastiff_0019,tomtit_0019,white_0019
further,9da282521a06_19,beetle_0033,goldenretriever_0033,pigeon_0033,sling_0033
closer,9da282521a06_20,bluesedan_0023,bluesport_0023,brown_0023,redsport_0023
closer,9da282521a06_21,bluejay_0028,nightingale_0028,robin_0028,sparrow_0028
further,9da282521a06_22,hatchback_0010,chihuahua_0010,crow_0010,leather_0010
further,9da282521a06_23,crow_0008,chihuahua_0008,hatchback_0008,leather_0008
further,9da282521a06_24,goldenretriever_0038,beetle_0038,pigeon_0038,sling_0038
further,9da282521a06_25,sling_0025,beetle_0025,goldenretriever_0025,pigeon_0025
closer,9da282521a06_26,squat_0015,knob_0015,straight_0015,woven_0015
further,9da282521a06_27,chihuahua_0018,crow_0018,hatchback_0018,leather_0018
closer,9da282521a06_28,doberman_0022,basset_0022,bloodhound_0022,pug_0022
further,9da282521a06_29,leather_0020,chihuahua_0020,crow_0020,hatchback_0020
closer,9da282521a06_30,bluesport_0032,bluesedan_0032,brown_0032,redsport_0032
further,9da282521a06_31,bullmastiff_0035,inlay_0035,tomtit_0035,white_0035
closer,9da282521a06_32,woven_0007,knob_0007,squat_0007,straight_0007
further,3feda50858ff_1,bullmastiff_0012,bluesport_0012,crow_0012,squat_0012
closer,3feda50858ff_2,cuckoo_0037,nightingale_0037,sparrow_0037,tomtit_0037
closer,3feda50858ff_3,inlay_0014,knob_0014,sling_0014,waiting_0014
further,3feda50858ff_4,woven_0008,goldenretriever_0008,robin_0008,white_0008
closer,3feda50858ff_5,brown_0036,beetle_0036,hatchback_0036,redsport_0036
closer,3feda50858ff_6,doberman_0005,basset_0005,bloodhound_0005,pug_0005
closer,3feda50858ff_7,hatchback_0028,beetle_0028,brown_0028,redsport_0028
closer,3feda50858ff_8,redsport_0020,beetle_0020,brown_0020,hatchback_0020
further,3feda50858ff_9,crow_0039,bluesport_0039,bullmastiff_0039,squat_0039
further,3feda50858ff_10,bluesedan_0029,chihuahua_0029,pigeon_0029,straight_0029
further,3feda50858ff_11,robin_0022,goldenretriever_0022,white_0022,woven_0022
closer,3feda50858ff_12,basset_0035,bloodhound_0035,doberman_0035,pug_0035
closer,3feda50858ff_13,nightingale_0024,cuckoo_0024,sparrow_0024,tomtit_0024
closer,3feda50858ff_15,tomtit_0034,cuckoo_0034,nightingale_0034,sparrow_0034
further,3feda50858ff_16,pigeon_0021,bluesedan_0021,chihuahua_0021,straight_0021
closer,3feda50858ff_17,bloodhound_0026,basset_0026,doberman_0026,pug_0026
further,3feda50858ff_18,redantique_0009,bluejay_0009,leather_0009,weimaraner_0009
further,3feda50858ff_20,weimaraner_0016,bluejay_0016,leather_0016,redantique_0016
further,3feda50858ff_21,chihuahua_0006,bluesedan_0006,pigeon_0006,straight_0006
further,3feda50858ff_22,goldenretriever_0032,robin_0032,white_0032,woven_0032
closer,3feda50858ff_23,knob_0013,inlay_0013,sling_0013,waiting_0013
further,3feda50858ff_24,straight_0010,bluesedan_0010,chihuahua_0010,pigeon_0010
further,3feda50858ff_25,squat_0017,bluesport_0017,bullmastiff_0017,crow_0017
further,3feda50858ff_26,white_0004,goldenretriever_0004,robin_0004,woven_0004
closer,3feda50858ff_27,sling_0007,inlay_0007,knob_0007,waiting_0007
further,3feda50858ff_28,leather_0001,bluejay_0001,redantique_0001,weimaraner_0001
further,3feda50858ff_29,bluesport_0011,bullmastiff_0011,crow_0011,squat_0011
closer,3feda50858ff_30,pug_0015,basset_0015,bloodhound_0015,doberman_0015
further,3feda50858ff_31,bluejay_0019,leather_0019,redantique_0019,weimaraner_0019
closer,3feda50858ff_32,waiting_0031,inlay_0031,knob_0031,sling_0031
further,02a18e0f468a_1,redantique_0026,chihuahua_0026,nightingale_0026,waiting_0026
closer,02a18e0f468a_2,cuckoo_0017,crow_0017,robin_0017,sparrow_0017
closer,02a18e0f468a_3,redsport_0034,brown_0034,hatchback_0034,white_0034
further,02a18e0f468a_4,beetle_0035,goldenretriever_0035,pigeon_0035,woven_0035
closer,02a18e0f468a_5,hatchback_0024,brown_0024,redsport_0024,white_0024
closer,02a18e0f468a_6,basset_0032,bloodhound_0032,bullmastiff_0032,pug_0032
further,02a18e0f468a_7,inlay_0002,bluejay_0002,bluesport_0002,weimaraner_0002
closer,02a18e0f468a_8,leather_0010,knob_0010,squat_0010,straight_0010
further,02a18e0f468a_9,goldenretriever_0038,beetle_0038,pigeon_0038,woven_0038
closer,02a18e0f468a_10,straight_0014,knob_0014,leather_0014,squat_0014
closer,02a18e0f468a_11,squat_0012,knob_0012,leather_0012,straight_0012
closer,02a18e0f468a_12,knob_0013,leather_0013,squat_0013,straight_0013
closer,02a18e0f468a_13,crow_0005,cuckoo_0005,robin_0005,sparrow_0005
further,02a18e0f468a_14,sling_0037,bluesedan_0037,doberman_0037,tomtit_0037
closer,02a18e0f468a_15,pug_0039,basset_0039,bloodhound_0039,bullmastiff_0039
further,02a18e0f468a_16,pigeon_0021,beetle_0021,goldenretriever_0021,woven_0021
closer,02a18e0f468a_17,brown_0033,hatchback_0033,redsport_0033,white_0033
closer,02a18e0f468a_18,white_0008,brown_0008,hatchback_0008,redsport_0008
further,02a18e0f468a_19,waiting_0006,chihuahua_0006,nightingale_0006,redantique_0006
closer,02a18e0f468a_20,sparrow_0009,crow_0009,cuckoo_0009,robin_0009
closer,02a18e0f468a_21,robin_0000,crow_0000,cuckoo_0000,sparrow_0000
further,02a18e0f468a_22,doberman_0027,bluesedan_0027,sling_0027,tomtit_0027
further,02a18e0f468a_24,woven_0018,beetle_0018,goldenretriever_0018,pigeon_0018
further,02a18e0f468a_26,bluesport_0011,bluejay_0011,inlay_0011,weimaraner_0011
closer,02a18e0f468a_27,bloodhound_0023,basset_0023,bullmastiff_0023,pug_0023
further,02a18e0f468a_28,bluejay_0029,bluesport_0029,inlay_0029,weimaraner_0029
further,02a18e0f468a_29,bluesedan_0007,doberman_0007,sling_0007,tomtit_0007
further,02a18e0f468a_30,chihuahua_0020,nightingale_0020,redantique_0020,waiting_0020
further,02a18e0f468a_31,tomtit_0028,bluesedan_0028,doberman_0028,sling_0028
further,02a18e0f468a_32,nightingale_0022,chihuahua_0022,redantique_0022,waiting_0022
closer,5729facc72df_1,woven_0011,sling_0011,squat_0011,waiting_0011
further,5729facc72df_2,redantique_0009,knob_0009,pug_0009,tomtit_0009
closer,5729facc72df_3,crow_0006,cuckoo_0006,pigeon_0006,robin_0006
further,5729facc72df_4,redsport_0004,bluejay_0004,doberman_0004,straight_0004
closer,5729facc72df_5,brown_0036,bluesedan_0036,hatchback_0036,white_0036
further,5729facc72df_7,inlay_0010,bloodhound_0010,bluesport_0010,nightingale_0010
further,5729facc72df_8,straight_0039,bluejay_0039,doberman_0039,redsport_0039
closer,5729facc72df_9,cuckoo_0027,crow_0027,pigeon_0027,robin_0027
further,5729facc72df_10,bluejay_0003,doberman_0003,redsport_0003,straight_0003
further,5729facc72df_12,beetle_0020,bullmastiff_0020,leather_0020,sparrow_0020
closer,5729facc72df_14,pigeon_0016,crow_0016,cuckoo_0016,robin_0016
further,5729facc72df_15,pug_0018,knob_0018,redantique_0018,tomtit_0018
further,5729facc72df_16,tomtit_0008,knob_0008,pug_0008,redantique_0008
further,5729facc72df_17,sparrow_0037,beetle_0037,bullmastiff_0037,leather_0037
further,5729facc72df_18,doberman_0034,bluejay_0034,redsport_0034,straight_0034
closer,5729facc72df_20,waiting_0031,sling_0031,squat_0031,woven_0031
closer,5729facc72df_21,squat_0033,sling_0033,waiting_0033,woven_0033
further,5729facc72df_22,bullmastiff_0026,beetle_0026,leather_0026,sparrow_0026
further,5729facc72df_23,knob_0005,pug_0005,redantique_0005,tomtit_0005
further,5729facc72df_24,nightingale_0000,bloodhound_0000,bluesport_0000,inlay_0000
closer,5729facc72df_25,basset_0012,chihuahua_0012,goldenretriever_0012,weimaraner_0012
closer,5729facc72df_26,chihuahua_0024,basset_0024,goldenretriever_0024,weimaraner_0024
closer,5729facc72df_28,hatchback_0015,bluesedan_0015,brown_0015,white_0015
further,5729facc72df_29,bluesport_0028,bloodhound_0028,inlay_0028,nightingale_0028
closer,5729facc72df_30,weimaraner_0025,basset_0025,chihuahua_0025,goldenretriever_0025
further,5729facc72df_31,bloodhound_0029,bluesport_0029,inlay_0029,nightingale_0029
further,5729facc72df_32,leather_0019,beetle_0019,bullmastiff_0019,sparrow_0019
further,eb7bf7d7bda9_1,robin_0028,bluesport_0028,doberman_0028,sling_0028
further,eb7bf7d7bda9_2,bluesport_0003,doberman_0003,robin_0003,sling_0003
closer,eb7bf7d7bda9_3,cuckoo_0037,nightingale_0037,pigeon_0037,tomtit_0037
further,eb7bf7d7bda9_4,doberman_0019,bluesport_0019,robin_0019,sling_0019
closer,eb7bf7d7bda9_5,goldenretriever_0033,chihuahua_0033,pug_0033,weimaraner_0033
closer,eb7bf7d7bda9_6,pug_0034,chihuahua_0034,goldenretriever_0034,weimaraner_0034
further,eb7bf7d7bda9_7,knob_0007,bloodhound_0007,bluejay_0007,brown_0007
further,eb7bf7d7bda9_8,sparrow_0029,basset_0029,redsport_0029,squat_0029
further,eb7bf7d7bda9_12,basset_0006,redsport_0006,sparrow_0006,squat_0006
closer,eb7bf7d7bda9_13,waiting_0004,inlay_0004,leather_0004,straight_0004
further,eb7bf7d7bda9_14,bullmastiff_0035,beetle_0035,crow_0035,woven_0035
closer,eb7bf7d7bda9_15,inlay_0032,leather_0032,straight_0032,waiting_0032
closer,eb7bf7d7bda9_18,nightingale_0016,cuckoo_0016,pigeon_0016,tomtit_0016
further,eb7bf7d7bda9_20,bloodhound_0036,bluejay_0036,brown_0036,knob_0036
further,eb7bf7d7bda9_21,beetle_0027,bullmastiff_0027,crow_0027,woven_0027
further,eb7bf7d7bda9_22,bluejay_0001,bloodhound_0001,brown_0001,knob_0001
closer,eb7bf7d7bda9_23,straight_0030,inlay_0030,leather_0030,waiting_0030
closer,eb7bf7d7bda9_24,hatchback_0020,bluesedan_0020,redantique_0020,white_0020
further,eb7bf7d7bda9_25,brown_0010,bloodhound_0010,bluejay_0010,knob_0010
closer,eb7bf7d7bda9_26,pigeon_0015,cuckoo_0015,nightingale_0015,tomtit_0015
further,eb7bf7d7bda9_27,redsport_0023,basset_0023,sparrow_0023,squat_0023
closer,eb7bf7d7bda9_28,tomtit_0017,cuckoo_0017,nightingale_0017,pigeon_0017
further,eb7bf7d7bda9_29,sling_0013,bluesport_0013,doberman_0013,robin_0013
closer,eb7bf7d7bda9_30,weimaraner_0012,chihuahua_0012,goldenretriever_0012,pug_0012
further,eb7bf7d7bda9_31,crow_0039,beetle_0039,bullmastiff_0039,woven_0039
further,eb7bf7d7bda9_32,squat_0026,basset_0026,redsport_0026,sparrow_0026
further,9be1cef8062f_1,sling_0015,bluesedan_0015,goldenretriever_0015,sparrow_0015
further,9be1cef8062f_2,pigeon_0029,chihuahua_0029,redantique_0029,squat_0029
closer,9be1cef8062f_3,tomtit_0018,cuckoo_0018,nightingale_0018,robin_0018
closer,9be1cef8062f_4,straight_0001,leather_0001,waiting_0001,woven_0001
further,9be1cef8062f_5,white_0006,crow_0006,inlay_0006,weimaraner_0006
closer,9be1cef8062f_6,redsport_0016,beetle_0016,brown_0016,hatchback_0016
closer,9be1cef8062f_7,pug_0037,basset_0037,bloodhound_0037,bullmastiff_0037
further,9be1cef8062f_9,squat_0013,chihuahua_0013,pigeon_0013,redantique_0013
closer,9be1cef8062f_10,waiting_0023,leather_0023,straight_0023,woven_0023
further,9be1cef8062f_11,bluesport_0007,bluejay_0007,doberman_0007,knob_0007
closer,9be1cef8062f_12,basset_0000,bloodhound_0000,bullmastiff_0000,pug_0000
further,9be1cef8062f_13,weimaraner_0022,crow_0022,inlay_0022,white_0022
further,9be1cef8062f_14,doberman_0019,bluejay_0019,bluesport_0019,knob_0019
further,9be1cef8062f_15,goldenretriever_0010,bluesedan_0010,sling_0010,sparrow_0010
closer,9be1cef8062f_16,leather_0017,straight_0017,waiting_0017,woven_0017
closer,9be1cef8062f_17,cuckoo_0012,nightingale_0012,robin_0012,tomtit_0012
further,9be1cef8062f_18,knob_0032,bluejay_0032,bluesport_0032,doberman_0032
further,9be1cef8062f_19,chihuahua_0030,pigeon_0030,redantique_0030,squat_0030
further,9be1cef8062f_20,sparrow_0004,bluesedan_0004,goldenretriever_0004,sling_0004
closer,9be1cef8062f_22,nightingale_0014,cuckoo_0014,robin_0014,tomtit_0014
closer,9be1cef8062f_23,bullmastiff_0034,basset_0034,bloodhound_0034,pug_0034
closer,9be1cef8062f_24,woven_0024,leather_0024,straight_0024,waiting_0024
further,9be1cef8062f_25,bluejay_0036,bluesport_0036,doberman_0036,knob_0036
closer,9be1cef8062f_26,brown_0021,beetle_0021,hatchback_0021,redsport_0021
closer,9be1cef8062f_27,robin_0003,cuckoo_0003,nightingale_0003,tomtit_0003
further,9be1cef8062f_28,crow_0039,inlay_0039,weimaraner_0039,white_0039
further,9be1cef8062f_29,inlay_0027,crow_0027,weimaraner_0027,white_0027
further,9be1cef8062f_30,bluesedan_0031,goldenretriever_0031,sling_0031,sparrow_0031
further,9be1cef8062f_31,redantique_0020,chihuahua_0020,pigeon_0020,squat_0020
closer,9be1cef8062f_32,hatchback_0009,beetle_0009,brown_0009,redsport_0009
further,4b5397aaf9a5_1,squat_0006,basset_0006,cuckoo_0006,redantique_0006
further,4b5397aaf9a5_2,sling_0009,bluejay_0009,bluesport_0009,bullmastiff_0009
closer,4b5397aaf9a5_3,doberman_0027,chihuahua_0027,goldenretriever_0027,pug_0027
further,4b5397aaf9a5_4,weimaraner_0026,pigeon_0026,redsport_0026,waiting_0026
further,4b5397aaf9a5_5,redsport_0023,pigeon_0023,waiting_0023,weimaraner_0023
further,4b5397aaf9a5_6,cuckoo_0028,basset_0028,redantique_0028,squat_0028
closer,4b5397aaf9a5_7,leather_0017,inlay_0017,knob_0017,straight_0017
further,4b5397aaf9a5_8,nightingale_0037,beetle_0037,bloodhound_0037,woven_0037
further,4b5397aaf9a5_9,redantique_0015,basset_0015,cuckoo_0015,squat_0015
further,4b5397aaf9a5_10,waiting_0008,pigeon_0008,redsport_0008,weimaraner_0008
closer,4b5397aaf9a5_11,goldenretriever_0007,chihuahua_0007,doberman_0007,pug_0007
closer,4b5397aaf9a5_12,white_0014,bluesedan_0014,brown_0014,hatchback_0014
further,4b5397aaf9a5_13,beetle_0036,bloodhound_0036,nightingale_0036,woven_0036
further,4b5397aaf9a5_14,woven_0034,beetle_0034,bloodhound_0034,nightingale_0034
closer,4b5397aaf9a5_15,brown_0031,bluesedan_0031,hatchback_0031,white_0031
closer,4b5397aaf9a5_16,knob_0020,inlay_0020,leather_0020,straight_0020
closer,4b5397aaf9a5_17,crow_0001,robin_0001,sparrow_0001,tomtit_0001
further,4b5397aaf9a5_18,bloodhound_0005,beetle_0005,nightingale_0005,woven_0005
further,4b5397aaf9a5_20,pigeon_0021,redsport_0021,waiting_0021,weimaraner_0021
closer,4b5397aaf9a5_21,hatchback_0000,bluesedan_0000,brown_0000,white_0000
closer,4b5397aaf9a5_22,pug_0039,chihuahua_0039,doberman_0039,goldenretriever_0039
closer,4b5397aaf9a5_23,robin_0030,crow_0030,sparrow_0030,tomtit_0030
further,4b5397aaf9a5_24,bullmastiff_0032,bluejay_0032,bluesport_0032,sling_0032
further,4b5397aaf9a5_25,bluejay_0011,bluesport_0011,bullmastiff_0011,sling_0011
closer,4b5397aaf9a5_26,straight_0029,inlay_0029,knob_0029,leather_0029
closer,4b5397aaf9a5_27,tomtit_0018,crow_0018,robin_0018,sparrow_0018
further,4b5397aaf9a5_29,bluesport_0022,bluejay_0022,bullmastiff_0022,sling_0022
closer,4b5397aaf9a5_30,inlay_0013,knob_0013,leather_0013,straight_0013
closer,4b5397aaf9a5_31,bluesedan_0010,brown_0010,hatchback_0010,white_0010
further,4b5397aaf9a5_32,basset_0003,cuckoo_0003,redantique_0003,squat_0003
closer,ba4fa6897887_1,bluesport_0018,beetle_0018,redantique_0018,redsport_0018
closer,ba4fa6897887_2,weimaraner_0028,bullmastiff_0028,doberman_0028,pug_0028
further,ba4fa6897887_3,pigeon_0003,bloodhound_0003,bluesedan_0003,woven_0003
further,ba4fa6897887_4,knob_0015,goldenretriever_0015,hatchback_0015,sparrow_0015
further,ba4fa6897887_5,hatchback_0008,goldenretriever_0008,knob_0008,sparrow_0008
further,ba4fa6897887_7,sling_0026,basset_0026,brown_0026,cuckoo_0026
closer,ba4fa6897887_8,leather_0014,inlay_0014,squat_0014,waiting_0014
closer,ba4fa6897887_9,beetle_0034,bluesport_0034,redantique_0034,redsport_0034
closer,ba4fa6897887_10,bluejay_0022,nightingale_0022,robin_0022,tomtit_0022
closer,ba4fa6897887_11,pug_0024,bullmastiff_0024,doberman_0024,weimaraner_0024
closer,ba4fa6897887_12,robin_0035,bluejay_0035,nightingale_0035,tomtit_0035
closer,ba4fa6897887_13,squat_0020,inlay_0020,leather_0020,waiting_0020
further,ba4fa6897887_14,cuckoo_0017,basset_0017,brown_0017,sling_0017
further,ba4fa6897887_15,brown_0037,basset_0037,cuckoo_0037,sling_0037
further,ba4fa6897887_17,crow_0027,chihuahua_0027,straight_0027,white_0027
further,ba4fa6897887_18,straight_0010,chihuahua_0010,crow_0010,white_0010
closer,ba4fa6897887_19,redsport_0023,beetle_0023,bluesport_0023,redantique_0023
closer,ba4fa6897887_20,waiting_0013,inlay_0013,leather_0013,squat_0013
further,ba4fa6897887_21,white_0002,chihuahua_0002,crow_0002,straight_0002
closer,ba4fa6897887_22,tomtit_0025,bluejay_0025,nightingale_0025,robin_0025
further,ba4fa6897887_23,woven_0001,bloodhound_0001,bluesedan_0001,pigeon_0001
further,ba4fa6897887_24,goldenretriever_0036,hatchback_0036,knob_0036,sparrow_0036
closer,ba4fa6897887_25,bullmastiff_0004,doberman_0004,pug_0004,weimaraner_0004
further,ba4fa6897887_26,sparrow_0016,goldenretriever_0016,hatchback_0016,knob_0016
further,ba4fa6897887_27,bluesedan_0032,bloodhound_0032,pigeon_0032,woven_0032
further,ba4fa6897887_28,bloodhound_0009,bluesedan_0009,pigeon_0009,woven_0009
closer,ba4fa6897887_29,nightingale_0007,bluejay_0007,robin_0007,tomtit_0007
closer,ba4fa6897887_30,doberman_0000,bullmastiff_0000,pug_0000,weimaraner_0000
further,ba4fa6897887_31,chihuahua_0039,crow_0039,straight_0039,white_0039
further,ba4fa6897887_32,basset_0030,brown_0030,cuckoo_0030,sling_0030
further,9fb30ab8b1c8_2,white_0026,bloodhound_0026,crow_0026,straight_0026
further,9fb30ab8b1c8_3,inlay_0037,basset_0037,brown_0037,robin_0037
closer,9fb30ab8b1c8_4,chihuahua_0021,bullmastiff_0021,pug_0021,weimaraner_0021
closer,9fb30ab8b1c8_5,weimaraner_0007,bullmastiff_0007,chihuahua_0007,pug_0007
further,9fb30ab8b1c8_6,basset_0010,brown_0010,inlay_0010,robin_0010
further,9fb30ab8b1c8_7,straight_0016,bloodhound_0016,crow_0016,white_0016
further,9fb30ab8b1c8_8,bloodhound_0011,crow_0011,straight_0011,white_0011
closer,9fb30ab8b1c8_9,sparrow_0029,bluejay_0029,cuckoo_0029,nightingale_0029
closer,9fb30ab8b1c8_10,bullmastiff_0005,chihuahua_0005,pug_0005,weimaraner_0005
further,9fb30ab8b1c8_11,bluesedan_0028,doberman_0028,leather_0028,pigeon_0028
closer,9fb30ab8b1c8_12,pug_0012,bullmastiff_0012,chihuahua_0012,weimaraner_0012
further,9fb30ab8b1c8_13,leather_0039,bluesedan_0039,doberman_0039,pigeon_0039
closer,9fb30ab8b1c8_14,cuckoo_0001,bluejay_0001,nightingale_0001,sparrow_0001
closer,9fb30ab8b1c8_15,nightingale_0036,bluejay_0036,cuckoo_0036,sparrow_0036
closer,9fb30ab8b1c8_16,hatchback_0038,bluesport_0038,redantique_0038,redsport_0038
further,9fb30ab8b1c8_18,pigeon_0033,bluesedan_0033,doberman_0033,leather_0033
further,9fb30ab8b1c8_19,brown_0014,basset_0014,inlay_0014,robin_0014
further,9fb30ab8b1c8_20,robin_0002,basset_0002,brown_0002,inlay_0002
closer,9fb30ab8b1c8_21,knob_0004,squat_0004,waiting_0004,woven_0004
further,9fb30ab8b1c8_22,goldenretriever_0024,beetle_0024,sling_0024,tomtit_0024
closer,9fb30ab8b1c8_23,redantique_0031,bluesport_0031,hatchback_0031,redsport_0031
further,9fb30ab8b1c8_24,sling_0009,beetle_0009,goldenretriever_0009,tomtit_0009
further,9fb30ab8b1c8_25,doberman_0003,bluesedan_0003,leather_0003,pigeon_0003
closer,9fb30ab8b1c8_26,squat_0013,knob_0013,waiting_0013,woven_0013
further,9fb30ab8b1c8_27,tomtit_0035,beetle_0035,goldenretriever_0035,sling_0035
closer,9fb30ab8b1c8_28,woven_0027,knob_0027,squat_0027,waiting_0027
further,9fb30ab8b1c8_29,crow_0025,bloodhound_0025,straight_0025,white_0025
closer,9fb30ab8b1c8_30,waiting_0030,knob_0030,squat_0030,woven_0030
closer,9fb30ab8b1c8_31,bluejay_0032,cuckoo_0032,nightingale_0032,sparrow_0032
further,9fb30ab8b1c8_32,beetle_0006,goldenretriever_0006,sling_0006,tomtit_0006
closer,0770489f09fc_2,doberman_0020,basset_0020,goldenretriever_0020,weimaraner_0020
closer,0770489f09fc_3,bluesedan_0018,beetle_0018,redantique_0018,redsport_0018
further,0770489f09fc_4,squat_0007,pigeon_0007,pug_0007,white_0007
further,0770489f09fc_5,robin_0014,brown_0014,bullmastiff_0014,knob_0014
further,0770489f09fc_6,bullmastiff_0008,brown_0008,knob_0008,robin_0008
closer,0770489f09fc_7,sling_0037,inlay_0037,straight_0037,waiting_0037
further,0770489f09fc_8,sparrow_0015,bluesport_0015,chihuahua_0015,leather_0015
closer,0770489f09fc_9,crow_0016,bluejay_0016,cuckoo_0016,nightingale_0016
closer,0770489f09fc_10,weimaraner_0038,basset_0038,doberman_0038,goldenretriever_0038
closer,0770489f09fc_11,redantique_0028,beetle_0028,bluesedan_0028,redsport_0028
closer,0770489f09fc_12,waiting_0021,inlay_0021,sling_0021,straight_0021
further,0770489f09fc_13,white_0012,pigeon_0012,pug_0012,squat_0012
closer,0770489f09fc_14,inlay_0019,sling_0019,straight_0019,waiting_0019
closer,0770489f09fc_15,straight_0036,inlay_0036,sling_0036,waiting_0036
further,0770489f09fc_16,bluesport_0031,chihuahua_0031,leather_0031,sparrow_0031
further,0770489f09fc_18,tomtit_0004,bloodhound_0004,hatchback_0004,woven_0004
further,0770489f09fc_19,pigeon_0025,pug_0025,squat_0025,white_0025
closer,0770489f09fc_20,beetle_0032,bluesedan_0032,redantique_0032,redsport_0032
closer,0770489f09fc_21,cuckoo_0003,bluejay_0003,crow_0003,nightingale_0003
further,0770489f09fc_22,chihuahua_0002,bluesport_0002,leather_0002,sparrow_0002
further,0770489f09fc_23,bloodhound_0030,hatchback_0030,tomtit_0030,woven_0030
further,0770489f09fc_24,leather_0017,bluesport_0017,chihuahua_0017,sparrow_0017
closer,0770489f09fc_25,basset_0029,doberman_0029,goldenretriever_0029,weimaraner_0029
further,0770489f09fc_26,hatchback_0009,bloodhound_0009,tomtit_0009,woven_0009
further,0770489f09fc_27,knob_0001,brown_0001,bullmastiff_0001,robin_0001
closer,0770489f09fc_28,bluejay_0005,crow_0005,cuckoo_0005,nightingale_0005
further,0770489f09fc_29,pug_0010,pigeon_0010,squat_0010,white_0010
closer,0770489f09fc_30,nightingale_0039,bluejay_0039,crow_0039,cuckoo_0039
further,0770489f09fc_31,woven_0034,bloodhound_0034,hatchback_0034,tomtit_0034
further,0770489f09fc_32,brown_0026,bullmastiff_0026,knob_0026,robin_0026
further,536321ddf5d8_1,pigeon_0035,bullmastiff_0035,inlay_0035,white_0035
further,536321ddf5d8_2,inlay_0008,bullmastiff_0008,pigeon_0008,white_0008
closer,536321ddf5d8_3,redsport_0002,beetle_0002,brown_0002,hatchback_0002
further,536321ddf5d8_4,pug_0025,cuckoo_0025,redantique_0025,sling_0025
closer,536321ddf5d8_6,waiting_0009,knob_0009,leather_0009,squat_0009
further,536321ddf5d8_8,sling_0015,cuckoo_0015,pug_0015,redantique_0015
closer,536321ddf5d8_9,brown_0039,beetle_0039,hatchback_0039,redsport_0039
closer,536321ddf5d8_10,weimaraner_0037,basset_0037,bloodhound_0037,chihuahua_0037
further,536321ddf5d8_12,woven_0026,bluejay_0026,bluesport_0026,doberman_0026
closer,536321ddf5d8_13,nightingale_0020,robin_0020,sparrow_0020,tomtit_0020
further,536321ddf5d8_14,redantique_0003,cuckoo_0003,pug_0003,sling_0003
closer,536321ddf5d8_15,leather_0001,knob_0001,squat_0001,waiting_0001
further,536321ddf5d8_16,white_0013,bullmastiff_0013,inlay_0013,pigeon_0013
closer,536321ddf5d8_17,squat_0023,knob_0023,leather_0023,waiting_0023
further,536321ddf5d8_18,straight_0022,bluesedan_0022,crow_0022,goldenretriever_0022
further,536321ddf5d8_19,bluesedan_0030,crow_0030,goldenretriever_0030,straight_0030
further,536321ddf5d8_20,bluejay_0021,bluesport_0021,doberman_0021,woven_0021
closer,536321ddf5d8_21,hatchback_0014,beetle_0014,brown_0014,redsport_0014
further,536321ddf5d8_22,bullmastiff_0006,inlay_0006,pigeon_0006,white_0006
closer,536321ddf5d8_23,sparrow_0033,nightingale_0033,robin_0033,tomtit_0033
further,536321ddf5d8_24,doberman_0007,bluejay_0007,bluesport_0007,woven_0007
closer,536321ddf5d8_25,robin_0017,nightingale_0017,sparrow_0017,tomtit_0017
closer,536321ddf5d8_26,chihuahua_0005,basset_0005,bloodhound_0005,weimaraner_0005
further,536321ddf5d8_27,crow_0010,bluesedan_0010,goldenretriever_0010,straight_0010
further,536321ddf5d8_28,goldenretriever_0029,bluesedan_0029,crow_0029,straight_0029
further,536321ddf5d8_29,cuckoo_0034,pug_0034,redantique_0034,sling_0034
further,536321ddf5d8_30,bluesport_0011,bluejay_0011,doberman_0011,woven_0011
closer,536321ddf5d8_31,beetle_0032,brown_0032,hatchback_0032,redsport_0032
closer,536321ddf5d8_32,basset_0031,bloodhound_0031,chihuahua_0031,weimaraner_0031
further,9e0bfd230b69_1,squat_0033,bloodhound_0033,crow_0033,white_0033
further,9e0bfd230b69_2,tomtit_0034,basset_0034,brown_0034,sling_0034
closer,9e0bfd230b69_3,redsport_0013,beetle_0013,bluesedan_0013,redantique_0013
further,9e0bfd230b69_4,crow_0024,bloodhound_0024,squat_0024,white_0024
closer,9e0bfd230b69_5,beetle_0004,bluesedan_0004,redantique_0004,redsport_0004
further,9e0bfd230b69_6,nightingale_0005,goldenretriever_0005,hatchback_0005,inlay_0005
closer,9e0bfd230b69_7,robin_0022,bluejay_0022,cuckoo_0022,sparrow_0022
further,9e0bfd230b69_8,straight_0026,bluesport_0026,pigeon_0026,pug_0026
