condition,Distractor1,Distractor2,Distractor3,Target
further,knob_0003,pug_0003,redsport_0003,robin_0003
further,goldenretriever_0022,hatchback_0022,inlay_0022,robin_0022
further,brown_0005,cuckoo_0005,straight_0005,weimaraner_0005
further,cuckoo_0031,straight_0031,weimaraner_0031,brown_0031
further,redsport_0020,sling_0020,sparrow_0020,pug_0020
further,bluejay_0032,knob_0032,white_0032,basset_0032
further,basset_0023,knob_0023,white_0023,bluejay_0023
further,brown_0010,cuckoo_0010,weimaraner_0010,straight_0010
further,pug_0030,redsport_0030,sparrow_0030,sling_0030
further,basset_0015,bluejay_0015,knob_0015,white_0015
further,hatchback_0002,inlay_0002,robin_0002,goldenretriever_0002
further,goldenretriever_0001,inlay_0001,robin_0001,hatchback_0001
further,goldenretriever_0037,hatchback_0037,robin_0037,inlay_0037
further,basset_0003,bluejay_0003,white_0003,knob_0003
further,pug_0017,redsport_0017,sling_0017,sparrow_0017
further,pug_0033,sling_0033,sparrow_0033,redsport_0033
further,brown_0004,straight_0004,weimaraner_0004,cuckoo_0004
further,crow_0004,doberman_0004,inlay_0004,bluesport_0004
further,bluesport_0003,doberman_0003,inlay_0003,crow_0003
further,bullmastiff_0032,leather_0032,pigeon_0032,redsport_0032
further,bluesedan_0012,goldenretriever_0012,waiting_0012,bluejay_0012
further,beetle_0005,nightingale_0005,squat_0005,basset_0005
further,bullmastiff_0017,pigeon_0017,redsport_0017,leather_0017
further,bluejay_0031,bluesedan_0031,waiting_0031,goldenretriever_0031
further,bluesport_0035,crow_0035,doberman_0035,inlay_0035
further,bluejay_0016,goldenretriever_0016,waiting_0016,bluesedan_0016
further,leather_0026,pigeon_0026,redsport_0026,bullmastiff_0026
further,basset_0033,beetle_0033,nightingale_0033,squat_0033
further,basset_0027,nightingale_0027,squat_0027,beetle_0027
further,bluesport_0024,crow_0024,inlay_0024,doberman_0024
further,bullmastiff_0001,leather_0001,redsport_0001,pigeon_0001
further,bluejay_0028,bluesedan_0028,goldenretriever_0028,waiting_0028
further,basset_0007,beetle_0007,squat_0007,nightingale_0007
further,brown_0011,pigeon_0011,woven_0011,chihuahua_0011
further,chihuahua_0009,pigeon_0009,woven_0009,brown_0009
further,bluesport_0017,cuckoo_0017,leather_0017,basset_0017
further,basset_0018,bluesport_0018,leather_0018,cuckoo_0018
further,basset_0016,cuckoo_0016,leather_0016,bluesport_0016
further,bluejay_0023,bluesedan_0023,straight_0023,goldenretriever_0023
further,brown_0020,chihuahua_0020,pigeon_0020,woven_0020
further,sparrow_0022,weimaraner_0022,white_0022,sling_0022
further,bluesedan_0036,goldenretriever_0036,straight_0036,bluejay_0036
further,sling_0026,sparrow_0026,white_0026,weimaraner_0026
further,bluejay_0013,goldenretriever_0013,straight_0013,bluesedan_0013
further,basset_0005,bluesport_0005,cuckoo_0005,leather_0005
further,bluejay_0030,bluesedan_0030,goldenretriever_0030,straight_0030
further,sling_0033,sparrow_0033,weimaraner_0033,white_0033
further,brown_0012,chihuahua_0012,woven_0012,pigeon_0012
further,sling_0007,weimaraner_0007,white_0007,sparrow_0007
further,bluejay_0016,chihuahua_0016,sling_0016,white_0016
further,bluejay_0021,chihuahua_0021,white_0021,sling_0021
further,goldenretriever_0028,leather_0028,tomtit_0028,redsport_0028
further,bullmastiff_0034,hatchback_0034,straight_0034,robin_0034
further,doberman_0025,inlay_0025,sparrow_0025,beetle_0025
further,goldenretriever_0003,leather_0003,redsport_0003,tomtit_0003
further,leather_0015,redsport_0015,tomtit_0015,goldenretriever_0015
further,beetle_0002,inlay_0002,sparrow_0002,doberman_0002
further,bullmastiff_0031,hatchback_0031,robin_0031,straight_0031
further,beetle_0019,doberman_0019,sparrow_0019,inlay_0019
further,bullmastiff_0038,robin_0038,straight_0038,hatchback_0038
further,beetle_0008,doberman_0008,inlay_0008,sparrow_0008
further,hatchback_0020,robin_0020,straight_0020,bullmastiff_0020
further,bluejay_0018,sling_0018,white_0018,chihuahua_0018
further,chihuahua_0024,sling_0024,white_0024,bluejay_0024
further,goldenretriever_0012,redsport_0012,tomtit_0012,leather_0012
further,beetle_0037,chihuahua_0037,sparrow_0037,leather_0037
further,doberman_0027,squat_0027,white_0027,nightingale_0027
further,chihuahua_0025,leather_0025,sparrow_0025,beetle_0025
further,bloodhound_0022,bluejay_0022,sling_0022,hatchback_0022
further,doberman_0033,nightingale_0033,white_0033,squat_0033
further,brown_0023,weimaraner_0023,woven_0023,pigeon_0023
further,brown_0005,pigeon_0005,weimaraner_0005,woven_0005
further,brown_0032,pigeon_0032,woven_0032,weimaraner_0032
further,beetle_0002,chihuahua_0002,leather_0002,sparrow_0002
further,pigeon_0035,weimaraner_0035,woven_0035,brown_0035
further,nightingale_0014,squat_0014,white_0014,doberman_0014
further,beetle_0028,leather_0028,sparrow_0028,chihuahua_0028
further,bloodhound_0003,hatchback_0003,sling_0003,bluejay_0003
further,doberman_0009,nightingale_0009,squat_0009,white_0009
further,bluejay_0031,hatchback_0031,sling_0031,bloodhound_0031
further,bloodhound_0024,bluejay_0024,hatchback_0024,sling_0024
further,brown_0025,sparrow_0025,straight_0025,chihuahua_0025
further,brown_0002,chihuahua_0002,sparrow_0002,straight_0002
further,bluejay_0035,pug_0035,redsport_0035,leather_0035
further,bluesport_0004,goldenretriever_0004,robin_0004,woven_0004
further,bluesport_0017,goldenretriever_0017,woven_0017,robin_0017
further,bluejay_0030,leather_0030,pug_0030,redsport_0030
further,beetle_0028,cuckoo_0028,doberman_0028,inlay_0028
further,chihuahua_0024,sparrow_0024,straight_0024,brown_0024
further,beetle_0015,cuckoo_0015,inlay_0015,doberman_0015
further,goldenretriever_0005,robin_0005,woven_0005,bluesport_0005
further,bluejay_0008,leather_0008,redsport_0008,pug_0008
further,cuckoo_0020,doberman_0020,inlay_0020,beetle_0020
further,bluesport_0009,robin_0009,woven_0009,goldenretriever_0009
further,leather_0013,pug_0013,redsport_0013,bluejay_0013
further,brown_0022,chihuahua_0022,straight_0022,sparrow_0022
further,beetle_0032,doberman_0032,inlay_0032,cuckoo_0032
further,basset_0026,beetle_0026,woven_0026,nightingale_0026
further,bluejay_0021,goldenretriever_0021,redsport_0021,straight_0021
further,brown_0038,bullmastiff_0038,squat_0038,crow_0038
further,brown_0027,crow_0027,squat_0027,bullmastiff_0027
further,bullmastiff_0003,crow_0003,squat_0003,brown_0003
further,doberman_0033,inlay_0033,robin_0033,redantique_0033
further,bluejay_0019,goldenretriever_0019,straight_0019,redsport_0019
further,brown_0018,bullmastiff_0018,crow_0018,squat_0018
further,bluejay_0014,redsport_0014,straight_0014,goldenretriever_0014
further,basset_0035,nightingale_0035,woven_0035,beetle_0035
further,basset_0029,beetle_0029,nightingale_0029,woven_0029
further,inlay_0009,redantique_0009,robin_0009,doberman_0009
further,doberman_0028,inlay_0028,redantique_0028,robin_0028
further,beetle_0000,nightingale_0000,woven_0000,basset_0000
further,doberman_0012,redantique_0012,robin_0012,inlay_0012
further,goldenretriever_0001,redsport_0001,straight_0001,bluejay_0001
further,bluesport_0036,nightingale_0036,woven_0036,basset_0036
further,bluejay_0013,bullmastiff_0013,redantique_0013,straight_0013
further,bullmastiff_0011,redantique_0011,straight_0011,bluejay_0011
further,basset_0020,bluesport_0020,nightingale_0020,woven_0020
further,beetle_0034,bloodhound_0034,leather_0034,robin_0034
further,hatchback_0031,pigeon_0031,waiting_0031,weimaraner_0031
further,pigeon_0021,waiting_0021,weimaraner_0021,hatchback_0021
further,bluejay_0005,bullmastiff_0005,straight_0005,redantique_0005
further,basset_0015,nightingale_0015,woven_0015,bluesport_0015
further,beetle_0017,bloodhound_0017,robin_0017,leather_0017
further,basset_0019,bluesport_0019,woven_0019,nightingale_0019
further,bloodhound_0007,leather_0007,robin_0007,beetle_0007
further,bluejay_0016,redantique_0016,straight_0016,bullmastiff_0016
further,hatchback_0008,pigeon_0008,weimaraner_0008,waiting_0008
further,beetle_0027,leather_0027,robin_0027,bloodhound_0027
further,hatchback_0035,waiting_0035,weimaraner_0035,pigeon_0035
further,basset_0003,redantique_0003,squat_0003,crow_0003
further,doberman_0028,hatchback_0028,leather_0028,nightingale_0028
further,doberman_0018,hatchback_0018,nightingale_0018,leather_0018
further,bluejay_0008,knob_0008,pug_0008,white_0008
further,doberman_0015,leather_0015,nightingale_0015,hatchback_0015
further,bloodhound_0033,bluesport_0033,straight_0033,robin_0033
further,basset_0027,crow_0027,squat_0027,redantique_0027
further,basset_0014,crow_0014,redantique_0014,squat_0014
further,bluejay_0016,knob_0016,white_0016,pug_0016
further,bluesport_0007,robin_0007,straight_0007,bloodhound_0007
further,bloodhound_0005,bluesport_0005,robin_0005,straight_0005
further,bluejay_0030,pug_0030,white_0030,knob_0030
further,hatchback_0002,leather_0002,nightingale_0002,doberman_0002
further,crow_0022,redantique_0022,squat_0022,basset_0022
further,bloodhound_0004,robin_0004,straight_0004,bluesport_0004
further,knob_0019,pug_0019,white_0019,bluejay_0019
further,nightingale_0019,sling_0019,weimaraner_0019,redsport_0019
further,nightingale_0003,redsport_0003,weimaraner_0003,sling_0003
further,nightingale_0009,redsport_0009,sling_0009,weimaraner_0009
further,chihuahua_0000,cuckoo_0000,redantique_0000,waiting_0000
further,cuckoo_0001,redantique_0001,waiting_0001,chihuahua_0001
further,bluesport_0011,crow_0011,inlay_0011,doberman_0011
further,bluejay_0039,brown_0039,leather_0039,pug_0039
further,bluesport_0018,crow_0018,doberman_0018,inlay_0018
further,bluejay_0008,brown_0008,pug_0008,leather_0008
further,bluesport_0014,doberman_0014,inlay_0014,crow_0014
further,redsport_0005,sling_0005,weimaraner_0005,nightingale_0005
further,brown_0030,leather_0030,pug_0030,bluejay_0030
further,bluejay_0025,leather_0025,pug_0025,brown_0025
further,crow_0022,doberman_0022,inlay_0022,bluesport_0022
further,chihuahua_0029,cuckoo_0029,waiting_0029,redantique_0029
further,chihuahua_0034,redantique_0034,waiting_0034,cuckoo_0034
further,brown_0020,crow_0020,goldenretriever_0020,waiting_0020
further,brown_0015,goldenretriever_0015,waiting_0015,crow_0015
further,bluesport_0001,robin_0001,straight_0001,weimaraner_0001
further,bluesedan_0002,pigeon_0002,sling_0002,chihuahua_0002
further,bluesedan_0027,chihuahua_0027,sling_0027,pigeon_0027
further,bluesedan_0025,chihuahua_0025,pigeon_0025,sling_0025
further,bluesport_0018,straight_0018,weimaraner_0018,robin_0018
further,nightingale_0017,redantique_0017,woven_0017,doberman_0017
further,chihuahua_0036,pigeon_0036,sling_0036,bluesedan_0036
further,doberman_0031,nightingale_0031,redantique_0031,woven_0031
further,brown_0032,crow_0032,waiting_0032,goldenretriever_0032
further,crow_0039,goldenretriever_0039,waiting_0039,brown_0039
further,robin_0012,straight_0012,weimaraner_0012,bluesport_0012
further,doberman_0009,nightingale_0009,woven_0009,redantique_0009
further,doberman_0034,redantique_0034,woven_0034,nightingale_0034
further,bluesport_0006,robin_0006,weimaraner_0006,straight_0006
further,redantique_0019,straight_0019,tomtit_0019,chihuahua_0019
further,chihuahua_0016,redantique_0016,tomtit_0016,straight_0016
further,nightingale_0033,squat_0033,weimaraner_0033,hatchback_0033
further,bluejay_0005,brown_0005,leather_0005,goldenretriever_0005
further,bluesedan_0007,pug_0007,woven_0007,pigeon_0007
further,hatchback_0038,nightingale_0038,weimaraner_0038,squat_0038
further,hatchback_0003,squat_0003,weimaraner_0003,nightingale_0003
further,bluesedan_0023,pigeon_0023,woven_0023,pug_0023
further,chihuahua_0011,straight_0011,tomtit_0011,redantique_0011
further,bluesedan_0034,pigeon_0034,pug_0034,woven_0034
further,brown_0036,goldenretriever_0036,leather_0036,bluejay_0036
further,bluejay_0001,goldenretriever_0001,leather_0001,brown_0001
further,bluejay_0039,brown_0039,goldenretriever_0039,leather_0039
further,pigeon_0004,pug_0004,woven_0004,bluesedan_0004
further,chihuahua_0022,redantique_0022,straight_0022,tomtit_0022
further,hatchback_0009,nightingale_0009,squat_0009,weimaraner_0009
further,bloodhound_0002,crow_0002,redsport_0002,squat_0002
further,redantique_0022,robin_0022,weimaraner_0022,leather_0022
further,cuckoo_0005,doberman_0005,woven_0005,hatchback_0005
further,leather_0003,redantique_0003,weimaraner_0003,robin_0003
further,cuckoo_0009,doberman_0009,hatchback_0009,woven_0009
further,leather_0011,robin_0011,weimaraner_0011,redantique_0011
further,beetle_0030,pug_0030,tomtit_0030,knob_0030
further,beetle_0024,knob_0024,tomtit_0024,pug_0024
further,knob_0018,pug_0018,tomtit_0018,beetle_0018
further,bloodhound_0038,crow_0038,squat_0038,redsport_0038
further,bloodhound_0015,redsport_0015,squat_0015,crow_0015
further,cuckoo_0033,hatchback_0033,woven_0033,doberman_0033
further,doberman_0020,hatchback_0020,woven_0020,cuckoo_0020
further,crow_0006,redsport_0006,squat_0006,bloodhound_0006
further,leather_0010,redantique_0010,robin_0010,weimaraner_0010
further,beetle_0026,knob_0026,pug_0026,tomtit_0026
further,bluejay_0016,bluesedan_0016,weimaraner_0016,inlay_0016
further,bluejay_0007,bluesedan_0007,inlay_0007,weimaraner_0007
further,bluejay_0001,inlay_0001,weimaraner_0001,bluesedan_0001
further,knob_0020,pug_0020,redantique_0020,nightingale_0020
further,crow_0035,goldenretriever_0035,woven_0035,redsport_0035
further,knob_0029,nightingale_0029,pug_0029,redantique_0029
further,doberman_0038,pigeon_0038,waiting_0038,hatchback_0038
further,knob_0017,nightingale_0017,redantique_0017,pug_0017
further,goldenretriever_0013,redsport_0013,woven_0013,crow_0013
further,doberman_0023,hatchback_0023,pigeon_0023,waiting_0023
further,nightingale_0039,pug_0039,redantique_0039,knob_0039
further,doberman_0022,hatchback_0022,waiting_0022,pigeon_0022
further,hatchback_0031,pigeon_0031,waiting_0031,doberman_0031
further,bluesedan_0024,inlay_0024,weimaraner_0024,bluejay_0024
further,crow_0028,goldenretriever_0028,redsport_0028,woven_0028
further,crow_0012,redsport_0012,woven_0012,goldenretriever_0012
further,chihuahua_0036,sparrow_0036,straight_0036,redsport_0036
further,basset_0005,beetle_0005,waiting_0005,robin_0005
further,chihuahua_0030,redsport_0030,straight_0030,sparrow_0030
further,bluesport_0038,goldenretriever_0038,leather_0038,bluejay_0038
further,bullmastiff_0031,knob_0031,nightingale_0031,bluesedan_0031
further,bluesedan_0004,bullmastiff_0004,nightingale_0004,knob_0004
further,bluejay_0020,bluesport_0020,leather_0020,goldenretriever_0020
further,bluesedan_0025,bullmastiff_0025,knob_0025,nightingale_0025
further,bluejay_0035,goldenretriever_0035,leather_0035,bluesport_0035
further,bluejay_0013,bluesport_0013,goldenretriever_0013,leather_0013
further,basset_0021,beetle_0021,robin_0021,waiting_0021
further,beetle_0018,robin_0018,waiting_0018,basset_0018
further,basset_0017,robin_0017,waiting_0017,beetle_0017
further,chihuahua_0034,redsport_0034,sparrow_0034,straight_0034
further,redsport_0027,sparrow_0027,straight_0027,chihuahua_0027
further,bluesedan_0012,knob_0012,nightingale_0012,bullmastiff_0012
further,bluesport_0020,leather_0020,sparrow_0020,basset_0020
further,pigeon_0001,pug_0001,redsport_0001,straight_0001
further,basset_0019,leather_0019,sparrow_0019,bluesport_0019
further,goldenretriever_0022,hatchback_0022,knob_0022,robin_0022
further,bullmastiff_0002,crow_0002,inlay_0002,redantique_0002
further,basset_0028,bluesport_0028,sparrow_0028,leather_0028
further,basset_0026,bluesport_0026,leather_0026,sparrow_0026
further,pug_0004,redsport_0004,straight_0004,pigeon_0004
further,bullmastiff_0021,crow_0021,redantique_0021,inlay_0021
further,crow_0037,inlay_0037,redantique_0037,bullmastiff_0037
further,goldenretriever_0027,knob_0027,robin_0027,hatchback_0027
further,goldenretriever_0016,hatchback_0016,robin_0016,knob_0016
further,hatchback_0033,knob_0033,robin_0033,goldenretriever_0033
further,pigeon_0014,pug_0014,straight_0014,redsport_0014
further,bullmastiff_0005,inlay_0005,redantique_0005,crow_0005
further,pigeon_0034,redsport_0034,straight_0034,pug_0034
further,bluesedan_0029,pigeon_0029,squat_0029,bullmastiff_0029
further,bluesedan_0010,bullmastiff_0010,squat_0010,pigeon_0010
further,sparrow_0038,waiting_0038,weimaraner_0038,white_0038
further,basset_0021,leather_0021,robin_0021,redsport_0021
further,sparrow_0030,waiting_0030,white_0030,weimaraner_0030
further,bullmastiff_0018,pigeon_0018,squat_0018,bluesedan_0018
further,leather_0007,redsport_0007,robin_0007,basset_0007
further,brown_0039,cuckoo_0039,woven_0039,chihuahua_0039
further,brown_0034,chihuahua_0034,woven_0034,cuckoo_0034
further,basset_0008,leather_0008,redsport_0008,robin_0008
further,chihuahua_0006,cuckoo_0006,woven_0006,brown_0006
further,basset_0012,redsport_0012,robin_0012,leather_0012
further,waiting_0004,weimaraner_0004,white_0004,sparrow_0004
further,brown_0009,chihuahua_0009,cuckoo_0009,woven_0009
further,sparrow_0023,weimaraner_0023,white_0023,waiting_0023
further,bluesedan_0025,bullmastiff_0025,pigeon_0025,squat_0025
further,basset_0020,brown_0020,pigeon_0020,squat_0020
further,bluejay_0027,bluesedan_0027,waiting_0027,goldenretriever_0027
further,basset_0018,brown_0018,squat_0018,pigeon_0018
further,cuckoo_0012,hatchback_0012,straight_0012,bloodhound_0012
further,bloodhound_0026,hatchback_0026,straight_0026,cuckoo_0026
further,chihuahua_0033,redsport_0033,sparrow_0033,inlay_0033
further,chihuahua_0001,inlay_0001,redsport_0001,sparrow_0001
further,bluejay_0029,bluesedan_0029,goldenretriever_0029,waiting_0029
further,brown_0007,pigeon_0007,squat_0007,basset_0007
further,inlay_0010,redsport_0010,sparrow_0010,chihuahua_0010
further,bluesedan_0005,goldenretriever_0005,waiting_0005,bluejay_0005
further,bloodhound_0015,cuckoo_0015,hatchback_0015,straight_0015
further,bloodhound_0034,cuckoo_0034,straight_0034,hatchback_0034
further,chihuahua_0028,inlay_0028,sparrow_0028,redsport_0028
further,bluejay_0021,goldenretriever_0021,waiting_0021,bluesedan_0021
further,basset_0003,pigeon_0003,squat_0003,brown_0003
further,doberman_0035,redantique_0035,tomtit_0035,inlay_0035
further,redsport_0024,sparrow_0024,weimaraner_0024,squat_0024
further,redsport_0012,sparrow_0012,squat_0012,weimaraner_0012
further,basset_0015,beetle_0015,robin_0015,sling_0015
further,beetle_0008,robin_0008,sling_0008,basset_0008
further,doberman_0039,inlay_0039,tomtit_0039,redantique_0039
further,bluesedan_0036,crow_0036,woven_0036,bullmastiff_0036
further,bullmastiff_0005,crow_0005,woven_0005,bluesedan_0005
further,bluesedan_0029,bullmastiff_0029,woven_0029,crow_0029
further,redsport_0009,squat_0009,weimaraner_0009,sparrow_0009
further,basset_0025,robin_0025,sling_0025,beetle_0025
further,sparrow_0031,squat_0031,weimaraner_0031,redsport_0031
further,doberman_0033,inlay_0033,redantique_0033,tomtit_0033
further,bluesedan_0030,bullmastiff_0030,crow_0030,woven_0030
further,basset_0001,beetle_0001,sling_0001,robin_0001
further,inlay_0018,redantique_0018,tomtit_0018,doberman_0018
further,bluejay_0036,redsport_0036,squat_0036,bloodhound_0036
further,bluesedan_0018,crow_0018,woven_0018,goldenretriever_0018
further,bloodhound_0009,redsport_0009,squat_0009,bluejay_0009
further,bullmastiff_0037,inlay_0037,white_0037,tomtit_0037
further,bloodhound_0014,bluejay_0014,squat_0014,redsport_0014
further,chihuahua_0028,robin_0028,straight_0028,redantique_0028
further,bloodhound_0021,bluejay_0021,redsport_0021,squat_0021
further,chihuahua_0035,redantique_0035,straight_0035,robin_0035
further,redantique_0025,robin_0025,straight_0025,chihuahua_0025
further,bluesedan_0027,crow_0027,goldenretriever_0027,woven_0027
further,bluesedan_0033,goldenretriever_0033,woven_0033,crow_0033
further,crow_0023,goldenretriever_0023,woven_0023,bluesedan_0023
further,chihuahua_0015,redantique_0015,robin_0015,straight_0015
further,inlay_0003,tomtit_0003,white_0003,bullmastiff_0003
further,bullmastiff_0011,tomtit_0011,white_0011,inlay_0011
further,cuckoo_0011,knob_0011,redantique_0011,pug_0011
further,bluesedan_0037,bullmastiff_0037,crow_0037,inlay_0037
further,bloodhound_0009,bluesport_0009,robin_0009,straight_0009
further,bluesport_0018,robin_0018,straight_0018,bloodhound_0018
further,doberman_0004,pigeon_0004,redsport_0004,leather_0004
further,bluesedan_0028,crow_0028,inlay_0028,bullmastiff_0028
further,bluesedan_0007,bullmastiff_0007,inlay_0007,crow_0007
further,bullmastiff_0013,crow_0013,inlay_0013,bluesedan_0013
further,knob_0036,pug_0036,redantique_0036,cuckoo_0036
further,cuckoo_0025,knob_0025,pug_0025,redantique_0025
further,leather_0002,pigeon_0002,redsport_0002,doberman_0002
further,doberman_0017,leather_0017,pigeon_0017,redsport_0017
further,bloodhound_0015,bluesport_0015,straight_0015,robin_0015
further,bloodhound_0034,robin_0034,straight_0034,bluesport_0034
further,cuckoo_0016,pug_0016,redantique_0016,knob_0016
further,doberman_0008,leather_0008,redsport_0008,pigeon_0008
further,hatchback_0036,pug_0036,tomtit_0036,leather_0036
further,bluesport_0027,robin_0027,sling_0027,bloodhound_0027
further,hatchback_0003,leather_0003,pug_0003,tomtit_0003
further,bloodhound_0028,bluesport_0028,robin_0028,sling_0028
further,chihuahua_0024,waiting_0024,white_0024,crow_0024
further,basset_0000,bluejay_0000,redsport_0000,knob_0000
further,leather_0002,pug_0002,tomtit_0002,hatchback_0002
further,chihuahua_0004,crow_0004,waiting_0004,white_0004
further,basset_0022,knob_0022,redsport_0022,bluejay_0022
further,basset_0017,bluejay_0017,knob_0017,redsport_0017
further,bloodhound_0019,robin_0019,sling_0019,bluesport_0019
further,bluejay_0010,knob_0010,redsport_0010,basset_0010
further,crow_0038,waiting_0038,white_0038,chihuahua_0038
further,hatchback_0006,leather_0006,tomtit_0006,pug_0006
further,bloodhound_0025,bluesport_0025,sling_0025,robin_0025
further,chihuahua_0031,crow_0031,white_0031,waiting_0031
further,brown_0030,nightingale_0030,squat_0030,pug_0030
further,chihuahua_0008,inlay_0008,tomtit_0008,white_0008
further,brown_0025,nightingale_0025,pug_0025,squat_0025
further,bloodhound_0027,leather_0027,redsport_0027,sparrow_0027
further,chihuahua_0036,tomtit_0036,white_0036,inlay_0036
further,leather_0019,redsport_0019,sparrow_0019,bloodhound_0019
further,bloodhound_0039,leather_0039,sparrow_0039,redsport_0039
further,beetle_0035,bullmastiff_0035,sling_0035,bluejay_0035
further,chihuahua_0017,inlay_0017,white_0017,tomtit_0017
further,nightingale_0001,pug_0001,squat_0001,brown_0001
further,bloodhound_0021,redsport_0021,sparrow_0021,leather_0021
further,bluejay_0000,bullmastiff_0000,sling_0000,beetle_0000
further,inlay_0031,tomtit_0031,white_0031,chihuahua_0031
further,beetle_0014,bluejay_0014,bullmastiff_0014,sling_0014
further,brown_0037,pug_0037,squat_0037,nightingale_0037
further,beetle_0004,bluejay_0004,sling_0004,bullmastiff_0004
further,basset_0013,crow_0013,redsport_0013,straight_0013
further,hatchback_0018,knob_0018,pug_0018,pigeon_0018
further,chihuahua_0011,inlay_0011,sparrow_0011,bluesport_0011
further,bluesport_0022,chihuahua_0022,sparrow_0022,inlay_0022
further,beetle_0039,cuckoo_0039,leather_0039,weimaraner_0039
further,crow_0017,redsport_0017,straight_0017,basset_0017
further,basset_0012,redsport_0012,straight_0012,crow_0012
further,cuckoo_0006,leather_0006,weimaraner_0006,beetle_0006
further,knob_0016,pigeon_0016,pug_0016,hatchback_0016
further,hatchback_0004,pigeon_0004,pug_0004,knob_0004
further,bluesport_0002,inlay_0002,sparrow_0002,chihuahua_0002
further,beetle_0029,leather_0029,weimaraner_0029,cuckoo_0029
further,hatchback_0014,knob_0014,pigeon_0014,pug_0014
further,beetle_0009,cuckoo_0009,weimaraner_0009,leather_0009
further,bluesport_0035,chihuahua_0035,inlay_0035,sparrow_0035
further,goldenretriever_0018,redsport_0018,tomtit_0018,knob_0018
further,goldenretriever_0008,knob_0008,redsport_0008,tomtit_0008
further,redantique_0002,robin_0002,straight_0002,bloodhound_0002
further,goldenretriever_0011,knob_0011,tomtit_0011,redsport_0011
further,bloodhound_0009,robin_0009,straight_0009,redantique_0009
further,bloodhound_0016,redantique_0016,robin_0016,straight_0016
further,basset_0026,brown_0026,sparrow_0026,waiting_0026
further,bloodhound_0028,redantique_0028,straight_0028,robin_0028
further,basset_0001,sparrow_0001,waiting_0001,brown_0001
further,basset_0023,brown_0023,waiting_0023,sparrow_0023
further,beetle_0032,crow_0032,weimaraner_0032,woven_0032
further,beetle_0017,weimaraner_0017,woven_0017,crow_0017
further,knob_0013,redsport_0013,tomtit_0013,goldenretriever_0013
further,crow_0030,weimaraner_0030,woven_0030,beetle_0030
further,brown_0007,sparrow_0007,waiting_0007,basset_0007
further,beetle_0003,crow_0003,woven_0003,weimaraner_0003
