condition,object1Name,object2Name,object3Name,object4Name
further,bluejay,brown,goldenretriever,leather
further,brown,bluejay,goldenretriever,leather
further,leather,bluejay,brown,goldenretriever
further,bluesedan,pigeon,pug,woven
further,tomtit,chihuahua,redantique,straight
further,weimaraner,hatchback,nightingale,squat
closer,bluesport,beetle,redsport,white
further,redsport,basset,crow,leather
further,hatchback,cuckoo,inlay,weimaraner
further,cuckoo,hatchback,inlay,weimaraner
further,sparrow,chihuahua,waiting,white
further,inlay,cuckoo,hatchback,weimaraner
further,waiting,chihuahua,sparrow,white
further,chihuahua,sparrow,waiting,white
further,bluesport,knob,pigeon,pug
further,pug,bluesport,knob,pigeon
further,white,chihuahua,sparrow,waiting
further,weimaraner,cuckoo,hatchback,inlay
further,knob,bluesport,pigeon,pug
further,leather,basset,crow,redsport
further,pigeon,bluesport,knob,pug
further,crow,basset,leather,redsport
further,basset,crow,leather,redsport
further,crow,bluesport,chihuahua,squat
further,inlay,bluesedan,nightingale,pug
further,basset,bluejay,brown,sling
further,nightingale,bluesedan,inlay,pug
further,bluesedan,inlay,nightingale,pug
further,pug,bluesedan,inlay,nightingale
further,bluesport,chihuahua,crow,squat
further,sling,basset,bluejay,brown
further,chihuahua,bluesport,crow,squat
further,squat,bluesport,chihuahua,crow
further,leather,bloodhound,cuckoo,redsport
further,bloodhound,cuckoo,leather,redsport
further,redsport,bloodhound,cuckoo,leather
further,cuckoo,bloodhound,leather,redsport
further,brown,basset,bluejay,sling
further,bluejay,basset,brown,sling
further,pigeon,chihuahua,redsport,waiting
closer,sparrow,bluejay,crow,cuckoo
closer,sling,knob,leather,straight
further,bluesport,pug,robin,woven
closer,cuckoo,bluejay,crow,sparrow
further,robin,bluesport,pug,woven
further,redsport,chihuahua,pigeon,waiting
closer,bullmastiff,basset,doberman,goldenretriever
closer,doberman,basset,bullmastiff,goldenretriever
further,nightingale,bloodhound,redantique,squat
further,inlay,bluesedan,tomtit,weimaraner
further,pug,bluesport,robin,woven
closer,knob,leather,sling,straight
closer,bluejay,crow,cuckoo,sparrow
further,waiting,chihuahua,pigeon,redsport
further,squat,bloodhound,nightingale,redantique
further,redantique,bloodhound,nightingale,squat
further,bloodhound,nightingale,redantique,squat
closer,basset,bullmastiff,doberman,goldenretriever
further,bluesedan,inlay,tomtit,weimaraner
further,chihuahua,pigeon,redsport,waiting
further,woven,bluesport,pug,robin
further,tomtit,bluesedan,inlay,weimaraner
closer,crow,bluejay,cuckoo,sparrow
closer,leather,knob,sling,straight
closer,straight,knob,leather,sling
further,weimaraner,bluesedan,inlay,tomtit
closer,goldenretriever,basset,bullmastiff,doberman
further,bluesedan,basset,crow,leather
further,pug,hatchback,robin,straight
further,crow,basset,bluesedan,leather
further,inlay,beetle,bluejay,chihuahua
further,waiting,goldenretriever,redsport,sparrow
further,redsport,goldenretriever,sparrow,waiting
further,robin,hatchback,pug,straight
closer,squat,knob,sling,woven
further,straight,hatchback,pug,robin
further,beetle,bluejay,chihuahua,inlay
further,goldenretriever,redsport,sparrow,waiting
further,hatchback,pug,robin,straight
closer,sling,knob,squat,woven
further,sparrow,goldenretriever,redsport,waiting
further,chihuahua,beetle,bluejay,inlay
further,leather,basset,bluesedan,crow
further,bluejay,beetle,chihuahua,inlay
further,basset,bluesedan,crow,leather
closer,knob,sling,squat,woven
closer,woven,knob,sling,squat
closer,chihuahua,basset,bullmastiff,goldenretriever
further,squat,bloodhound,crow,redsport
closer,bullmastiff,basset,chihuahua,goldenretriever
closer,brown,bluesedan,bluesport,white
further,leather,redantique,robin,weimaraner
further,hatchback,cuckoo,doberman,woven
closer,bluesedan,bluesport,brown,white
closer,goldenretriever,basset,bullmastiff,chihuahua
further,robin,leather,redantique,weimaraner
further,woven,cuckoo,doberman,hatchback
further,redantique,leather,robin,weimaraner
further,knob,beetle,pug,tomtit
further,pug,beetle,knob,tomtit
closer,bluesport,bluesedan,brown,white
further,beetle,knob,pug,tomtit
further,redsport,bloodhound,crow,squat
closer,white,bluesedan,bluesport,brown
further,crow,bloodhound,redsport,squat
further,doberman,cuckoo,hatchback,woven
further,cuckoo,doberman,hatchback,woven
closer,basset,bullmastiff,chihuahua,goldenretriever
further,bloodhound,crow,redsport,squat
further,weimaraner,leather,redantique,robin
further,tomtit,beetle,knob,pug
further,robin,goldenretriever,hatchback,straight
further,hatchback,goldenretriever,robin,straight
further,inlay,bluejay,bullmastiff,white
further,white,bluejay,bullmastiff,inlay
further,pug,crow,knob,redantique
further,redantique,crow,knob,pug
further,straight,goldenretriever,hatchback,robin
further,knob,crow,pug,redantique
further,crow,knob,pug,redantique
further,bluejay,bullmastiff,inlay,white
closer,tomtit,nightingale,pigeon,sparrow
further,goldenretriever,hatchback,robin,straight
closer,pigeon,nightingale,sparrow,tomtit
closer,sparrow,nightingale,pigeon,tomtit
further,bullmastiff,bluejay,inlay,white
closer,nightingale,pigeon,sparrow,tomtit
further,leather,bloodhound,bluesedan,crow
further,redantique,goldenretriever,tomtit,waiting
further,tomtit,goldenretriever,redantique,waiting
closer,sling,inlay,knob,woven
further,bluesedan,bloodhound,crow,leather
further,crow,bloodhound,bluesedan,leather
further,waiting,goldenretriever,redantique,tomtit
further,pug,beetle,robin,straight
further,squat,cuckoo,redsport,weimaraner
closer,inlay,knob,sling,woven
further,weimaraner,cuckoo,redsport,squat
further,robin,beetle,pug,straight
further,straight,beetle,pug,robin
closer,knob,inlay,sling,woven
closer,white,bluesport,brown,hatchback
closer,woven,inlay,knob,sling
further,redsport,cuckoo,squat,weimaraner
further,cuckoo,redsport,squat,weimaraner
further,bloodhound,bluesedan,crow,leather
closer,brown,bluesport,hatchback,white
further,goldenretriever,redantique,tomtit,waiting
closer,bluesport,brown,hatchback,white
closer,hatchback,bluesport,brown,white
further,beetle,pug,robin,straight
further,doberman,brown,knob,sparrow
closer,woven,inlay,straight,waiting
closer,waiting,inlay,straight,woven
further,pug,bluesport,crow,squat
further,leather,bullmastiff,redantique,tomtit
closer,straight,inlay,waiting,woven
closer,beetle,bluesedan,hatchback,redsport
further,tomtit,bullmastiff,leather,redantique
closer,bluesedan,beetle,hatchback,redsport
closer,cuckoo,nightingale,pigeon,robin
further,bluejay,basset,sling,white
further,sling,basset,bluejay,white
further,squat,bluesport,crow,pug
further,white,basset,bluejay,sling
closer,pigeon,cuckoo,nightingale,robin
further,bluesport,crow,pug,squat
further,crow,bluesport,pug,squat
closer,robin,cuckoo,nightingale,pigeon
further,redantique,bullmastiff,leather,tomtit
further,sparrow,brown,doberman,knob
further,basset,bluejay,sling,white
closer,hatchback,beetle,bluesedan,redsport
further,bullmastiff,leather,redantique,tomtit
further,knob,brown,doberman,sparrow
closer,nightingale,cuckoo,pigeon,robin
closer,redsport,beetle,bluesedan,hatchback
further,brown,doberman,knob,sparrow
closer,inlay,straight,waiting,woven
further,bloodhound,beetle,inlay,pigeon
further,bluesport,goldenretriever,leather,sparrow
further,pigeon,beetle,bloodhound,inlay
closer,nightingale,bluejay,cuckoo,tomtit
further,brown,basset,crow,straight
closer,tomtit,bluejay,cuckoo,nightingale
further,straight,basset,brown,crow
further,basset,brown,crow,straight
further,pug,knob,redsport,robin
closer,bluejay,cuckoo,nightingale,tomtit
further,knob,pug,redsport,robin
further,goldenretriever,bluesport,leather,sparrow
further,leather,bluesport,goldenretriever,sparrow
further,beetle,bloodhound,inlay,pigeon
further,inlay,beetle,bloodhound,pigeon
further,redsport,knob,pug,robin
further,crow,basset,brown,straight
closer,cuckoo,bluejay,nightingale,tomtit
further,sparrow,bluesport,goldenretriever,leather
further,robin,knob,pug,redsport
further,robin,goldenretriever,hatchback,inlay
further,basset,bluejay,knob,white
further,bluejay,basset,knob,white
closer,squat,leather,waiting,woven
closer,leather,squat,waiting,woven
closer,waiting,leather,squat,woven
closer,beetle,bluesedan,bluesport,redantique
further,white,basset,bluejay,knob
closer,bluesedan,beetle,bluesport,redantique
further,goldenretriever,hatchback,inlay,robin
closer,woven,leather,squat,waiting
further,hatchback,goldenretriever,inlay,robin
further,inlay,goldenretriever,hatchback,robin
closer,doberman,bloodhound,bullmastiff,chihuahua
further,knob,basset,bluejay,white
closer,redantique,beetle,bluesedan,bluesport
closer,bullmastiff,bloodhound,chihuahua,doberman
closer,bluesport,beetle,bluesedan,redantique
closer,chihuahua,bloodhound,bullmastiff,doberman
closer,bloodhound,bullmastiff,chihuahua,doberman
further,chihuahua,brown,pigeon,woven
closer,hatchback,beetle,redantique,redsport
closer,redsport,beetle,hatchback,redantique
further,brown,chihuahua,pigeon,woven
closer,beetle,hatchback,redantique,redsport
further,basset,bluesport,cuckoo,leather
further,cuckoo,basset,bluesport,leather
closer,doberman,bloodhound,bullmastiff,pug
further,bluesport,basset,cuckoo,leather
closer,knob,inlay,squat,waiting
further,goldenretriever,bluejay,bluesedan,straight
further,woven,brown,chihuahua,pigeon
closer,waiting,inlay,knob,squat
closer,squat,inlay,knob,waiting
closer,bloodhound,bullmastiff,doberman,pug
further,sling,sparrow,weimaraner,white
closer,bullmastiff,bloodhound,doberman,pug
further,bluejay,bluesedan,goldenretriever,straight
further,weimaraner,sling,sparrow,white
closer,pug,bloodhound,bullmastiff,doberman
closer,redantique,beetle,hatchback,redsport
further,bluesedan,bluejay,goldenretriever,straight
further,leather,basset,bluesport,cuckoo
further,straight,bluejay,bluesedan,goldenretriever
further,white,sling,sparrow,weimaraner
further,pigeon,brown,chihuahua,woven
further,sparrow,sling,weimaraner,white
closer,inlay,knob,squat,waiting
further,white,bluejay,chihuahua,sling
closer,pigeon,crow,cuckoo,nightingale
further,sling,bluejay,chihuahua,white
further,redsport,goldenretriever,leather,tomtit
further,robin,bullmastiff,hatchback,straight
closer,pug,basset,bloodhound,weimaraner
closer,weimaraner,basset,bloodhound,pug
further,beetle,doberman,inlay,sparrow
further,tomtit,goldenretriever,leather,redsport
further,goldenretriever,leather,redsport,tomtit
further,doberman,beetle,inlay,sparrow
further,straight,bullmastiff,hatchback,robin
closer,nightingale,crow,cuckoo,pigeon
further,inlay,beetle,doberman,sparrow
further,hatchback,bullmastiff,robin,straight
closer,bloodhound,basset,pug,weimaraner
closer,basset,bloodhound,pug,weimaraner
further,sparrow,beetle,doberman,inlay
closer,crow,cuckoo,nightingale,pigeon
further,bullmastiff,hatchback,robin,straight
further,chihuahua,bluejay,sling,white
closer,cuckoo,crow,nightingale,pigeon
further,bluejay,chihuahua,sling,white
further,leather,goldenretriever,redsport,tomtit
further,redsport,bullmastiff,leather,pigeon
further,bluejay,bluesedan,goldenretriever,waiting
further,basset,beetle,nightingale,squat
closer,brown,hatchback,redantique,white
further,leather,bullmastiff,pigeon,redsport
further,goldenretriever,bluejay,bluesedan,waiting
closer,hatchback,brown,redantique,white
further,bluesedan,bluejay,goldenretriever,waiting
further,bullmastiff,leather,pigeon,redsport
further,squat,basset,beetle,nightingale
further,beetle,basset,nightingale,squat
closer,white,brown,hatchback,redantique
closer,redantique,brown,hatchback,white
further,pigeon,bullmastiff,leather,redsport
further,waiting,bluejay,bluesedan,goldenretriever
further,nightingale,basset,beetle,squat
further,inlay,bluejay,bluesedan,weimaraner
further,weimaraner,bluejay,bluesedan,inlay
further,bluesedan,bluejay,inlay,weimaraner
further,nightingale,knob,pug,redantique
further,redsport,crow,goldenretriever,woven
further,redantique,knob,nightingale,pug
closer,sling,leather,squat,straight
closer,white,beetle,bluesport,brown
closer,leather,sling,squat,straight
further,hatchback,doberman,pigeon,waiting
further,pug,knob,nightingale,redantique
further,crow,goldenretriever,redsport,woven
closer,straight,leather,sling,squat
closer,beetle,bluesport,brown,white
closer,brown,beetle,bluesport,white
closer,bluesport,beetle,brown,white
further,waiting,doberman,hatchback,pigeon
further,knob,nightingale,pug,redantique
further,pigeon,doberman,hatchback,waiting
further,doberman,hatchback,pigeon,waiting
further,bluejay,bluesedan,inlay,weimaraner
further,woven,crow,goldenretriever,redsport
further,goldenretriever,crow,redsport,woven
closer,squat,leather,sling,straight
further,redsport,chihuahua,sparrow,straight
further,robin,basset,beetle,waiting
further,sparrow,chihuahua,redsport,straight
further,bluejay,bluesport,goldenretriever,leather
further,bluesedan,bullmastiff,knob,nightingale
further,knob,bluesedan,bullmastiff,nightingale
further,goldenretriever,bluejay,bluesport,leather
further,nightingale,bluesedan,bullmastiff,knob
further,bluesport,bluejay,goldenretriever,leather
further,leather,bluejay,bluesport,goldenretriever
further,waiting,basset,beetle,robin
further,basset,beetle,robin,waiting
further,beetle,basset,robin,waiting
further,straight,chihuahua,redsport,sparrow
further,chihuahua,redsport,sparrow,straight
further,bullmastiff,bluesedan,knob,nightingale
further,bullmastiff,bluesedan,pigeon,squat
further,pigeon,bluesedan,bullmastiff,squat
further,white,sparrow,waiting,weimaraner
further,redsport,basset,leather,robin
closer,knob,inlay,sling,straight
further,weimaraner,sparrow,waiting,white
further,bluesedan,bullmastiff,pigeon,squat
closer,doberman,bloodhound,goldenretriever,pug
further,basset,leather,redsport,robin
further,chihuahua,brown,cuckoo,woven
further,cuckoo,brown,chihuahua,woven
further,robin,basset,leather,redsport
further,brown,chihuahua,cuckoo,woven
further,leather,basset,redsport,robin
closer,pug,bloodhound,doberman,goldenretriever
further,sparrow,waiting,weimaraner,white
closer,bloodhound,doberman,goldenretriever,pug
further,woven,brown,chihuahua,cuckoo
closer,inlay,knob,sling,straight
closer,goldenretriever,bloodhound,doberman,pug
further,waiting,sparrow,weimaraner,white
closer,sling,inlay,knob,straight
closer,straight,inlay,knob,sling
further,squat,bluesedan,bullmastiff,pigeon
further,squat,basset,brown,pigeon
further,pigeon,basset,brown,squat
further,bloodhound,cuckoo,hatchback,straight
further,cuckoo,bloodhound,hatchback,straight
closer,white,beetle,bluesport,redantique
closer,beetle,bluesport,redantique,white
further,inlay,chihuahua,redsport,sparrow
further,sparrow,chihuahua,inlay,redsport
further,basset,brown,pigeon,squat
further,chihuahua,inlay,redsport,sparrow
closer,bluesport,beetle,redantique,white
closer,redantique,beetle,bluesport,white
further,straight,bloodhound,cuckoo,hatchback
further,hatchback,bloodhound,cuckoo,straight
further,redsport,chihuahua,inlay,sparrow
further,brown,basset,pigeon,squat
further,inlay,doberman,redantique,tomtit
further,squat,redsport,sparrow,weimaraner
further,weimaraner,redsport,sparrow,squat
further,sling,basset,beetle,robin
further,basset,beetle,robin,sling
further,redantique,doberman,inlay,tomtit
further,bullmastiff,bluesedan,crow,woven
further,bluesedan,bullmastiff,crow,woven
further,crow,bluesedan,bullmastiff,woven
further,sparrow,redsport,squat,weimaraner
further,beetle,basset,robin,sling
further,redsport,sparrow,squat,weimaraner
further,tomtit,doberman,inlay,redantique
further,woven,bluesedan,bullmastiff,crow
further,robin,basset,beetle,sling
further,doberman,inlay,redantique,tomtit
further,bloodhound,bluejay,redsport,squat
closer,bluesport,beetle,brown,hatchback
further,goldenretriever,bluesedan,crow,woven
closer,basset,doberman,pug,weimaraner
further,bluejay,bloodhound,redsport,squat
closer,hatchback,beetle,bluesport,brown
further,redsport,bloodhound,bluejay,squat
further,redantique,chihuahua,robin,straight
further,squat,bloodhound,bluejay,redsport
further,robin,chihuahua,redantique,straight
further,chihuahua,redantique,robin,straight
further,woven,bluesedan,crow,goldenretriever
further,crow,bluesedan,goldenretriever,woven
closer,pug,basset,doberman,weimaraner
further,bluesedan,crow,goldenretriever,woven
closer,doberman,basset,pug,weimaraner
further,straight,chihuahua,redantique,robin
closer,brown,beetle,bluesport,hatchback
closer,beetle,bluesport,brown,hatchback
closer,weimaraner,basset,doberman,pug
further,pug,cuckoo,knob,redantique
closer,sparrow,bluejay,nightingale,tomtit
further,inlay,bluesedan,bullmastiff,crow
further,leather,doberman,pigeon,redsport
closer,tomtit,bluejay,nightingale,sparrow
further,bullmastiff,bluesedan,crow,inlay
further,crow,bluesedan,bullmastiff,inlay
further,bluesedan,bullmastiff,crow,inlay
further,cuckoo,knob,pug,redantique
further,redantique,cuckoo,knob,pug
further,doberman,leather,pigeon,redsport
closer,nightingale,bluejay,sparrow,tomtit
further,redsport,doberman,leather,pigeon
closer,bluejay,nightingale,sparrow,tomtit
further,knob,cuckoo,pug,redantique
further,pigeon,doberman,leather,redsport
closer,straight,inlay,squat,woven
further,leather,hatchback,pug,tomtit
further,bloodhound,bluesport,robin,sling
further,tomtit,hatchback,leather,pug
further,sling,bloodhound,bluesport,robin
further,crow,chihuahua,waiting,white
closer,inlay,squat,straight,woven
further,knob,basset,bluejay,redsport
closer,squat,inlay,straight,woven
further,hatchback,leather,pug,tomtit
further,white,chihuahua,crow,waiting
further,bluejay,basset,knob,redsport
closer,woven,inlay,squat,straight
further,redsport,basset,bluejay,knob
further,bluesport,bloodhound,robin,sling
further,basset,bluejay,knob,redsport
further,chihuahua,crow,waiting,white
further,pug,hatchback,leather,tomtit
further,robin,bloodhound,bluesport,sling
further,waiting,chihuahua,crow,white
further,basset,bluesport,leather,sparrow
further,straight,pigeon,pug,redsport
further,bluesport,basset,leather,sparrow
further,robin,goldenretriever,hatchback,knob
further,redantique,bullmastiff,crow,inlay
further,leather,basset,bluesport,sparrow
further,sparrow,basset,bluesport,leather
further,pigeon,pug,redsport,straight
further,inlay,bullmastiff,crow,redantique
further,bullmastiff,crow,inlay,redantique
further,hatchback,goldenretriever,knob,robin
further,knob,goldenretriever,hatchback,robin
further,goldenretriever,hatchback,knob,robin
further,redsport,pigeon,pug,straight
further,crow,bullmastiff,inlay,redantique
further,pug,pigeon,redsport,straight
further,pigeon,hatchback,knob,pug
further,bluesport,chihuahua,inlay,sparrow
further,inlay,bluesport,chihuahua,sparrow
further,weimaraner,beetle,cuckoo,leather
further,beetle,cuckoo,leather,weimaraner
further,hatchback,knob,pigeon,pug
further,knob,hatchback,pigeon,pug
further,chihuahua,bluesport,inlay,sparrow
further,cuckoo,beetle,leather,weimaraner
further,pug,hatchback,knob,pigeon
further,leather,beetle,cuckoo,weimaraner
further,sparrow,bluesport,chihuahua,inlay
further,knob,goldenretriever,redsport,tomtit
further,tomtit,goldenretriever,knob,redsport
further,bloodhound,redantique,robin,straight
closer,squat,inlay,leather,sling
further,redsport,goldenretriever,knob,tomtit
further,redantique,bloodhound,robin,straight
further,straight,bloodhound,redantique,robin
further,waiting,basset,brown,sparrow
further,robin,bloodhound,redantique,straight
further,brown,basset,sparrow,waiting
closer,leather,inlay,sling,squat
further,sparrow,basset,brown,waiting
further,woven,beetle,crow,weimaraner
further,crow,beetle,weimaraner,woven
further,goldenretriever,knob,redsport,tomtit
further,beetle,crow,weimaraner,woven
closer,sling,inlay,leather,squat
further,basset,brown,sparrow,waiting
further,weimaraner,beetle,crow,woven
closer,inlay,leather,sling,squat
further,pug,brown,nightingale,squat
further,white,chihuahua,inlay,tomtit
further,squat,brown,nightingale,pug
further,sparrow,bloodhound,leather,redsport
further,inlay,chihuahua,tomtit,white
closer,redantique,bluesedan,bluesport,hatchback
further,bloodhound,leather,redsport,sparrow
further,redsport,bloodhound,leather,sparrow
further,bluejay,beetle,bullmastiff,sling
further,tomtit,chihuahua,inlay,white
further,brown,nightingale,pug,squat
further,leather,bloodhound,redsport,sparrow
closer,hatchback,bluesedan,bluesport,redantique
further,beetle,bluejay,bullmastiff,sling
further,chihuahua,inlay,tomtit,white
closer,bluesport,bluesedan,hatchback,redantique
further,sling,beetle,bluejay,bullmastiff
further,nightingale,brown,pug,squat
closer,bluesedan,bluesport,hatchback,redantique
further,bullmastiff,beetle,bluejay,sling
further,chihuahua,beetle,bluejay,woven
further,redsport,bloodhound,leather,pigeon
further,redantique,doberman,nightingale,squat
further,squat,doberman,nightingale,redantique
further,bluejay,beetle,chihuahua,woven
further,bloodhound,leather,pigeon,redsport
further,woven,beetle,bluejay,chihuahua
further,weimaraner,cuckoo,waiting,white
further,doberman,nightingale,redantique,squat
further,white,cuckoo,waiting,weimaraner
further,pigeon,bloodhound,leather,redsport
further,nightingale,doberman,redantique,squat
closer,bluesedan,bluesport,brown,hatchback
further,leather,bloodhound,pigeon,redsport
further,beetle,bluejay,chihuahua,woven
closer,hatchback,bluesedan,bluesport,brown
closer,brown,bluesedan,bluesport,hatchback
further,cuckoo,waiting,weimaraner,white
closer,bluesport,bluesedan,brown,hatchback
further,waiting,cuckoo,weimaraner,white
further,chihuahua,beetle,nightingale,waiting
closer,bluesedan,hatchback,redsport,white
further,beetle,chihuahua,nightingale,waiting
further,nightingale,beetle,chihuahua,waiting
closer,hatchback,bluesedan,redsport,white
closer,pug,bullmastiff,goldenretriever,weimaraner
further,woven,brown,doberman,tomtit
closer,goldenretriever,bullmastiff,pug,weimaraner
closer,white,bluesedan,hatchback,redsport
closer,weimaraner,bullmastiff,goldenretriever,pug
further,basset,inlay,redantique,sparrow
further,sparrow,basset,inlay,redantique
further,redantique,basset,inlay,sparrow
further,squat,bloodhound,bluejay,bluesport
further,bluejay,bloodhound,bluesport,squat
further,inlay,basset,redantique,sparrow
further,bloodhound,bluejay,bluesport,squat
further,bluesport,bloodhound,bluejay,squat
further,tomtit,brown,doberman,woven
further,waiting,beetle,chihuahua,nightingale
further,doberman,brown,tomtit,woven
closer,redsport,bluesedan,hatchback,white
closer,bullmastiff,goldenretriever,pug,weimaraner
further,brown,doberman,tomtit,woven
further,beetle,bluejay,pug,woven
closer,nightingale,crow,cuckoo,tomtit
further,waiting,basset,hatchback,pigeon
closer,redantique,bluesedan,redsport,white
further,sling,brown,goldenretriever,sparrow
further,hatchback,basset,pigeon,waiting
closer,redsport,bluesedan,redantique,white
closer,cuckoo,crow,nightingale,tomtit
further,bloodhound,bluesport,robin,squat
further,bluesport,bloodhound,robin,squat
closer,white,bluesedan,redantique,redsport
closer,tomtit,crow,cuckoo,nightingale
further,robin,bloodhound,bluesport,squat
further,bluejay,beetle,pug,woven
closer,crow,cuckoo,nightingale,tomtit
further,goldenretriever,brown,sling,sparrow
further,sparrow,brown,goldenretriever,sling
further,pigeon,basset,hatchback,waiting
further,basset,hatchback,pigeon,waiting
further,pug,beetle,bluejay,woven
closer,bluesedan,redantique,redsport,white
further,brown,goldenretriever,sling,sparrow
further,squat,bloodhound,bluesport,robin
further,woven,beetle,bluejay,pug
further,basset,cuckoo,squat,white
further,redantique,crow,weimaraner,woven
further,robin,bluesedan,leather,pug
further,straight,bluesport,goldenretriever,nightingale
further,bluesedan,leather,pug,robin
further,white,basset,cuckoo,squat
closer,sparrow,bluejay,pigeon,tomtit
further,cuckoo,basset,squat,white
further,leather,bluesedan,pug,robin
further,squat,basset,cuckoo,white
further,bluesport,goldenretriever,nightingale,straight
further,pug,bluesedan,leather,robin
closer,tomtit,bluejay,pigeon,sparrow
further,woven,crow,redantique,weimaraner
further,crow,redantique,weimaraner,woven
further,nightingale,bluesport,goldenretriever,straight
further,weimaraner,crow,redantique,woven
closer,bluejay,pigeon,sparrow,tomtit
closer,pigeon,bluejay,sparrow,tomtit
further,goldenretriever,bluesport,nightingale,straight
