gameid,roundNum,targetHex,alt1Hex,alt2Hex,clickStatus,strippedContents,cleanMsg
8961-d,9,#E3901C,#692DD2,#D2DF20,distr2,red and yellow make,red yellow make
8961-d,10,#7E7D82,#CB3469,#94BE41,target,the turquoise,turquoise
8961-d,11,#50AF6E,#DD0AF5,#635BA4,target,not blue or purple,blue purple
8961-d,12,#37C3C8,#839966,#C3553C,target,brighest,brighest
8961-d,12,#37C3C8,#839966,#C3553C,target,turquoise,turquoise
8961-d,13,#90E21D,#BE4182,#6E629D,target,green,green
8961-d,14,#5B5BA4,#374DC8,#753EC1,distr2,mid tone blue,mid tone blue
8961-d,15,#01FE40,#71E916,#2DD24E,target,uh green is not the brighest  but not yellow tint,uh green brighest yellow tint
8961-d,15,#01FE40,#71E916,#2DD24E,target,yellow green ,yellow green
8961-d,16,#CF6A30,#DB5524,#BE8641,target,pale orange,pale orange
8961-d,17,#FA9805,#54A7AB,#808080,target,orange,orange
8961-d,17,#FA9805,#54A7AB,#808080,target,haha maybe,haha maybe
8961-d,17,#FA9805,#54A7AB,#808080,target,yellow        i see orange though      ,yellow see orange though
8961-d,18,#BF29D6,#5204FB,#B57A4A,target,purple,purple
8961-d,19,#B649A0,#936996,#A45B74,target,brighter purple  not the lighter shade,brighter purple lighter shade
8961-d,20,#996690,#7A6A95,#6353AC,distr1,purple,purple
8961-d,20,#996690,#7A6A95,#6353AC,distr1,not blue,blue
8961-d,21,#1CFC03,#60829F,#2306F9,target,it's ok  green,ok green
8961-d,22,#777A88,#FB04AD,#78F10E,target,dull color,dull color
8961-d,23,#B946AB,#E6196B,#7D7D82,target,my browser keeps freezing,browser keeps freezing
8961-d,23,#B946AB,#E6196B,#7D7D82,target,purple ,purple
8961-d,24,#41A7BE,#845EA1,#C9AC36,target,turquoise,turquoise
8961-d,25,#79708F,#8B7474,#1F11EE,target,dull blue  not the gray,dull blue gray
8961-d,26,#B213EC,#861FE0,#CF28D7,distr2,bright purple,bright purple
8961-d,26,#B213EC,#861FE0,#CF28D7,distr2,not the one with blue tint  then the other is more pinkish,one blue tint pinkish
8961-d,27,#B54A5C,#F20DAA,#79867F,target,red,red
8961-d,28,#C91BE4,#6547B8,#AF5060,target,purple,purple
8961-d,29,#42BD8C,#50AF70,#11C9EE,target,light green,light green
8961-d,30,#659A82,#7B8778,#7F9867,target,dull turquoise ,dull turquoise
8961-d,31,#0934F6,#941BE4,#400FF0,target,bright blue,bright blue
8961-d,32,#DDC122,#B3614D,#59A681,distr1,yellow orange,yellow orange
8961-d,33,#49EC13,#3CC340,#B64966,distr1,lol  bright green,lol bright green
8961-d,34,#7E738C,#877F78,#30CF3E,target,blue,blue
8961-d,35,#837C83,#87708F,#9E6261,target,this one is more gray,one gray
8961-d,36,#ED1275,#3BC479,#7F4BB4,target,magenta pink,magenta pink
8961-d,37,#B84749,#884EB1,#CB7034,target,dull red,dull red
8961-d,38,#D99A26,#5CE21D,#AF6B50,target,orange,orange
8961-d,39,#1278ED,#D53B2A,#260AF5,target,turquiose,turquiose
8961-d,40,#BE41A7,#966699,#E718A5,target,purple,purple
8961-d,41,#A3B847,#D1C42E,#B3B14D,target,green,green
8961-d,42,#78619E,#2937D6,#718E72,distr1,light blue,light blue
8961-d,43,#4EB172,#959D62,#869669,target,saturated green,saturated green
8961-d,43,#4EB172,#959D62,#869669,target,one that sticks out,one sticks
8961-d,44,#CC3352,#AC5399,#5CA36A,target,pink red,pink red
8961-d,45,#986767,#79758A,#837C7C,target,kind of reddish,kind reddish
8961-d,46,#A85777,#AF505B,#53AC53,target,purple,purple
8961-d,47,#58A783,#709D62,#40BF59,target,turquoise,turquoise
8961-d,48,#3978C6,#2251DD,#87F10E,distr1,turquoise blue,turquoise blue
8961-d,49,#80906F,#748B76,#834BB4,target,oops  this one is green,oops one green
8961-d,50,#4AB59C,#529AAD,#A73BC4,target,turquoise  lighter of the two,turquoise lighter two
2653-0,1,#24DBB4,#6E9182,#AF5052,distr1,left,left
2653-0,2,#AB5474,#18E783,#EE111F,distr1,right,right
2653-0,2,#AB5474,#18E783,#EE111F,distr1,green,green
2653-0,3,#39C692,#619E7E,#45A3BA,target,green,green
2653-0,4,#808080,#6F7390,#5D7CA2,target,gray,gray
2653-0,5,#B34DA7,#4512ED,#22DD9B,target,purple,purple
2653-0,6,#36C98C,#8EBE41,#66996F,target,green,green
2653-0,7,#B54AB5,#7621DE,#14CAEB,target,magenta,magenta
2653-0,8,#888077,#7E817F,#7F758A,target,tan,tan
2653-0,9,#B02ED1,#A87257,#336BCC,target,purple,purple
2653-0,10,#52AD81,#D1EE11,#798486,target,green,green
2653-0,11,#844EB1,#CF30AA,#CB29D6,target,lavender,lavender
2653-0,12,#796A95,#613EC1,#989E61,target,grey,grey
2653-0,13,#AAEB14,#13EC1A,#72C23D,distr1,spring green,spring green
2653-0,14,#7C7E83,#678898,#79B14E,target,gray,gray
2653-0,15,#6E917E,#7D8C73,#6E29D6,distr2,blue,blue
2653-0,16,#81807E,#559AAA,#8DAB54,target,gray,gray
2653-0,17,#D02F3D,#08F7A7,#7C4DB3,target,red,red
2653-0,18,#A15E65,#8A7582,#86797C,target,pink,pink
2653-0,19,#5FFB04,#7B4FB0,#917A6E,target,green,green
2653-0,20,#4B69B4,#669981,#7CDE21,target,blue,blue
2653-0,21,#CB29D6,#BD4279,#7D8778,distr1,magenta,magenta
2653-0,22,#47D52A,#A2805D,#F94306,target,green,green
2653-0,23,#1DB7E2,#669999,#C5D22D,target,blue,blue
2653-0,24,#5F55AA,#737C8C,#916A95,target,bue,bue
2653-0,25,#AC53A5,#DD22C4,#956A90,target,dark pink,dark pink
2653-0,26,#BE4180,#C93693,#B9464E,target,mid pink,mid pink
2653-0,27,#965BA4,#74798B,#5C6BA3,target,purple,purple
2653-0,28,#DEDB21,#7B906F,#B10EF1,target,yellow,yellow
2653-0,29,#83807C,#85748B,#7C8381,target,mid gray,mid gray
2653-0,30,#D42B96,#AB47B8,#2A96D5,distr1,mid pink,mid pink
2653-0,31,#AF50A7,#AC2DD2,#BF9F40,target,not purple or mustard,purple mustard
2653-0,32,#A1A35C,#667399,#6B9493,target,mustard,mustard
2653-0,33,#C9366E,#9A619E,#39CB34,target,pink,pink
2653-0,34,#817E81,#E74F18,#2F32D0,target,gray,gray
2653-0,35,#CBB934,#C79C38,#2579DA,distr1,mustard,mustard
2653-0,36,#7C0BF4,#08EBF7,#14EB3C,distr1,bue,bue
2653-0,37,#669972,#9650AF,#DB6D24,target,green,green
2653-0,38,#C8379D,#8D639C,#5FA35C,target,pink,pink
2653-0,39,#662BD4,#4E56B1,#08F71C,target,purple,purple
2653-0,40,#BD04FB,#A755AA,#BA45A3,distr1,light urple,light urple
2653-0,41,#88AC53,#8BF50A,#9F606A,target,dark green,dark green
2653-0,42,#7D6798,#837C7C,#827A85,target,purple,purple
2653-0,43,#82956A,#0A78F5,#3BCF30,target,mustard,mustard
2653-0,44,#8B45BA,#8B5BA4,#F66009,target,purple,purple
2653-0,45,#8B7475,#6E7B91,#817F7E,target,tan,tan
2653-0,46,#1BE4D0,#DA253A,#8BBB44,target,blue,blue
2653-0,47,#BE11EE,#574FB0,#01BFFE,target,purple,purple
2653-0,48,#8FAA55,#679E61,#2BD43F,target,mustard,mustard
2653-0,49,#64A45B,#40BF95,#718E71,target,grass green,grass green
2653-0,50,#AEBD42,#6E6B94,#BD425D,target,mustard,mustard
7975-c,1,#808080,#946B7E,#BB6044,target,color is like an appliance,color like appliance
7975-c,2,#8730CF,#BE41B1,#CB1DE2,distr1,color is like a princess pony,color like princess pony
7975-c,3,#4774B8,#CB6E34,#718E8A,target,guys like this color more,guys like color
7975-c,4,#81827D,#D2562D,#AEB14E,target,color is like an applciane,color like applciane
7975-c,4,#81827D,#D2562D,#AEB14E,target,appicane,appicane
7975-c,4,#81827D,#D2562D,#AEB14E,target,appliance,appliance
7975-c,5,#392ED1,#2957D6,#74898B,distr1,is like the color of water,like color water
7975-c,6,#1BE4DA,#A6595E,#2B2ED4,target,aquamarine,aquamarine
7975-c,7,#FCDF03,#345CCB,#80956A,target,like a bus,like bus
7975-c,8,#708F80,#669966,#7E9A65,target,is army color,army color
7975-c,9,#87787B,#817E81,#6E7191,distr1,its a shade darker then the other grey,shade darker grey
7975-c,10,#D7286E,#C23F3D,#67987B,target,its hot pink,hot pink
7975-c,11,#5E32CD,#8B6699,#659E61,target,color of water,color water
7975-c,12,#9F8F60,#B0A54F,#141FEB,target,army green,army green
7975-c,13,#D613EC,#721DE2,#679C63,target,hot pink,hot pink
7975-c,14,#73DA25,#827C83,#C90BF4,target,fluorescent green,fluorescent green
7975-c,15,#B67A49,#9E5EA1,#E0D31F,target,brown,brown
7975-c,16,#2913EC,#9545BA,#9F6074,target,blue water,blue water
7975-c,17,#857A80,#956A93,#34CB7A,target,grey like applicance,grey like applicance
7975-c,18,#7DC43B,#42BD4A,#BAC837,distr1,fluorescent green lime,fluorescent green lime
7975-c,19,#265CD9,#312BD4,#DA2537,target,lighter blue then the other blue,lighter blue blue
7975-c,20,#629D92,#84857A,#0AF593,target,steel grey blue,steel grey blue
7975-c,21,#4B4FB4,#94639C,#914FB0,target,blue water,blue water
7975-c,22,#40BF88,#97B649,#5CA364,target,icy green like mint,icy green like mint
7975-c,23,#BBB944,#19C3E6,#3D5AC2,target,yellowish,yellowish
7975-c,24,#95619E,#8AE718,#808080,target,purple,purple
7975-c,25,#FC03B1,#E71891,#B9467E,target,hot pink but brighter,hot pink brighter
7975-c,26,#AB5495,#9F608A,#5246B9,distr2,purple  more purple then grey,purple purple grey
7975-c,27,#AA6155,#642ED1,#A9B44B,target,brown,brown
7975-c,28,#625CA3,#9D6264,#36C996,target,bllue,bllue
7975-c,29,#7E7788,#A15E64,#93756C,target,grey,grey
7975-c,30,#24D5DB,#E7184F,#986793,target,blue,blue
7975-c,31,#7D9966,#7E8778,#909867,target,green  but brighter green not grey,green brighter green grey
7975-c,32,#A6D728,#66A45B,#24DB80,target,fluorescent lime,fluorescent lime
7975-c,33,#8FDD22,#6B3BC4,#AC5366,target,fluorescnet lime,fluorescnet lime
7975-c,34,#2951D6,#2ED17A,#08E3F7,target,deep blue water,deep blue water
7975-c,35,#787887,#7E817F,#04FB25,distr1,darker grey,darker grey
7975-c,36,#6B6F94,#826798,#231CE3,target,grey,grey
7975-c,37,#8B7774,#6C7793,#926699,target,brown,brown
7975-c,38,#E616E9,#C639C3,#7B3DC2,target,hot pink  brighter one,hot pink brighter one
7975-c,39,#982DD2,#282DD7,#FCBA03,target,purple,purple
7975-c,40,#A5FB04,#04FB94,#F00F5A,distr1,lime green,lime green
7975-c,41,#4FFA05,#18E75A,#47B860,target,fluorescent lime,fluorescent lime
7975-c,42,#34CB7A,#44BB4E,#37C898,target,mint green  mid green,mint green mid green
7975-c,43,#9D7162,#84BE41,#0E7CF1,target,brown,brown
7975-c,44,#B3964D,#2BBAD4,#77738C,target,tan  brown,tan brown
7975-c,45,#9A6A65,#B94650,#7DC738,target,brown or rose  not pink,brown rose pink
7975-c,46,#837986,#716E91,#637C9C,target,grey purple  NOT purple or blue,grey purple purple blue
7975-c,47,#30CF5D,#3BF10E,#6ED629,target,mint green  NOT lime,mint green lime
7975-c,48,#708F8A,#DE218C,#2ED42B,target,grey steel,grey steel
7975-c,49,#998566,#90716F,#9D6D62,target,brown or tan NOT rose ,brown tan rose
7975-c,50,#3649C9,#4029D6,#52E21D,target,blue  NOT bright blue,blue bright blue
9146-e,1,#9447B8,#763BC4,#9059A6,distr1,bright purple,bright purple
9146-e,1,#9447B8,#763BC4,#9059A6,distr1,dark i mean,dark mean
9146-e,2,#A75872,#DE4A21,#2DD28D,target,not orange nor green,orange green
9146-e,3,#6F908A,#9E6199,#7924DB,target,green,green
9146-e,4,#41BE86,#768F70,#C37B3C,target,bright green,bright green
9146-e,5,#A25D98,#99668B,#718E84,target,bright purple,bright purple
9146-e,6,#4BB4B0,#817E80,#61A659,target,blue,blue
9146-e,7,#7542BD,#3408F7,#EE7C11,target,purple,purple
9146-e,8,#1675E9,#1467EB,#3795C8,target,not dark nor light,dark light
9146-e,8,#1675E9,#1467EB,#3795C8,target,medium blue,medium blue
9146-e,9,#AB548D,#9C637D,#8557A8,distr1,pink,pink
9146-e,10,#867985,#747C8B,#86797A,target,puplish grey,puplish grey
9146-e,10,#867985,#747C8B,#86797A,target,Purplish,purplish
9146-e,11,#B0994F,#E22E1D,#8E7177,target,fawn,fawn
9146-e,11,#B0994F,#E22E1D,#8E7177,target,brown,brown
9146-e,12,#828B74,#807D82,#C433CC,target,green,green
9146-e,13,#7DAA55,#788A75,#91916E,distr1,dark green,dark green
9146-e,14,#7F7D82,#7C8E71,#CB5534,target,blackish grey,blackish grey
9146-e,15,#C76838,#CD8A32,#F6F609,distr1,orange,orange
9146-e,15,#C76838,#CD8A32,#F6F609,distr1,brwnish,brwnish
9146-e,15,#C76838,#CD8A32,#F6F609,distr1,brownish orange,brownish orange
9146-e,16,#984AB5,#C639BC,#9D626E,target,bluish purple,bluish purple
9146-e,17,#B04BB4,#625DA2,#7F718E,target,purple,purple
9146-e,18,#DF2023,#63909C,#98678C,target,red,red
9146-e,19,#53AC9D,#75C13E,#998266,target,blue,blue
9146-e,20,#7450AF,#8B8074,#08F748,target,purple,purple
9146-e,21,#67C23D,#55AA7B,#452BD4,target,bright green,bright green
9146-e,22,#86748B,#8B747A,#6FAC53,target,bright purple,bright purple
9146-e,23,#459DBA,#161DE9,#E45B1B,target,light blue,light blue
9146-e,24,#D02FAA,#B54AA0,#F50AA3,distr2,most bright purple,bright purple
9146-e,24,#D02FAA,#B54AA0,#F50AA3,distr2,a bit reddish,bit reddish
9146-e,25,#AE40BF,#9A656C,#04FB56,target,purple,purple
9146-e,26,#6537C8,#984FB0,#715CA3,target,bright blue,bright blue
9146-e,27,#55AAAA,#01FE6F,#AB8054,target,blue,blue
9146-e,28,#66996A,#82837C,#3EBEC1,target,green,green
9146-e,29,#AC536C,#C1DD22,#44B3BB,target,reddish,reddish
9146-e,30,#AF509C,#84718E,#68659A,target,bright purple,bright purple
9146-e,31,#75848A,#5B62A4,#857788,distr1,blue,blue
9146-e,31,#75848A,#5B62A4,#857788,distr1,sorry,sorry
9146-e,32,#829867,#7E817F,#B68C49,target,green,green
9146-e,33,#AFCB34,#DA3125,#AD46B9,target,yellowish green,yellowish green
9146-e,34,#87916E,#827D7E,#ECA013,target,green,green
9146-e,35,#46AFB9,#608C9F,#887780,target,bright blue,bright blue
9146-e,36,#147CEB,#96EE11,#F0350F,target,blue,blue
9146-e,37,#C83776,#895BA4,#9C6399,target,red,red
9146-e,38,#41BE7B,#19E697,#D92626,distr1,bright green,bright green
9146-e,39,#83827C,#44B7BB,#C43B4D,target,sorry my  mistake,sorry mistake
9146-e,39,#83827C,#44B7BB,#C43B4D,target,grey,grey
9146-e,40,#8F708F,#9D57A8,#3EC14B,target,light dull purple,light dull purple
9146-e,41,#7D8C73,#699676,#759966,target,greyish green,greyish green
9146-e,42,#2DD245,#D72862,#E9E216,target,green,green
9146-e,43,#852ED1,#B19D4E,#80837C,target,purple,purple
9146-e,44,#6B9470,#7E936C,#7C8679,target,dark green,dark green
9146-e,45,#CC3342,#E01F2F,#BF4F40,target,not bright nor dull,bright dull
9146-e,46,#7C837C,#929E61,#9A8F65,target,bluish,bluish
9146-e,47,#8A52AD,#AC539A,#B024DB,target,buish,buish
9146-e,47,#8A52AD,#AC539A,#B024DB,target,bluish,bluish
9146-e,48,#46B952,#76AF50,#32CD85,target,dark and bright green,dark bright green
9146-e,49,#A29E5D,#68E31C,#C339C6,target,brown,brown
9146-e,50,#81B34D,#3CC367,#CC7033,target,dull green,dull green
3432-6,1,#348FCB,#5C9CA3,#A553AC,distr1,Blue  kind of bright  not the greenish one,blue kind bright greenish one
3432-6,2,#E95916,#887877,#FC03E8,target,Orange,orange
3432-6,3,#C6AE39,#AEDD22,#89B04F,target,Yellow,yellow
3432-6,4,#57A864,#639C75,#779A65,target,Brightest green,brightest green
3432-6,5,#B1E916,#5E97A1,#C8A437,target,Greenish yellow,greenish yellow
3432-6,6,#5E5CA3,#63689C,#4B62B4,target,Slightly brighter purple,slightly brighter purple
3432-6,7,#4B24DB,#73C837,#CFAC30,target,Blue,blue
3432-6,8,#4BB481,#2CD926,#E916C3,target,Dull green,dull green
3432-6,9,#8C7387,#9A619E,#AF4DB3,target,Greyish purple,greyish purple
3432-6,10,#B99546,#918D6E,#706A95,target,Yellow,yellow
3432-6,11,#796E91,#8F6F90,#AF5081,target,Blue ish purple,blue ish purple
3432-6,12,#6CB04F,#93F40B,#2FD037,target,Dull green,dull green
3432-6,13,#A25D6B,#8237C8,#808080,target,Pink,pink
3432-6,14,#62E31C,#E81741,#21A2DE,target,Green,green
3432-6,15,#2BD4BD,#46BD42,#8146B9,target,Teal,teal
3432-6,16,#35E916,#7A5CA3,#85827A,target,Green,green
3432-6,17,#63809C,#798684,#5D92A2,target,The blue that is slightly darker,blue slightly darker
3432-6,18,#83827C,#708F83,#A1975E,target,Grey,grey
3432-6,19,#D52A77,#2570DA,#D5A72A,target,Pink,pink
3432-6,20,#C309F6,#D1FA05,#BA8545,target,Purple,purple
3432-6,21,#C33CA4,#ED1299,#639C8A,target,The duller pink,duller pink
3432-6,22,#B5514A,#C73852,#EC3B13,target,The dullest red,dullest red
3432-6,23,#9C6B63,#8F7370,#9A7C65,target,Pink,pink
3432-6,24,#D728CF,#808080,#E21D4E,target,Purple,purple
3432-6,25,#3EC149,#43D629,#ED129D,target,Slightly duller green,slightly duller green
3432-6,26,#2BD437,#18E753,#966988,target,The more vibrant green  only slightly  hard to describe ,vibrant green slightly hard describe
3432-6,27,#65A659,#917F6E,#65629D,target,Green,green
3432-6,28,#887788,#757F8A,#4A2FD0,target,Purple pink,purple pink
3432-6,29,#58A758,#73916E,#212EDE,target,Green,green
3432-6,30,#A35C9A,#9F607B,#BD3DC2,target,The middle pink  not dullest  not brightest ,middle pink dullest brightest
3432-6,31,#629D90,#778880,#CB34B2,target,Teal  the one that's not at all grey ,teal one grey
3432-6,32,#E36C1C,#D52D2A,#5BA489,target,Orange,orange
3432-6,33,#4B6BB4,#8153AC,#42B3BD,target,Blue  not the light one ,blue light one
3432-6,34,#C13E75,#D72862,#2EA8D1,target,Duller pink,duller pink
3432-6,35,#7F41BE,#4F0FF0,#5F3BC4,target,Brightest purple,brightest purple
3432-6,36,#88777C,#808080,#E01FAD,target,The grey that has a slight pink tint to it,grey slight pink tint
3432-6,37,#AA4DB3,#4541BE,#746B94,target,Pink purple,pink purple
3432-6,38,#2FD03A,#7ABB44,#77D42B,distr2,Brightest green,brightest green
3432-6,39,#19E63C,#C93F36,#54AB98,target,Green,green
3432-6,40,#352AD5,#13DDEC,#60E916,target,Darker blue,darker blue
3432-6,41,#F60968,#BE6041,#6346B9,target,Pink,pink
3432-6,42,#65B847,#4BCB34,#04FB94,target,Dullest green,dullest green
3432-6,43,#CC33B8,#C517E8,#AC535C,target,Pink  slightly more pink than the purple ,pink slightly pink purple
3432-6,44,#1D27E2,#5046B9,#7728D7,target,Blue,blue
3432-6,44,#1D27E2,#5046B9,#7728D7,target,Bright,bright
3432-6,45,#C33C79,#AC5380,#C76138,target,Pink that is closest to neon,pink closest neon
3432-6,46,#D4552B,#4BB49D,#877F78,target,Orange,orange
3432-6,47,#61C738,#7B857A,#70718F,target,Bright green,bright green
3432-6,48,#A1AA55,#A9B54A,#CFB930,target,Not the bright yellow  not the most green yellow,bright yellow green yellow
3432-6,49,#CF30C9,#8C6F90,#858B74,target,Pink,pink
3432-6,50,#718E82,#54ABA1,#9555AA,target,Grey,grey
2986-a,1,#39C697,#BBB144,#B14E60,target,Green,green
2986-a,2,#7C0EF1,#4020DF,#75BE41,target,purple,purple
2986-a,3,#A7586A,#7E8180,#29D657,target,red,red
2986-a,4,#98677F,#C8378C,#908D6F,target,not bright pink,bright pink
2986-a,5,#7852AD,#AB3BC4,#5A18E7,target,middle shade purple,middle shade purple
2986-a,5,#7852AD,#AB3BC4,#5A18E7,target,close pastel purple,close pastel purple
2986-a,6,#6D639C,#982FD0,#884EB1,target,blueist,blueist
2986-a,6,#6D639C,#982FD0,#884EB1,target,most blue looking,blue looking
2986-a,7,#F50ADD,#D72A28,#9D8C62,target,neon pink,neon pink
2986-a,8,#67986E,#55AA8E,#6F907E,target,plain green  non bright or drab looking,plain green non bright drab looking
2986-a,9,#73A659,#3DC269,#CB345A,target,same color as last round,color last round
2986-a,10,#997466,#D2592D,#DA1BE4,target,brown,brown
2986-a,11,#FA3205,#7A956A,#656D9A,target,red,red
2986-a,12,#8B7C74,#284BD7,#DD7622,target,brown,brown
2986-a,13,#46A2B9,#D2A62D,#54AB6E,target,blue,blue
2986-a,14,#A750AF,#8B7486,#966996,target,brightest,brightest
2986-a,15,#BA0AF5,#A15E9C,#6D47B8,target,brightest,brightest
2986-a,16,#956A84,#937A6C,#857A81,target,rose pink,rose pink
2986-a,17,#47A7B8,#30C1CF,#916E91,target,darker blue,darker blue
2986-a,18,#3EC149,#16E952,#787887,target,less bright green,less bright green
2986-a,19,#8A8C73,#9A7D65,#808080,target,sand,sand
2986-a,19,#8A8C73,#9A7D65,#808080,target,not brown or gray more like khaki,brown gray like khaki
2986-a,20,#8F707B,#AA8155,#6B32CD,target,rose,rose
2986-a,21,#7F24DB,#3D8DC2,#659A82,target,purple,purple
2986-a,22,#E99516,#BD7D42,#B1934E,target,bright orange,bright orange
2986-a,23,#8B09F6,#B94646,#FB6704,target,purple,purple
2986-a,24,#74778B,#666999,#8B738C,target,slate gray,slate gray
2986-a,25,#5008F7,#14EB5F,#49ADB6,target,dark blue,dark blue
2986-a,26,#BA4553,#9B09F6,#857F7A,target,red,red
2986-a,27,#7D8182,#74848B,#BF40AC,target,flat gray has a brownish tint,flat gray brownish tint
2986-a,28,#B946AF,#FC0384,#5DA263,target,less bright pink,less bright pink
2986-a,28,#B946AF,#FC0384,#5DA263,target,rose,rose
2986-a,28,#B946AF,#FC0384,#5DA263,target,yeah,yeah
2986-a,29,#F6D609,#EBBC14,#788B74,target,bright yellow,bright yellow
2986-a,30,#E0DD1F,#87CB34,#A0D926,target,yellow,yellow
2986-a,31,#915EA1,#4E5DB1,#C6B339,target,purple,purple
2986-a,32,#3C9BC3,#5779A8,#828778,target,brighter blue,brighter blue
2986-a,33,#7B7986,#557DAA,#697E96,target,brown gray,brown gray
2986-a,34,#1B0FF0,#7E817F,#A357A8,target,blue,blue
2986-a,35,#7E7E81,#49A8B6,#B2CF30,target,gray,gray
2986-a,36,#822ED1,#8A7589,#AF5550,target,purple,purple
2986-a,37,#826C93,#8B7480,#7E8180,target,purple,purple
2986-a,38,#A65990,#956D6A,#916E7A,target,brighter pink,brighter pink
2986-a,39,#81956A,#3EC188,#3BA7C4,target,drab green,drab green
2986-a,40,#9B19E6,#4432CD,#465BB9,target,bright purple,bright purple
2986-a,41,#B04F90,#7245BA,#09F6CF,target,rose pink,rose pink
2986-a,42,#676998,#787F87,#786699,target,most blue,blue
2986-a,43,#BBEE11,#80FC03,#D42BAA,target,yellow,yellow
2986-a,44,#322FD0,#C88437,#BE416D,target,blue,blue
2986-a,45,#BE4171,#AB545B,#5B3EC1,target,brightest pink red,brightest pink red
2986-a,46,#4E90B1,#4EA6B1,#0BF4C9,target,blue gray ,blue gray
2986-a,46,#4E90B1,#4EA6B1,#0BF4C9,target,darker,darker
2986-a,47,#7A8582,#1FE0A0,#26CAD9,target,gray,gray
2986-a,48,#66619E,#9BB44B,#D52A38,target,purple,purple
2986-a,49,#7A857F,#7D7E82,#667699,target,gray that has green tint  Not brown gray,gray green tint brown gray
2986-a,50,#6B948E,#3DC0C2,#6D52AD,target,dark blue green not bright blue,dark blue green bright blue
2986-a,50,#6B948E,#3DC0C2,#6D52AD,target,Male,male
2986-a,50,#6B948E,#3DC0C2,#6D52AD,target,Thank you,thank
2986-a,50,#6B948E,#3DC0C2,#6D52AD,target,Well done so far,well done far
1220-a,1,#7E8081,#47B8B8,#1299ED,target,the grey one,grey one
1220-a,2,#5FB649,#83EB14,#94BD42,distr2,the darkest green one,darkest green one
1220-a,3,#997666,#8A7585,#E7189B,target,the least bright one,least bright one
1220-a,5,#20DF46,#B4D22D,#A7F50A,distr2,the greenest green one,greenest green one
1220-a,7,#B34D9E,#46B9B7,#2EE619,target,you're killing me  haha pick the purple one here,killing haha pick purple one
1220-a,8,#2913EC,#73858C,#DB5824,target,yay  blue here,yay blue
1220-a,9,#7B857A,#748B8B,#969569,target,uhm     the greyest one ,uhm greyest one
1220-a,10,#98D22D,#40C639,#7ACF30,distr2,haha nice,haha nice
1220-a,10,#98D22D,#40C639,#7ACF30,distr2,this ones hard  uhm    not the neon green one,ones hard uhm neon green one
1220-a,10,#98D22D,#40C639,#7ACF30,distr2,the one that looks like pea soup ,one looks like pea soup
1220-a,11,#B04F73,#A752AD,#8C7388,target,boo ,boo
1220-a,11,#B04F73,#A752AD,#8C7388,target,the reddish tinted one,reddish tinted one
1220-a,12,#808080,#766C93,#B7BD42,target,grey,grey
1220-a,13,#F1430E,#D2482D,#C1723E,target,reddish bright orange,reddish bright orange
1220-a,14,#1CE3B8,#FA05DD,#2F12ED,target,teal blue,teal blue
1220-a,14,#1CE3B8,#FA05DD,#2F12ED,target,haha,haha
1220-a,15,#4D66B3,#4E38C7,#76609F,distr1,the middle shade out of the thre  not the purple or blue one,middle shade thre purple blue one
1220-a,16,#F10E69,#0DF2BD,#68BF40,target,pink,pink
1220-a,17,#90E01F,#3BC46D,#0DF27C,distr1,throw up green,throw green
1220-a,18,#92B847,#DFE916,#2AADD5,target,NO WHAT KIND OF THROW UP HAVE YOU SEEN IN YOUR LIFE,kind throw seen life
1220-a,18,#92B847,#DFE916,#2AADD5,target,hahaha,hahaha
1220-a,18,#92B847,#DFE916,#2AADD5,target,uhm  the greenish one,uhm greenish one
1220-a,19,#4955B6,#60BA45,#DEAF21,target,blue,blue
1220-a,20,#DA5E25,#03FC0B,#F9D806,target,orange,orange
1220-a,21,#5F5BA4,#778088,#E41B86,distr1,blue,blue
1220-a,21,#5F5BA4,#778088,#E41B86,distr1,ish purple,ish purple
1220-a,22,#A2DD22,#16E983,#C806F9,target,omg are we seeing different colors or something,omg seeing different colors something
1220-a,22,#A2DD22,#16E983,#C806F9,target,haha i blame you also  D,haha blame also d
1220-a,23,#E4831B,#4D75B3,#72906F,target,orange,orange
1220-a,24,#A3B04F,#82C13E,#0123FE,target,uhm  the least bright green,uhm least bright green
1220-a,25,#A8A857,#739966,#1DCEE2,target,the brownish one,brownish one
1220-a,26,#7D7D82,#70848F,#14EBA0,target,how am i supposed to explain this one             ,supposed explain one
1220-a,26,#7D7D82,#70848F,#14EBA0,target,just randomly pick between the two purples lol,just randomly pick two purples lol
1220-a,26,#7D7D82,#70848F,#14EBA0,target,the lighter purple,lighter purple
1220-a,27,#7AA857,#B8A747,#494EB6,target,yaeeaaa ,yaeeaaa
1220-a,27,#7AA857,#B8A747,#494EB6,target,green,green
1220-a,28,#9E616C,#C83743,#BE7941,target,purple,purple
1220-a,29,#BE41B6,#B04F86,#0EF143,target,bright purple,bright purple
1220-a,30,#D728CF,#7E4EB1,#765DA2,target,brighttttt purple,brighttttt purple
1220-a,31,#807E81,#86797E,#7D7788,target,uh,uh
1220-a,31,#807E81,#86797E,#7D7788,target,grey  like real grey             ,grey like real grey
1220-a,32,#88B14E,#58A857,#EE11B7,target,nice,nice
1220-a,32,#88B14E,#58A857,#EE11B7,target,throw up green,throw green
1220-a,33,#6458A7,#4D53B3,#638F9C,target,purple,purple
1220-a,34,#788387,#836798,#D7284E,target,grey,grey
