gameid,time,roundNum,trialType,condition,nameClickedObj,targetStatusClickedObj,spLocsClickedObj,lisLocsClickedObj,basiclevelClickedObj,superdomainClickedObj,alt1Name,alt1TargetStatus,alt1SpLocs,alt1LisLocs,alt1Basiclevel,alt1superdomain,alt2Name,alt2TargetStatus,alt2SpLocs,alt2LisLocs,alt2Basiclevel,alt2superdomain,speakerMessages,listenerMessages,messageTimeStamps,refExp,clickedType,sub,basic,super,moreThanOneLevelMentioned,automaticallyLabelledTrial,manualAdditionTrial,additionalAttrMentioned,onlyAttrMentioned,oneMentioned,theMentioned,fullSentence,noLevelMentioned,,,,,,,,,,,
1897-b,1455302445796,40,subSuperTrial,basic33,suv,target,3,2,car,vehicle,crocodile,distractor,2,4,NA,animal,chips,distractor,4,3,NA,snack,car,,1455302440896,car,suv,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
1897-b,1455302485943,45,subSuperTrial,basic22,gummyBears,target,2,3,candy,snack,chips,distractor,3,4,NA,snack,pretzels,distractor,4,2,NA,snack,gummy bears,,1455302483655,gummy bears,gummyBears,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
1897-b,1455302500331,47,subSuperTrial,basic33,coffeeTable,target,4,3,table,furniture,pretzels,distractor,3,2,NA,snack,train,distractor,2,4,NA,vehicle,table,,1455302497867,table,coffeeTable,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
1897-b,1455302517249,48,subSuperTrial,basic12,catfish,target,2,2,fish,animal,discusFish,distractor,4,4,fish,animal,lion,distractor,3,3,NA,animal,cat fish,,1455302514417,cat fish,catfish,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
1897-b,1455302541330,51,subSuperTrial,basic12,eagle,target,4,4,bird,animal,lobster,distractor,3,2,NA,animal,sparrow,distractor,2,3,bird,animal,eagle,,1455302539135,eagle,eagle,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
1897-b,1455302548552,52,subSuperTrial,basic22,diningTable,target,4,4,table,furniture,bookcase,distractor,3,3,NA,furniture,bed,distractor,2,2,NA,furniture,table,,1455302546095,table,diningTable,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
1897-b,1455302564058,54,subSuperTrial,basic23,minivan,target,2,3,car,vehicle,firetruck,distractor,4,2,NA,vehicle,grasses,distractor,3,4,NA,plant,van,,1455302561726,van,minivan,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
1897-b,1455302570736,55,subSuperTrial,basic12,parrot,target,4,3,bird,animal,sparrow,distractor,2,4,bird,animal,horse,distractor,3,2,NA,animal,parrot,,1455302568727,parrot,parrot,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
1897-b,1455302584562,57,subSuperTrial,basic23,dressShirt,target,2,4,shirt,clothing,pretzels,distractor,3,2,NA,snack,gloves,distractor,4,3,NA,clothing,shirt,,1455302582273,shirt,dressShirt,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
1897-b,1455302592033,58,subSuperTrial,basic33,tulip,target,4,2,flower,plant,squirrel,distractor,3,4,NA,animal,pretzels,distractor,2,3,NA,snack,tulip,,1455302589837,tulip,tulip,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
1897-b,1455302635840,63,subSuperTrial,basic22,sportsCar,target,2,2,car,vehicle,firetruck,distractor,3,4,NA,vehicle,train,distractor,4,3,NA,vehicle,car,,1455302633404,car,sportsCar,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
1897-b,1455302685477,69,subSuperTrial,basic33,hummingBird,target,2,3,bird,animal,lamp,distractor,3,4,NA,furniture,chips,distractor,4,2,NA,snack,bird,,1455302683581,bird,hummingBird,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
1897-b,1455302693521,70,subSuperTrial,basic23,swordFish,target,3,4,fish,animal,iguana,distractor,2,3,NA,animal,bed,distractor,4,2,NA,furniture,fish,,1455302691228,fish,swordFish,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
9617-1,1455302180143,2,subSuperTrial,basic12,dressShirt,target,2,2,shirt,clothing,campShirt,distractor,3,4,shirt,clothing,bathrobe,distractor,4,3,NA,clothing,The button up long sleeve shirt ,,1455302168506,The button up long sleeve shirt ,dressShirt,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,,,,,,,,,,,
9617-1,1455302205787,4,subSuperTrial,basic23,poloShirt,target,2,2,shirt,clothing,dress,distractor,3,3,NA,clothing,pretzels,distractor,4,4,NA,snack,The blue shirt,,1455302204063,The blue shirt,poloShirt,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,,,,,,,,,,,
9617-1,1455302243204,8,subSuperTrial,basic12,rose,target,2,4,flower,plant,lily,distractor,4,2,flower,plant,grasses,distractor,3,3,NA,plant,Rose,,1455302240868,Rose,rose,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
9617-1,1455302261483,10,subSuperTrial,basic12,diningTable,target,2,3,table,furniture,wardrobe,distractor,3,2,NA,furniture,sideTable,distractor,4,4,table,furniture,Longer table,,1455302259331,Longer table,diningTable,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
9617-1,1455302274772,12,subSuperTrial,basic33,swordFish,target,3,3,fish,animal,popcorn,distractor,2,2,NA,snack,pottedPlant,distractor,4,4,NA,plant,Fish,,1455302273085,Fish,swordFish,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
9617-1,1455302285707,13,subSuperTrial,basic22,husky,target,3,2,dog,animal,elephant,distractor,2,4,NA,animal,rabbit,distractor,4,3,NA,animal,Wolf,,1455302283663,Wolf,husky,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
9617-1,1455302298772,15,subSuperTrial,basic33,eagle,target,4,3,bird,animal,wardrobe,distractor,3,2,NA,furniture,dress,distractor,2,4,NA,clothing,Eagle,,1455302297357,Eagle,eagle,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
9617-1,1455302305210,16,subSuperTrial,basic12,tulip,target,4,2,flower,plant,grasses,distractor,2,4,NA,plant,lily,distractor,3,3,flower,plant,Red flower,,1455302303003,Red flower,tulip,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
9617-1,1455302311921,17,subSuperTrial,basic22,pandaBear,target,4,3,bear,animal,squirrel,distractor,3,4,NA,animal,lion,distractor,2,2,NA,animal,Panda,,1455302309507,Panda,pandaBear,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
9617-1,1455302317150,18,subSuperTrial,basic23,pigeon,target,4,2,bird,animal,ambulance,distractor,3,4,NA,vehicle,pig,distractor,2,3,NA,animal,Bird,,1455302315291,Bird,pigeon,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
9617-1,1455302344084,19,subSuperTrial,basic12,clownFish,target,2,2,fish,animal,discusFish,distractor,4,3,fish,animal,lobster,distractor,3,4,NA,animal,Orange fish with white and black stripes,,1455302340553,Orange fish with white and black stripes,clownFish,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
9617-1,1455302350427,20,subSuperTrial,basic23,bedsideTable,target,4,3,table,furniture,snake,distractor,3,4,NA,animal,bed,distractor,2,2,NA,furniture,Nightstand,,1455302348422,Nightstand,bedsideTable,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
9617-1,1455302362313,22,subSuperTrial,basic22,dalmatian,target,3,4,dog,animal,sheep,distractor,4,3,NA,animal,iguana,distractor,2,2,NA,animal,Dog,,1455302360536,Dog,dalmatian,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
9617-1,1455302368814,23,subSuperTrial,basic23,suv,target,4,2,car,vehicle,dress,distractor,3,4,NA,clothing,train,distractor,2,3,NA,vehicle,Suv,,1455302366923,Suv,suv,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
9617-1,1455302374462,24,subSuperTrial,basic12,mnMs,target,3,2,candy,snack,chips,distractor,2,4,NA,snack,candyCorn,distractor,4,3,candy,snack,M&Ms,,1455302372656,M&Ms,mnMs,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
9617-1,1455302415097,30,subSuperTrial,basic23,gummyBears,target,3,3,candy,snack,popcorn,distractor,2,2,NA,snack,bathrobe,distractor,4,4,NA,clothing,Gummy bears,,1455302413740,Gummy bears,gummyBears,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
9617-1,1455302420110,31,subSuperTrial,basic23,minivan,target,3,2,car,vehicle,pig,distractor,4,3,NA,animal,train,distractor,2,4,NA,vehicle,Van,,1455302418783,Van,minivan,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
9617-1,1455302425716,32,subSuperTrial,basic22,pug,target,3,3,dog,animal,kitten,distractor,2,4,NA,animal,sheep,distractor,4,2,NA,animal,Pug,,1455302424423,Pug,pug,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
9617-1,1455302448597,35,subSuperTrial,basic12,picnicTable,target,4,2,table,furniture,sideTable,distractor,2,4,table,furniture,bed,distractor,3,3,NA,furniture,Park table/benches,,1455302446903,Park table/benches,picnicTable,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
9617-1,1455302453816,36,subSuperTrial,basic33,germanShepherd,target,2,4,dog,animal,socks,distractor,3,2,NA,clothing,rosemary,distractor,4,3,NA,plant,Dog,,1455302452238,Dog,germanShepherd,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
9617-1,1455302464497,38,subSuperTrial,basic23,hummingBird,target,3,4,bird,animal,bookcase,distractor,2,2,NA,furniture,hamster,distractor,4,3,NA,animal,Bird,,1455302462883,Bird,hummingBird,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
9617-1,1455302470919,39,subSuperTrial,basic22,parrot,target,4,3,bird,animal,horse,distractor,2,2,NA,animal,iguana,distractor,3,4,NA,animal,Bird,,1455302469830,Bird,parrot,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
9617-1,1455302523650,48,subSuperTrial,basic33,convertible,target,2,3,car,vehicle,pretzels,distractor,3,4,NA,snack,horse,distractor,4,2,NA,animal,Convertible ,,1455302522664,Convertible ,convertible,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
9617-1,1455302542062,51,subSuperTrial,basic12,blackBear,target,4,2,bear,animal,rabbit,distractor,3,3,NA,animal,koalaBear,distractor,2,4,bear,animal,Bear,,1455302540256,Bear,blackBear,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
9617-1,1455302554571,53,subSuperTrial,basic33,jellyBeans,target,4,3,candy,snack,firetruck,distractor,2,2,NA,vehicle,bed,distractor,3,4,NA,furniture,Jelly beans,,1455302553068,Jelly beans,jellyBeans,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
9617-1,1455302559435,54,subSuperTrial,basic33,tShirt,target,3,2,shirt,clothing,ambulance,distractor,2,4,NA,vehicle,lamp,distractor,4,3,NA,furniture,Blue shirt,,1455302558233,Blue shirt,tShirt,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
9617-1,1455302565582,55,subSuperTrial,basic22,sunflower,target,3,2,flower,plant,rosemary,distractor,4,4,NA,plant,grasses,distractor,2,3,NA,plant,Yellow flower,,1455302564211,Yellow flower,sunflower,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
9617-1,1455302583508,57,subSuperTrial,basic12,sportsCar,target,3,3,car,vehicle,sedan,distractor,4,2,car,vehicle,firetruck,distractor,2,4,NA,vehicle,Silver Audi,,1455302582158,Silver Audi,sportsCar,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,,
9617-1,1455302602580,60,subSuperTrial,basic23,polarBear,target,4,4,bear,animal,pig,distractor,3,3,NA,animal,gloves,distractor,2,2,NA,clothing,Polar bear,,1455302601079,Polar bear,polarBear,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
9617-1,1455302625988,63,subSuperTrial,basic22,goldFish,target,3,3,fish,animal,rabbit,distractor,4,4,NA,animal,kitten,distractor,2,2,NA,animal,Goldfish,,1455302624549,Goldfish,goldFish,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
9617-1,1455302631150,64,subSuperTrial,basic22,grizzlyBear,target,4,3,bear,animal,sheep,distractor,3,2,NA,animal,crocodile,distractor,2,4,NA,animal,Bear,,1455302629636,Bear,grizzlyBear,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
9617-1,1455302638186,65,subSuperTrial,basic22,coffeeTable,target,4,2,table,furniture,bed,distractor,3,4,NA,furniture,lamp,distractor,2,3,NA,furniture,Coffee table,,1455302636449,Coffee table,coffeeTable,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
9617-1,1455302642532,66,subSuperTrial,basic33,hawaiiShirt,target,3,2,shirt,clothing,motorcycle,distractor,4,4,NA,vehicle,grasses,distractor,2,3,NA,plant,Shirt,,1455302641400,Shirt,hawaiiShirt,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
9617-1,1455302648094,67,subSuperTrial,basic33,daisy,target,4,2,flower,plant,train,distractor,2,4,NA,vehicle,gloves,distractor,3,3,NA,clothing,Flower,,1455302646930,Flower,daisy,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
9617-1,1455302652849,68,subSuperTrial,basic23,skittles,target,2,2,candy,snack,chips,distractor,3,3,NA,snack,pottedPlant,distractor,4,4,NA,plant,Skittles,,1455302651711,Skittles,skittles,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
9617-1,1455302663185,70,subSuperTrial,basic33,catfish,target,2,4,fish,animal,socks,distractor,4,2,NA,clothing,popcorn,distractor,3,3,NA,snack,Fish,,1455302662188,Fish,catfish,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
1511-d,1455302216433,2,subSuperTrial,basic33,germanShepherd,target,2,2,dog,animal,bathrobe,distractor,4,3,NA,clothing,popcorn,distractor,3,4,NA,snack,german shepard,,1455302215198,german shepard,germanShepherd,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,,,,,,,,,
1511-d,1455302220912,3,subSuperTrial,basic23,pigeon,target,4,2,bird,animal,crocodile,distractor,3,4,NA,animal,lamp,distractor,2,3,NA,furniture,bird,,1455302219564,bird,pigeon,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
1511-d,1455302231919,4,subSuperTrial,basic12,convertible,target,3,3,car,vehicle,sedan,distractor,2,4,car,vehicle,motorcycle,distractor,4,2,NA,vehicle,Two seater car,,1455302229817,Two seater car,convertible,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
1511-d,1455302244922,6,subSuperTrial,basic22,polarBear,target,3,2,bear,animal,cow,distractor,2,4,NA,animal,pig,distractor,4,3,NA,animal,bear,,1455302243645,bear,polarBear,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
1511-d,1455302255631,8,subSuperTrial,basic12,blackBear,target,3,2,bear,animal,sheep,distractor,4,3,NA,animal,koalaBear,distractor,2,4,bear,animal,black ber,,1455302254589,black ber,blackBear,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
1511-d,1455302259713,9,subSuperTrial,basic23,tShirt,target,2,2,shirt,clothing,pretzels,distractor,3,3,NA,snack,socks,distractor,4,4,NA,clothing,shirt,,1455302258741,shirt,tShirt,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
1511-d,1455302271528,11,subSuperTrial,basic23,sportsCar,target,4,3,car,vehicle,iguana,distractor,3,2,NA,animal,train,distractor,2,4,NA,vehicle,car,,1455302269763,car,sportsCar,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
1511-d,1455302298386,15,subSuperTrial,basic22,gloves,distractor,3,3,NA,clothing,dressShirt,target,2,4,shirt,clothing,dress,distractor,4,2,NA,clothing,glove,,1455302297077,glove,gloves,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,,
1511-d,1455302324274,18,subSuperTrial,basic12,gummyBears,target,2,2,candy,snack,cookies,distractor,3,4,NA,snack,candyCorn,distractor,4,3,candy,snack,gummy,,1455302322785,gummy,gummyBears,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
1511-d,1455302366650,26,subSuperTrial,basic33,jellyBeans,target,2,4,candy,snack,motorcycle,distractor,4,3,NA,vehicle,bed,distractor,3,2,NA,furniture,jellybeans,,1455302365051,jellybeans,jellyBeans,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
1511-d,1455302381643,28,subSuperTrial,basic33,bedsideTable,target,3,4,table,furniture,lobster,distractor,4,3,NA,animal,pottedPlant,distractor,2,2,NA,plant,side table,,1455302380179,side table,bedsideTable,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
1511-d,1455302387398,29,subSuperTrial,basic33,coffeeTable,target,3,2,table,furniture,elephant,distractor,4,4,NA,animal,ivy,distractor,2,3,NA,plant,table,,1455302386303,table,coffeeTable,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
1511-d,1455302391603,30,subSuperTrial,basic22,parrot,target,3,3,bird,animal,rhino,distractor,2,2,NA,animal,bison,distractor,4,4,NA,animal,bird,,1455302390463,bird,parrot,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
1511-d,1455302395815,31,subSuperTrial,basic33,grizzlyBear,target,3,3,bear,animal,popcorn,distractor,4,4,NA,snack,bookcase,distractor,2,2,NA,furniture,bear,,1455302394065,bear,grizzlyBear,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
1511-d,1455302402693,32,subSuperTrial,basic33,tulip,target,4,4,flower,plant,elephant,distractor,3,2,NA,animal,pretzels,distractor,2,3,NA,snack,rose,,1455302398601,rose,tulip,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
1511-d,1455302408684,33,subSuperTrial,basic23,swordFish,target,3,2,fish,animal,bison,distractor,2,4,NA,animal,firetruck,distractor,4,3,NA,vehicle,fish,,1455302406261,fish,swordFish,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
1511-d,1455302427939,36,subSuperTrial,basic12,goldFish,target,3,3,fish,animal,bison,distractor,4,2,NA,animal,discusFish,distractor,2,4,fish,animal,gold fish,,1455302425762,gold fish,goldFish,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
1511-d,1455302433855,37,subSuperTrial,basic33,skittles,target,3,4,candy,snack,gloves,distractor,4,3,NA,clothing,kitten,distractor,2,2,NA,animal,skittles,,1455302432311,skittles,skittles,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
1511-d,1455302447219,40,subSuperTrial,basic12,pandaBear,target,4,2,bear,animal,rhino,distractor,3,3,NA,animal,koalaBear,distractor,2,4,bear,animal,panda,,1455302445556,panda,pandaBear,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
1511-d,1455302451241,41,subSuperTrial,basic22,rose,target,2,2,flower,plant,pottedPlant,distractor,3,4,NA,plant,grasses,distractor,4,3,NA,plant,rose,,1455302450030,rose,rose,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
1511-d,1455302475361,46,subSuperTrial,basic12,husky,target,3,2,dog,animal,snake,distractor,4,4,NA,animal,greyhound,distractor,2,3,dog,animal,wolf,,1455302473737,wolf,husky,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
1511-d,1455302485231,47,subSuperTrial,basic12,daisy,target,2,4,flower,plant,rosemary,distractor,4,2,NA,plant,lily,distractor,3,3,flower,plant,sunflower,,1455302481671,sunflower,daisy,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
1511-d,1455302497333,49,subSuperTrial,basic33,hawaiiShirt,target,2,2,shirt,clothing,bookcase,distractor,3,4,NA,furniture,bison,distractor,4,3,NA,animal,shirt,,1455302494967,shirt,hawaiiShirt,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
1511-d,1455302512027,51,subSuperTrial,basic23,mnMs,target,4,4,candy,snack,hamster,distractor,3,3,NA,animal,pretzels,distractor,2,2,NA,snack,mms,,1455302510379,mms,mnMs,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
1511-d,1455302524544,53,subSuperTrial,basic22,pug,target,4,4,dog,animal,rabbit,distractor,2,3,NA,animal,lion,distractor,3,2,NA,animal,dog,,1455302522377,dog,pug,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
1511-d,1455302539311,56,subSuperTrial,basic33,clownFish,target,2,2,fish,animal,grasses,distractor,4,4,NA,plant,bathrobe,distractor,3,3,NA,clothing,nemo,,1455302538132,nemo,clownFish,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,,
1511-d,1455302544329,57,subSuperTrial,basic23,diningTable,target,4,4,table,furniture,wardrobe,distractor,2,2,NA,furniture,chips,distractor,3,3,NA,snack,table,,1455302542647,table,diningTable,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
1511-d,1455302548634,58,subSuperTrial,basic23,minivan,target,3,4,car,vehicle,lobster,distractor,2,2,NA,animal,firetruck,distractor,4,3,NA,vehicle,car,,1455302546862,car,minivan,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
1511-d,1455302553698,59,subSuperTrial,basic22,picnicTable,target,2,2,table,furniture,bookcase,distractor,3,4,NA,furniture,lamp,distractor,4,3,NA,furniture,table,,1455302551995,table,picnicTable,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
1511-d,1455302560241,60,subSuperTrial,basic22,eagle,target,3,4,bird,animal,iguana,distractor,2,3,NA,animal,elephant,distractor,4,2,NA,animal,hawk,,1455302556795,hawk,eagle,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
