gameid,roundNum,sender,tangramRef,pos,numWords,clauses,nouns,prepositions,verbs,determiners,pronouns,adjectives,adverbs,numbers,others,tags,acl
3017-0,6,matcher,None,"[u'PRP', u'-LRB-']",2,False,0,0,0,0,1,0,0,0,0,"[u'ROOT', u'compound']",False
3017-0,6,director,None,"[u'NN', u'IN', u'NN']",3,False,2,1,0,0,0,0,0,0,0,"[u'ROOT', u'compound:prt', u'dobj']",False
3017-0,6,director,None,"[u'NN', u'NN']",2,False,2,0,0,0,0,0,0,0,0,"[u'ROOT', u'dobj']",False
3017-0,6,director,F,"[u'JJ', u'VBG', u'NN']",3,False,1,0,1,0,0,1,0,0,0,"[u'ROOT', u'nsubj', u'amod']",False
3017-0,6,director,H,"[u'NN', u'IN', u'NN']",3,False,2,1,0,0,0,0,0,0,0,"[u'ROOT', u'case', u'nmod:with']",False
3017-0,6,director,None,"[u'NN', u'IN', u'NN', u'NN']",4,False,3,1,0,0,0,0,0,0,0,"[u'ROOT', u'case', u'compound', u'nmod:in']",False
3017-0,6,matcher,None,"[u'NN', u'.']",2,False,1,0,0,0,0,0,0,0,0,"[u'ROOT', u'punct']",False
3017-0,6,director,None,"[u'VBG', u'VBG', u'RB', u',', u'JJ', u'NNS', u'VBG']",7,True,1,0,3,0,0,1,1,0,0,"[u'ROOT', u'advcl', u'amod', u'punct', u'amod', u'dobj', u'acl']",True
3017-0,6,director,None,"[u'CD', u'NN', u'IN', u'NN', u',', u'JJ', u'NN']",7,False,3,1,0,0,0,1,0,1,0,"[u'ROOT', u'nummod', u'case', u'amod', u'punct', u'amod', u'nmod:on']",False
3017-0,6,director,None,"[u'NN', u'IN', u'NN']",3,False,2,1,0,0,0,0,0,0,0,"[u'ROOT', u'case', u'nmod:on']",False
3017-0,6,director,None,[u'JJ'],1,False,0,0,0,0,0,1,0,0,0,[u'ROOT'],False
3017-0,6,matcher,None,"[u'PRP$', u'NNS', u'RB']",3,False,1,0,0,0,1,0,1,0,0,"[u'ROOT', u'nmod:poss', u'advmod']",False
1503-c,1,director,E,"[u'VB', u'DT', u'NN', u'TO', u'CD']",5,False,1,0,1,1,0,0,0,1,1,"[u'ROOT', u'det', u'dobj', u'case', u'nmod:to']",False
1503-c,1,director,F,"[u'VB', u'DT', u'VBG', u'NN', u'TO', u'CD']",6,False,1,0,2,1,0,0,0,1,1,"[u'ROOT', u'det', u'amod', u'dobj', u'case', u'nmod:to']",False
1503-c,1,matcher,None,"[u'RB', u'JJ', u'WDT', u'CD', u'DT', u'NN', u'VBZ']",7,True,1,0,1,2,0,1,1,1,0,"[u'ROOT', u'neg', u'det', u'dobj', u'det', u'nsubj', u'ccomp']",False
1503-c,1,matcher,None,"[u'VBZ', u'IN', u'DT', u'VBG', u'NN', u'CC', u'VBP', u'PRP$', u'NNS', u'RP']",10,False,2,1,3,1,1,0,1,0,0,"[u'ROOT', u'aux', u'case', u'advmod', u'dobj', u'cc', u'conj:or', u'nmod:poss', u'nsubj', u'nsubj', u'advmod']",False
1503-c,1,director,None,"[u'DT', u'VBG', u'NN', u',', u'UH']",5,False,1,0,1,1,0,0,0,0,1,"[u'ROOT', u'det', u'amod', u'punct', u'appos']",False
1503-c,1,director,None,"[u'DT', u'NN', u'VBZ', u'VBG', u'VBG', u'NN', u'.', u'CD', u'RB', u'RB', u'NNS', u'IN', u'DT', u'NN']",14,True,4,1,3,2,0,0,2,1,0,"[u'ROOT', u'det', u'nsubj', u'aux', u'advcl', u'dobj', u'punct', u'ROOT', u'advmod', u'advmod', u'dep', u'case', u'det', u'nmod:at']",False
1503-c,1,director,C,"[u'DT', u'CD', u'WDT', u'VBZ', u'IN', u'DT', u'NN', u'VBG', u'NN', u'TO', u'DT', u'NN', u'VBZ', u'CD']",14,False,3,1,3,4,0,0,0,2,1,"[u'ROOT', u'det', u'nsubj', u'nsubj', u'ref', u'acl:relcl', u'case', u'det', u'nmod:like', u'acl', u'dobj', u'case', u'det', u'nmod:to', u'cop']",True
1503-c,1,matcher,None,"[u'WRB', u'IN', u'DT', u'CD', u'NN', u'IN', u'PRP$', u'NN', u'RP', u'.']",10,False,2,2,0,1,1,0,2,1,0,"[u'ROOT', u'advmod', u'advmod', u'det', u'nsubj', u'case', u'nmod:poss', u'nmod:with', u'advmod', u'punct']",False
1503-c,1,director,I,"[u'DT', u'CD', u'WDT', u'NN', u'IN', u'NNS', u'IN', u'DT', u'NN', u'NN', u'NN', u'VBZ', u'CD']",13,False,5,2,1,3,0,0,0,2,0,"[u'ROOT', u'det', u'mark', u'nsubj', u'case', u'nmod:of', u'case', u'det', u'compound', u'compound', u'nmod:like', u'cop', u'dep']",False
1503-c,1,director,None,"[u'VBZ', u'PRP', u'NN', u'IN', u'NN', u'IN', u'DT', u'NN', u'NN', u'.']",10,False,4,2,1,1,1,0,0,0,0,"[u'ROOT', u'dep', u'nsubj', u'advmod', u'mwe', u'mark', u'det', u'nsubj', u'advcl:like', u'punct']",False
1503-c,1,director,A,"[u'IN', u'CD', u'VBZ', u'CD']",4,False,0,1,1,0,0,0,0,2,0,"[u'ROOT', u'mark', u'nsubj', u'cop']",False
1503-c,1,director,G,"[u'EX', u'VBZ', u'NN', u'WDT', u'NN', u'IN', u'NNS', u'IN', u'DT', u'NN', u'NN', u'VBG', u'RB', u',', u'IN', u'CD', u'VBZ', u'CD']",18,True,5,3,3,2,0,0,1,2,1,"[u'ROOT', u'expl', u'nsubj', u'det', u'ref', u'nsubj', u'acl', u'acl:relcl', u'case', u'det', u'compound', u'nmod:like', u'acl', u'advmod', u'punct', u'mark', u'nsubj', u'cop', u'ccomp']",True
1503-c,1,matcher,None,"[u'VBZ', u'IN', u'DT', u'JJ', u'CD']",5,False,0,1,1,1,0,1,0,1,0,"[u'ROOT', u'cop', u'det', u'amod', u'nsubj']",False
1503-c,1,director,D,"[u'EX', u'VBZ', u'NN', u'WDT', u'VBZ', u'IN', u'DT', u'NN', u'IN', u'PRP$', u'NN', u'RP', u'VBG', u'VBN', u'VBG', u'DT', u'NN', u',', u'IN', u'CD', u'VBZ', u'CD']",22,True,4,3,6,3,1,0,1,2,1,"[u'ROOT', u'expl', u'nsubj', u'nsubj', u'ref', u'acl:relcl', u'case', u'det', u'nmod:like', u'case', u'nmod:poss', u'nmod:with', u'mark', u'advcl:out', u'dep', u'xcomp', u'det', u'dobj', u'punct', u'mark', u'nsubj', u'cop', u'ccomp']",True
1503-c,1,director,J,"[u'CD', u'VBZ', u'IN', u'DT', u'NN', u'IN', u'DT', u'NN', u'VBZ', u'CD']",10,False,2,2,2,2,0,0,0,2,0,"[u'ROOT', u'nummod', u'nsubj', u'case', u'det', u'nmod:like', u'case', u'det', u'nmod:over', u'cop']",False
1503-c,1,matcher,None,"[u'IN', u'DT', u'CD']",3,False,0,1,0,1,0,0,0,1,0,"[u'ROOT', u'ROOT', u'dep']",False
1503-c,1,director,None,"[u'DT', u'NN', u'IN', u'DT', u'NN', u'.', u'PRP', u'RB', u'IN', u'NNS', u'IN', u'NN', u'IN', u'DT', u'NN', u'NN', u'.']",17,False,6,4,0,3,1,0,1,0,0,"[u'ROOT', u'det', u'case', u'det', u'nmod:over', u'punct', u'ROOT', u'nsubj', u'advmod', u'mwe', u'mark', u'nsubj', u'case', u'det', u'nmod:in', u'advcl:like', u'punct']",False
1503-c,1,matcher,None,"[u'WDT', u'NNS', u'VBP', u'RB', u'JJ', u'.']",6,False,1,0,1,1,0,1,1,0,0,"[u'ROOT', u'det', u'nsubj', u'cop', u'advmod', u'punct']",False
1503-c,1,director,E,"[u'EX', u'VBP', u'CD']",3,False,0,0,1,0,0,0,0,1,1,"[u'ROOT', u'expl', u'nsubj']",False
1503-c,1,director,K,"[u'#', u'CD', u'VBZ', u'WP', u'VBZ', u'IN', u'DT', u'NN', u'IN', u'DT', u'NN', u'VBG', u'NN', u'.', u'EX', u'VBZ', u'DT', u'JJ', u'NN', u'TO', u'DT', u'JJ', u'NN', u'IN', u'PRP', u'.']",26,True,5,3,4,4,2,2,0,1,2,"[u'ROOT', u'dep', u'nsubj', u'nsubj', u'ccomp', u'case', u'det', u'nmod:like', u'case', u'det', u'nmod:in', u'acl', u'dobj', u'punct', u'ROOT', u'expl', u'det', u'amod', u'nsubj', u'case', u'det', u'amod', u'nmod:to', u'case', u'nmod:of', u'punct']",True
1503-c,1,director,None,"[u'#', u'CD', u'VBZ', u'JJ', u'TO', u'#', u'CD', u'CC', u'PRP', u'RB', u'IN', u'NNS', u'IN', u'DT', u'NN', u'.']",16,False,2,2,1,1,1,1,1,2,1,"[u'ROOT', u'dep', u'nsubj', u'cop', u'case', u'dep', u'nmod:to', u'cc', u'nsubj', u'advmod', u'mwe', u'conj:but', u'case', u'det', u'nmod:like', u'punct']",False
1503-c,1,matcher,None,"[u'VBZ', u'CD', u'JJ', u'.']",4,False,0,0,1,0,0,1,0,1,0,"[u'ROOT', u'cop', u'nmod:npmod', u'punct']",False
1503-c,1,director,None,"[u'UH', u'.', u'PRP', u'MD', u'RB', u'VB', u'PRP$', u'NN', u'RB', u':']",10,False,1,0,2,0,2,0,2,0,1,"[u'ROOT', u'punct', u'ROOT', u'nsubj', u'aux', u'neg', u'nmod:poss', u'dobj', u'advmod', u'punct']",False
1503-c,1,matcher,None,[u'UH'],1,False,0,0,0,0,0,0,0,0,1,[u'ROOT'],False
1503-c,1,director,None,"[u'#', u'CD', u'VBZ', u'JJ', u'TO', u'#', u'CD', u'IN', u'PRP', u'VBZ', u'RB', u'VB', u'DT', u'JJ', u'NN', u'.']",16,False,1,1,3,1,1,2,1,2,1,"[u'ROOT', u'dep', u'nsubj', u'cop', u'case', u'dep', u'nmod:to', u'mark', u'nsubj', u'aux', u'neg', u'advcl:except', u'det', u'amod', u'dobj', u'punct']",False
1503-c,1,director,B,"[u'DT', u'JJ', u'CD', u'MD', u'VB', u'#', u'CD', u'.', u'PRP', u'VBZ', u'IN', u'NN', u'NN', u'VBG', u'NN', u'.']",16,False,3,1,4,1,1,1,0,2,0,"[u'ROOT', u'det', u'amod', u'nsubj', u'aux', u'cop', u'compound', u'punct', u'ROOT', u'nsubj', u'case', u'compound', u'nmod:like', u'acl', u'advmod', u'punct']",True
1503-c,1,matcher,None,"[u'IN', u'NN', u'RB', u'.']",4,False,1,1,0,0,0,0,1,0,0,"[u'ROOT', u'case', u'compound', u'punct']",False
1503-c,1,director,G,"[u'IN', u'DT', u'NN', u'NN', u'VBZ', u'CD', u'.']",7,False,2,1,1,1,0,0,0,1,0,"[u'ROOT', u'case', u'det', u'nmod:with', u'nsubj', u'cop', u'punct']",False
1503-c,1,matcher,None,"[u'VBZ', u'IN', u'PRP', u'.']",4,False,0,1,1,0,1,0,0,0,0,"[u'ROOT', u'cop', u'nsubj', u'punct']",False
1503-c,1,director,None,"[u'PRP', u'MD', u'RB', u'VB', u'PRP', u'.', u'DT', u'NN', u'RB', u'MD', u'VB', u'CD', u'.', u'DT', u'JJ', u'NN', u'CD', u'MD', u'VB', u'#', u'CD']",21,False,2,0,6,2,2,1,2,3,0,"[u'ROOT', u'nsubj', u'aux', u'neg', u'dobj', u'punct', u'ROOT', u'det', u'nsubj', u'advmod', u'aux', u'cop', u'punct', u'ROOT', u'det', u'amod', u'compound', u'nsubj', u'aux', u'cop', u'compound']",False
1503-c,1,matcher,None,"[u'LS', u'VB', u'RB']",3,False,0,0,1,0,0,0,1,0,1,"[u'ROOT', u'nsubj', u'advmod']",False
1503-c,1,director,None,"[u'NNP', u',', u'NN', u'MD', u'VB', u'RB', u'.']",7,False,2,0,2,0,0,0,1,0,0,"[u'ROOT', u'advmod', u'punct', u'nsubj', u'aux', u'cop', u'punct']",False
1503-c,1,matcher,None,"[u'MD', u'FW', u'VB', u'.']",4,False,0,0,2,0,0,0,0,0,1,"[u'ROOT', u'aux', u'nsubj', u'punct']",False
1503-c,1,director,None,"[u'UH', u':', u'-RRB-']",3,False,0,0,0,0,0,0,0,0,1,"[u'ROOT', u'punct', u'dep']",False
1503-c,2,matcher,None,"[u'RB', u'IN', u'JJ', u'IN', u'PRP', u'VBD']",6,False,0,2,1,0,1,1,1,0,0,"[u'ROOT', u'neg', u'advmod', u'mark', u'nsubj', u'dep']",False
1503-c,2,matcher,None,"[u'RB', u'PRP', u'MD', u'VB', u'JJR', u'.']",6,False,0,0,2,0,1,1,1,0,0,"[u'ROOT', u'advmod', u'nsubj', u'aux', u'advmod', u'punct']",False
1503-c,2,director,None,"[u'PRP', u'VBP', u'PRP', u'MD', u'.']",5,True,0,0,2,0,2,0,0,0,0,"[u'ROOT', u'nsubj', u'nsubj', u'ccomp', u'punct']",False
1503-c,2,director,None,"[u'UH', u',', u'PRP', u'VBP', u'PRP', u'VBD', u'DT', u'NN', u'CC', u'DT', u'NN', u'JJ', u'.', u'.']",14,True,2,0,2,2,2,1,0,0,1,"[u'ROOT', u'discourse', u'punct', u'nsubj', u'nsubj', u'ccomp', u'det', u'nsubj', u'cc', u'det', u'conj:and', u'nsubj', u'xcomp', u'punct', u'ROOT']",False
1503-c,2,director,E,"[u'DT', u'NN', u'VBZ', u'#', u'CD']",5,False,1,0,1,1,0,0,0,1,0,"[u'ROOT', u'det', u'nsubj', u'cop', u'compound']",False
1503-c,2,director,A,"[u'DT', u'NN', u'VBZ', u'#', u'CD']",5,False,1,0,1,1,0,0,0,1,0,"[u'ROOT', u'det', u'nsubj', u'cop', u'compound']",False
1503-c,2,matcher,None,"[u'FW', u'FW', u'VBP', u'FW', u'VBP', u'WDT', u'CD', u'DT', u'NN', u'VBZ', u'IN']",11,True,1,1,3,2,0,0,0,1,3,"[u'ROOT', u'amod', u'nsubj', u'nsubj', u'ccomp', u'det', u'dobj', u'det', u'nsubj', u'cop', u'ccomp']",False
1503-c,2,matcher,None,"[u'VBZ', u'VB', u'RB', u'FW', u'MD', u'VB', u'IN', u'CD', u'RP']",9,False,0,1,4,0,0,0,2,1,1,"[u'ROOT', u'nsubj', u'mark', u'nsubj', u'aux', u'advcl:so', u'det', u'dobj', u'compound:prt']",False
1503-c,2,director,None,"[u'TO', u'PRP', u'VBZ', u'VBZ', u'IN', u'DT', u'NN', u'VBG', u'RP', u'VBG', u'NN', u'.', u'PRP$', u'DT', u'RB', u'CD', u'IN', u'CD', u'NNS', u'VBG', u'IN', u'IN', u'DT', u'NN']",24,True,4,4,5,3,2,0,2,2,1,"[u'ROOT', u'case', u'nmod:to', u'nsubj', u'case', u'det', u'nmod:like', u'acl', u'compound:prt', u'advcl', u'dobj', u'punct', u'ROOT', u'nmod:poss', u'det', u'amod', u'nsubj', u'case', u'nmod:with', u'xcomp', u'compound:prt', u'case', u'det', u'nmod:of']",True
1503-c,2,matcher,None,"[u'IN', u'DT', u'NN', u'IN', u'DT', u'NN', u'.']",7,False,2,2,0,2,0,0,0,0,0,"[u'ROOT', u'case', u'det', u'case', u'det', u'nmod:for', u'punct']",False
1503-c,2,director,None,"[u'DT', u'NNS', u'VBP', u'IN', u'IN', u'DT', u'NN', u'IN', u'DT', u'NN']",10,False,3,3,1,3,0,0,0,0,0,"[u'ROOT', u'det', u'nsubj', u'compound:prt', u'case', u'det', u'nmod:of', u'case', u'det', u'nmod:of']",False
1503-c,2,director,None,"[u'UH', u'.', u'CD', u'RB', u'RB', u'NN', u'IN', u'DT', u'NN']",9,False,2,1,0,1,0,0,2,1,1,"[u'ROOT', u'punct', u'ROOT', u'nmod:npmod', u'case', u'dep', u'case', u'det', u'nmod:at']",False
1503-c,2,director,C,"[u'#', u'CD', u'VBZ', u'DT', u'CD', u'WDT', u'VBZ', u'IN', u'DT', u'NN', u'VBG', u'NN', u'TO', u'DT', u'NN']",15,False,3,1,3,4,0,0,0,2,1,"[u'ROOT', u'dep', u'nsubj', u'cop', u'det', u'nsubj', u'ref', u'acl:relcl', u'case', u'det', u'nmod:like', u'acl', u'dobj', u'case', u'det', u'nmod:to']",True
1503-c,2,matcher,I,"[u'NN', u'.']",2,False,1,0,0,0,0,0,0,0,0,"[u'ROOT', u'punct']",False
1503-c,2,director,I,"[u'#', u'CD']",2,False,0,0,0,0,0,0,0,1,0,"[u'ROOT', u'nummod']",False
1503-c,2,matcher,None,"[u'NN', u'IN', u'NN']",3,False,2,1,0,0,0,0,0,0,0,"[u'ROOT', u'case', u'nmod:in']",False
1503-c,2,director,K,"[u'#', u'CD']",2,False,0,0,0,0,0,0,0,1,0,"[u'ROOT', u'nummod']",False
1503-c,2,director,F,"[u'DT', u'NN', u'NN', u'VBZ', u'#', u'CD']",6,False,2,0,1,1,0,0,0,1,0,"[u'ROOT', u'det', u'compound', u'nsubj', u'cop', u'compound']",False
1503-c,2,matcher,None,"[u'DT', u'CD', u'WDT', u'VBP', u'RB', u':', u'IN', u'CC', u'IN', u'NN', u'IN', u'NN', u'.']",13,False,2,3,1,2,0,0,1,1,0,"[u'ROOT', u'det', u'nsubj', u'nsubj', u'ref', u'acl:relcl', u'acl:relcl', u'conj:and', u'advmod', u'punct', u'case', u'cc', u'conj:and', u'nmod:with', u'nmod:without', u'case', u'nmod:on', u'punct']",True
1503-c,2,director,None,"[u'#', u'CD', u'VBZ', u'IN', u'#', u'CD', u'VBZ', u'IN']",8,False,0,2,2,0,0,0,0,2,0,"[u'ROOT', u'dep', u'nsubj', u'mark', u'dep', u'nsubj', u'cop', u'advcl:with']",False
1503-c,2,matcher,None,"[u'VBD', u'RB', u'CD', u'NN', u'IN', u'NN', u'.']",7,False,2,1,1,0,0,0,1,1,0,"[u'ROOT', u'cop', u'neg', u'nsubj', u'acl', u'nmod', u'punct']",True
1503-c,2,director,K,"[u'UH', u',', u'#', u'CD', u'VBZ', u'NN', u'IN', u'DT', u'NN', u'VBG', u'NN', u'VBG', u'NN']",13,False,4,1,3,1,0,0,0,1,1,"[u'ROOT', u'advmod', u'punct', u'dep', u'nsubj', u'cop', u'case', u'det', u'nmod:in', u'acl', u'dobj', u'acl', u'advmod']",True
1503-c,2,director,B,"[u'DT', u'NN', u'NN', u'VBG', u'NN', u'VBZ', u'#', u'CD']",8,False,3,0,2,1,0,0,0,1,0,"[u'ROOT', u'det', u'compound', u'nsubj', u'acl', u'advmod', u'cop', u'compound']",True
1503-c,2,matcher,None,"[u'IN', u'NN', u'RB', u'.']",4,False,1,1,0,0,0,0,1,0,0,"[u'ROOT', u'case', u'compound', u'punct']",False
1503-c,2,director,G,"[u'DT', u'NN', u'NN', u'VBZ', u'#', u'CD']",6,False,2,0,1,1,0,0,0,1,0,"[u'ROOT', u'det', u'compound', u'nsubj', u'cop', u'compound']",False
1503-c,2,matcher,None,"[u'NN', u'IN', u'NNS', u'JJ', u'.']",5,False,2,1,0,0,0,1,0,0,0,"[u'ROOT', u'case', u'compound', u'nmod:with', u'punct']",False
1503-c,2,director,B,"[u'DT', u'CD', u'VBZ', u'CD']",4,False,0,0,1,1,0,0,0,2,0,"[u'ROOT', u'det', u'nsubj', u'cop']",False
1503-c,2,matcher,None,"[u'CC', u'IN', u'NN', u'IN', u'.']",5,False,1,2,0,0,0,0,0,0,0,"[u'ROOT', u'case', u'nmod:with', u'acl', u'punct']",True
1503-c,2,director,B,"[u'DT', u'NNS', u'JJ', u'VBZ', u'#', u'CD', u'VBZ', u'NN', u'IN', u'NNS', u'IN', u'DT', u'NN']",13,False,4,2,2,2,0,1,0,1,0,"[u'ROOT', u'det', u'compound', u'nsubj', u'cop', u'dep', u'cop', u'acl:relcl', u'case', u'nmod:of', u'case', u'det', u'nmod:like']",True
1503-c,2,director,D,"[u'#', u'CD', u'VBZ', u'DT', u'NN', u'NN', u'IN', u'PRP$', u'NN', u'RP', u'VBG', u'VBN']",12,False,3,1,3,1,1,0,1,1,0,"[u'ROOT', u'dep', u'nsubj', u'cop', u'det', u'acl', u'case', u'nmod:poss', u'nmod:with', u'mark', u'advcl:out', u'advmod']",True
1503-c,2,director,None,"[u'DT', u'JJ', u'CD', u'VBP', u'DT', u'JJ', u'JJ', u'IN', u'PRP', u'VBP', u'RB', u'JJ']",12,True,0,1,2,2,1,4,1,1,0,"[u'ROOT', u'det', u'amod', u'nsubj', u'cop', u'det', u'nmod:npmod', u'mark', u'nsubj', u'cop', u'advmod', u'ccomp']",False
1503-c,2,matcher,None,"[u'PRP', u'VBP', u'VB', u'DT', u'JJ', u'VBG', u'VBN', u'.', u'PRP', u'VBP', u'DT', u'NN', u'IN', u'NNS', u'IN', u'VBG', u'NNS']",17,True,3,2,6,2,2,1,0,0,0,"[u'ROOT', u'nsubj', u'xcomp', u'det', u'dobj', u'acl', u'advmod', u'punct', u'ROOT', u'nsubj', u'det', u'dobj', u'case', u'nmod:with', u'mark', u'advcl:out', u'dobj']",True
1503-c,2,director,L,"[u'DT', u'NNS', u'MD', u'VB', u'#', u'CD']",6,False,1,0,2,1,0,0,0,1,0,"[u'ROOT', u'det', u'nsubj', u'aux', u'cop', u'compound']",False
1503-c,2,director,J,"[u'#', u'CD', u'MD', u'VB', u'DT', u'NN', u'IN', u'DT', u'NN', u'NN', u'.']",11,False,3,1,2,2,0,0,0,1,0,"[u'ROOT', u'dep', u'nsubj', u'aux', u'cop', u'det', u'case', u'det', u'compound', u'nmod:over', u'punct']",False
1503-c,2,director,D,"[u'#', u'CD', u'MD', u'VB', u'IN', u'DT', u'NN', u'IN', u'DT', u'NN', u'.', u'NNP', u'IN', u'NNS', u'IN', u'PRP$', u'VBG', u'DT', u'NN']",19,False,5,4,3,3,1,0,0,1,0,"[u'ROOT', u'dep', u'nsubj', u'aux', u'cop', u'case', u'det', u'case', u'det', u'nmod:over', u'punct', u'ROOT', u'case', u'nmod:of', u'case', u'nmod:poss', u'nmod:like', u'det', u'dep']",False
1503-c,2,matcher,None,"[u'DT', u'VBZ', u'JJ', u':', u'.', u'VBZ', u'CD', u'JJR', u'IN', u'CD', u'.']",11,False,0,1,2,1,0,2,0,2,0,"[u'ROOT', u'nsubj', u'cop', u'punct', u'punct', u'ROOT', u'cop', u'nmod:npmod', u'case', u'nmod:than', u'punct']",False
1503-c,2,director,None,"[u'RB', u'DT', u'JJ']",3,False,0,0,0,1,0,1,1,0,0,"[u'ROOT', u'advmod', u'det']",False
1503-c,2,director,D,"[u'#', u'CD', u'TO', u'PRP', u'VBZ', u'IN', u'DT', u'NN', u'NN', u'VBZ', u'NN', u'IN', u'VBG', u'VBN']",14,False,3,2,4,1,1,0,0,1,1,"[u'ROOT', u'dep', u'nsubj', u'case', u'nmod:to', u'mark', u'det', u'compound', u'nsubj', u'aux', u'advmod', u'case', u'advcl:like', u'advmod']",False
1503-c,2,matcher,None,"[u'RB', u':', u'VBZ', u'VB', u'IN', u'PRP', u'.']",7,False,0,1,2,0,1,0,1,0,0,"[u'ROOT', u'advmod', u'punct', u'nsubj', u'case', u'nmod:for', u'punct']",False
1503-c,2,director,None,"[u'UH', u'VB', u'.']",3,False,0,0,1,0,0,0,0,0,1,"[u'ROOT', u'discourse', u'punct']",False
1503-c,3,director,None,"[u'RBR', u'WDT', u'NN', u'.']",4,False,1,0,0,1,0,0,1,0,0,"[u'ROOT', u'det', u'dep', u'punct']",False
1503-c,3,matcher,None,[u'NN'],1,False,1,0,0,0,0,0,0,0,0,[u'ROOT'],False
1503-c,3,matcher,None,"[u'RB', u'RB', u'JJR']",3,False,0,0,0,0,0,1,2,0,0,"[u'ROOT', u'advmod', u'dep']",False
1503-c,3,director,None,"[u'UH', u',', u'VBZ', u'VB', u'DT', u'JJ', u'NNS', u'IN', u'IN', u'DT', u'NN', u':']",12,False,2,2,2,2,0,1,0,0,1,"[u'ROOT', u'punct', u'nsubj', u'dep', u'det', u'amod', u'dobj', u'case', u'mwe', u'det', u'nmod:out_of', u'punct']",False
1503-c,3,director,I,"[u'DT', u'NN', u'VBZ', u'#', u'CD']",5,False,1,0,1,1,0,0,0,1,0,"[u'ROOT', u'det', u'nsubj', u'cop', u'compound']",False
1503-c,3,director,A,"[u'DT', u'NN', u'NN', u'VBZ', u'CD']",5,False,2,0,1,1,0,0,0,1,0,"[u'ROOT', u'det', u'compound', u'nsubj', u'cop']",False
1503-c,3,director,C,"[u'DT', u'NN', u'VBZ', u'#', u'CD']",5,False,1,0,1,1,0,0,0,1,0,"[u'ROOT', u'det', u'nsubj', u'cop', u'compound']",False
1503-c,3,director,E,"[u'DT', u'NN', u'VBZ', u'#', u'CD']",5,False,1,0,1,1,0,0,0,1,0,"[u'ROOT', u'det', u'nsubj', u'cop', u'compound']",False
1503-c,3,matcher,F,"[u'VBG', u'NN', u':', u'NNS', u'IN']",5,False,2,1,1,0,0,0,0,0,0,"[u'ROOT', u'dobj', u'punct', u'nmod:npmod', u'advmod']",False
1503-c,3,director,F,"[u'DT', u'NN', u'IN', u'DT', u'NNS', u'RP', u'VBZ', u'#', u'CD']",9,False,2,1,1,2,0,0,1,1,0,"[u'ROOT', u'det', u'nsubj', u'case', u'det', u'nmod:with', u'advmod', u'cop', u'compound']",False
1503-c,3,director,G,"[u'DT', u'NN', u'IN', u'PRP$', u'NN', u'RB', u'VBZ', u'#', u'CD']",9,False,2,1,1,1,1,0,1,1,0,"[u'ROOT', u'det', u'nsubj', u'case', u'nmod:poss', u'compound', u'nmod:with', u'cop', u'compound']",False
1503-c,3,director,B,"[u'DT', u'NN', u'NN', u'NN', u'VBZ', u'#', u'CD']",7,False,3,0,1,1,0,0,0,1,0,"[u'ROOT', u'det', u'compound', u'compound', u'nsubj', u'cop', u'compound']",False
1503-c,3,director,L,"[u'DT', u'NN', u'VBG', u'NNS', u'VBZ', u'#', u'CD']",7,False,2,0,2,1,0,0,0,1,0,"[u'ROOT', u'det', u'nsubj', u'acl', u'dobj', u'cop', u'compound']",True
1503-c,3,matcher,D,"[u'NN', u'IN', u'NN', u'.']",4,False,2,1,0,0,0,0,0,0,0,"[u'ROOT', u'case', u'nmod:in', u'punct']",False
1503-c,3,director,D,"[u'#', u'CD']",2,False,0,0,0,0,0,0,0,1,0,"[u'ROOT', u'nummod']",False
1503-c,3,director,None,"[u'DT', u'NN', u'VBG', u'NN', u'TO', u'DT', u'NN']",7,False,3,0,1,2,0,0,0,0,1,"[u'ROOT', u'det', u'dep', u'dobj', u'case', u'det', u'nmod:to']",False
1503-c,3,director,None,"[u'DT', u'JJ', u'NNS', u'VBP', u'JJ', u'JJ', u'TO', u'DT', u'JJ', u'.']",10,False,1,0,1,2,0,4,0,0,1,"[u'ROOT', u'det', u'amod', u'nsubj', u'cop', u'advmod', u'advmod', u'case', u'det', u'punct']",False
1503-c,3,director,J,"[u'DT', u'NN', u'IN', u'DT', u'NN', u'MD', u'VBZ', u'#', u'CD']",9,False,2,1,2,2,0,0,0,1,0,"[u'ROOT', u'det', u'nsubj', u'case', u'det', u'compound', u'nmod:over', u'cop', u'compound']",False
1503-c,3,director,H,"[u'DT', u'JJ', u'CD', u'VBZ', u'$', u'CD']",6,False,0,0,1,1,0,1,0,2,0,"[u'ROOT', u'det', u'amod', u'nsubj', u'cop', u'dep']",False
1503-c,3,director,H,"[u'#', u'CD']",2,False,0,0,0,0,0,0,0,1,0,"[u'ROOT', u'nummod']",False
